analysis	group	n	value	note
MOD_2_LINE_POSITION_START	RESIDUE_1	4861	0.497187276	residue dependence on frozen line-position class
MOD_2_LINE_POSITION_MIDDLE	RESIDUE_0	9060	0.489544497	residue dependence on frozen line-position class
MOD_2_LINE_POSITION_MIDDLE	RESIDUE_1	9447	0.510455503	residue dependence on frozen line-position class
MOD_2_LINE_POSITION_END	RESIDUE_0	5353	0.490156579	residue dependence on frozen line-position class
MOD_2_LINE_POSITION_END	RESIDUE_1	5568	0.509843421	residue dependence on frozen line-position class
MOD_3	RESIDUE_0	11799	0.300956511	frozen modulus; value is residue frequency
MOD_3	RESIDUE_1	12293	0.313556944	frozen modulus; value is residue frequency
MOD_3	RESIDUE_2	15113	0.385486545	frozen modulus; value is residue frequency
MOD_3_TRANSITIONS	SAME_RESIDUE	33829	0.341304798	adjacent within-line residue transition concentration
MOD_3_LINE_POSITION_START	RESIDUE_0	2871	0.293648358	residue dependence on frozen line-position class
MOD_3_LINE_POSITION_START	RESIDUE_1	3221	0.329446661	residue dependence on frozen line-position class
MOD_3_LINE_POSITION_START	RESIDUE_2	3685	0.376904981	residue dependence on frozen line-position class
MOD_3_LINE_POSITION_MIDDLE	RESIDUE_0	5559	0.300372832	residue dependence on frozen line-position class
MOD_3_LINE_POSITION_MIDDLE	RESIDUE_1	5758	0.31112552	residue dependence on frozen line-position class
MOD_3_LINE_POSITION_MIDDLE	RESIDUE_2	7190	0.388501648	residue dependence on frozen line-position class
MOD_3_LINE_POSITION_END	RESIDUE_0	3369	0.308488234	residue dependence on frozen line-position class
MOD_3_LINE_POSITION_END	RESIDUE_1	3314	0.303452065	residue dependence on frozen line-position class
MOD_3_LINE_POSITION_END	RESIDUE_2	4238	0.388059701	residue dependence on frozen line-position class
MOD_4	RESIDUE_0	9899	0.252493304	frozen modulus; value is residue frequency
MOD_4	RESIDUE_1	9193	0.234485397	frozen modulus; value is residue frequency
MOD_4	RESIDUE_2	9430	0.240530545	frozen modulus; value is residue frequency
MOD_4	RESIDUE_3	10683	0.272490754	frozen modulus; value is residue frequency
MOD_4_TRANSITIONS	SAME_RESIDUE	33829	0.257648763	adjacent within-line residue transition concentration
MOD_4_LINE_POSITION_START	RESIDUE_0	2605	0.266441649	residue dependence on frozen line-position class
MOD_4_LINE_POSITION_START	RESIDUE_1	2197	0.224711057	residue dependence on frozen line-position class
MOD_4_LINE_POSITION_START	RESIDUE_2	2311	0.236371075	residue dependence on frozen line-position class
MOD_4_LINE_POSITION_START	RESIDUE_3	2664	0.27247622	residue dependence on frozen line-position class
MOD_4_LINE_POSITION_MIDDLE	RESIDUE_0	4533	0.244934349	residue dependence on frozen line-position class
MOD_4_LINE_POSITION_MIDDLE	RESIDUE_1	4345	0.234776031	residue dependence on frozen line-position class
MOD_4_LINE_POSITION_MIDDLE	RESIDUE_2	4527	0.244610148	residue dependence on frozen line-position class
MOD_4_LINE_POSITION_MIDDLE	RESIDUE_3	5102	0.275679473	residue dependence on frozen line-position class
MOD_4_LINE_POSITION_END	RESIDUE_0	2761	0.252815676	residue dependence on frozen line-position class
MOD_4_LINE_POSITION_END	RESIDUE_1	2651	0.242743339	residue dependence on frozen line-position class
MOD_4_LINE_POSITION_END	RESIDUE_2	2592	0.237340903	residue dependence on frozen line-position class
MOD_4_LINE_POSITION_END	RESIDUE_3	2917	0.267100082	residue dependence on frozen line-position class
MOD_5	RESIDUE_0	305	0.00777961995	frozen modulus; value is residue frequency
MOD_5	RESIDUE_1	6182	0.157683969	frozen modulus; value is residue frequency
MOD_5	RESIDUE_2	7124	0.181711516	frozen modulus; value is residue frequency
MOD_5	RESIDUE_3	23986	0.611809718	frozen modulus; value is residue frequency
MOD_5	RESIDUE_4	1608	0.0410151766	frozen modulus; value is residue frequency
MOD_5_TRANSITIONS	SAME_RESIDUE	33829	0.469626652	adjacent within-line residue transition concentration
MOD_5_LINE_POSITION_START	RESIDUE_0	91	0.00930755856	residue dependence on frozen line-position class
MOD_5_LINE_POSITION_START	RESIDUE_1	1510	0.154444104	residue dependence on frozen line-position class
MOD_5_LINE_POSITION_START	RESIDUE_2	1919	0.196276977	residue dependence on frozen line-position class
MOD_5_LINE_POSITION_START	RESIDUE_3	5688	0.58177355	residue dependence on frozen line-position class
MOD_5_LINE_POSITION_START	RESIDUE_4	569	0.0581978112	residue dependence on frozen line-position class
MOD_5_LINE_POSITION_MIDDLE	RESIDUE_0	123	0.0066461339	residue dependence on frozen line-position class
MOD_5_LINE_POSITION_MIDDLE	RESIDUE_1	3052	0.164910574	residue dependence on frozen line-position class
MOD_5_LINE_POSITION_MIDDLE	RESIDUE_2	2852	0.154103853	residue dependence on frozen line-position class
MOD_5_LINE_POSITION_MIDDLE	RESIDUE_3	11857	0.640676501	residue dependence on frozen line-position class
MOD_5_LINE_POSITION_MIDDLE	RESIDUE_4	623	0.0336629383	residue dependence on frozen line-position class
MOD_5_LINE_POSITION_END	RESIDUE_0	91	0.00833257028	residue dependence on frozen line-position class
MOD_5_LINE_POSITION_END	RESIDUE_1	1620	0.148338064	residue dependence on frozen line-position class
MOD_5_LINE_POSITION_END	RESIDUE_2	2353	0.21545646	residue dependence on frozen line-position class
MOD_5_LINE_POSITION_END	RESIDUE_3	6441	0.589781156	residue dependence on frozen line-position class
MOD_5_LINE_POSITION_END	RESIDUE_4	416	0.0380917498	residue dependence on frozen line-position class
MOD_7	RESIDUE_0	4847	0.12363219	frozen modulus; value is residue frequency
MOD_7	RESIDUE_1	4884	0.124575947	frozen modulus; value is residue frequency
MOD_7	RESIDUE_2	4865	0.124091315	frozen modulus; value is residue frequency
MOD_7	RESIDUE_3	7950	0.202780258	frozen modulus; value is residue frequency
MOD_7	RESIDUE_4	6079	0.155056753	frozen modulus; value is residue frequency
MOD_7	RESIDUE_5	5255	0.134039026	frozen modulus; value is residue frequency
MOD_7	RESIDUE_6	5325	0.135824512	frozen modulus; value is residue frequency
MOD_7_TRANSITIONS	SAME_RESIDUE	33829	0.1504035	adjacent within-line residue transition concentration
MOD_7_LINE_POSITION_START	RESIDUE_0	1345	0.137567761	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_START	RESIDUE_1	1266	0.129487573	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_START	RESIDUE_2	1188	0.121509666	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_START	RESIDUE_3	1807	0.18482152	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_START	RESIDUE_4	1407	0.143909175	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_START	RESIDUE_5	1349	0.137976885	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_START	RESIDUE_6	1415	0.144727421	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_MIDDLE	RESIDUE_0	2175	0.117523099	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_MIDDLE	RESIDUE_1	2346	0.126762846	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_MIDDLE	RESIDUE_2	2265	0.122386124	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_MIDDLE	RESIDUE_3	3931	0.212406117	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_MIDDLE	RESIDUE_4	2830	0.152915113	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_MIDDLE	RESIDUE_5	2462	0.133030745	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_MIDDLE	RESIDUE_6	2498	0.134975955	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_END	RESIDUE_0	1327	0.121509019	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_END	RESIDUE_1	1272	0.11647285	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_END	RESIDUE_2	1412	0.129292189	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_END	RESIDUE_3	2212	0.202545554	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_END	RESIDUE_4	1842	0.168665873	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_END	RESIDUE_5	1444	0.132222324	residue dependence on frozen line-position class
MOD_7_LINE_POSITION_END	RESIDUE_6	1412	0.129292189	residue dependence on frozen line-position class
MOD_8	RESIDUE_0	5311	0.135467415	frozen modulus; value is residue frequency
MOD_8	RESIDUE_1	4708	0.120086724	frozen modulus; value is residue frequency
MOD_8	RESIDUE_2	5104	0.130187476	frozen modulus; value is residue frequency
MOD_8	RESIDUE_3	4921	0.125519704	frozen modulus; value is residue frequency
MOD_8	RESIDUE_4	4588	0.11702589	frozen modulus; value is residue frequency
MOD_8	RESIDUE_5	4485	0.114398674	frozen modulus; value is residue frequency
MOD_8	RESIDUE_6	4326	0.110343068	frozen modulus; value is residue frequency
MOD_8	RESIDUE_7	5762	0.14697105	frozen modulus; value is residue frequency
MOD_8_TRANSITIONS	SAME_RESIDUE	33829	0.131928227	adjacent within-line residue transition concentration
MOD_8_LINE_POSITION_START	RESIDUE_0	1455	0.148818656	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_START	RESIDUE_1	1191	0.121816508	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_START	RESIDUE_2	1269	0.129794415	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_START	RESIDUE_3	1238	0.126623709	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_START	RESIDUE_4	1150	0.117622993	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_START	RESIDUE_5	1006	0.102894548	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_START	RESIDUE_6	1042	0.10657666	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_START	RESIDUE_7	1426	0.145852511	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_MIDDLE	RESIDUE_0	2437	0.131679905	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_MIDDLE	RESIDUE_1	2168	0.117144864	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_MIDDLE	RESIDUE_2	2463	0.133084779	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_MIDDLE	RESIDUE_3	2328	0.125790242	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_MIDDLE	RESIDUE_4	2096	0.113254444	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_MIDDLE	RESIDUE_5	2177	0.117631167	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_MIDDLE	RESIDUE_6	2064	0.111525369	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_MIDDLE	RESIDUE_7	2774	0.149889231	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_END	RESIDUE_0	1419	0.129933156	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_END	RESIDUE_1	1349	0.123523487	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_END	RESIDUE_2	1372	0.125629521	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_END	RESIDUE_3	1355	0.124072887	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_END	RESIDUE_4	1342	0.12288252	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_END	RESIDUE_5	1302	0.119219852	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_END	RESIDUE_6	1220	0.111711382	residue dependence on frozen line-position class
MOD_8_LINE_POSITION_END	RESIDUE_7	1562	0.143027195	residue dependence on frozen line-position class
MOD_10	RESIDUE_0	152	0.0038770565	frozen modulus; value is residue frequency
MOD_10	RESIDUE_1	3191	0.0813926795	frozen modulus; value is residue frequency
MOD_10	RESIDUE_2	3453	0.0880755006	frozen modulus; value is residue frequency
MOD_10	RESIDUE_3	12014	0.306440505	frozen modulus; value is residue frequency
MOD_10	RESIDUE_4	761	0.0194107894	frozen modulus; value is residue frequency
MOD_10	RESIDUE_5	153	0.00390256345	frozen modulus; value is residue frequency
MOD_10	RESIDUE_6	2991	0.0762912894	frozen modulus; value is residue frequency
MOD_10	RESIDUE_7	3671	0.0936360158	frozen modulus; value is residue frequency
MOD_10	RESIDUE_8	11972	0.305369213	frozen modulus; value is residue frequency
MOD_10	RESIDUE_9	847	0.0216043872	frozen modulus; value is residue frequency
MOD_10_TRANSITIONS	SAME_RESIDUE	33829	0.234089095	adjacent within-line residue transition concentration
MOD_10_LINE_POSITION_START	RESIDUE_0	44	0.00450035798	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_START	RESIDUE_1	770	0.0787562647	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_START	RESIDUE_2	969	0.0991101565	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_START	RESIDUE_3	2820	0.288432034	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_START	RESIDUE_4	295	0.0301728547	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_START	RESIDUE_5	47	0.00480720057	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_START	RESIDUE_6	740	0.0756878388	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_START	RESIDUE_7	950	0.0971668201	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_START	RESIDUE_8	2868	0.293341516	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_START	RESIDUE_9	274	0.0280249565	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_MIDDLE	RESIDUE_0	65	0.00351218458	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_MIDDLE	RESIDUE_1	1556	0.0840762955	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_MIDDLE	RESIDUE_2	1334	0.0720808343	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_MIDDLE	RESIDUE_3	5962	0.322148376	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_MIDDLE	RESIDUE_4	270	0.0145890744	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_MIDDLE	RESIDUE_5	58	0.00313394932	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_MIDDLE	RESIDUE_6	1496	0.0808342789	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_MIDDLE	RESIDUE_7	1518	0.0820230183	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_MIDDLE	RESIDUE_8	5895	0.318528124	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_MIDDLE	RESIDUE_9	353	0.0190738639	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_END	RESIDUE_0	43	0.00393736837	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_END	RESIDUE_1	865	0.079205201	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_END	RESIDUE_2	1150	0.105301712	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_END	RESIDUE_3	3232	0.295943595	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_END	RESIDUE_4	196	0.0179470744	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_END	RESIDUE_5	48	0.0043952019	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_END	RESIDUE_6	755	0.0691328633	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_END	RESIDUE_7	1203	0.110154748	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_END	RESIDUE_8	3209	0.293837561	residue dependence on frozen line-position class
MOD_10_LINE_POSITION_END	RESIDUE_9	220	0.0201446754	residue dependence on frozen line-position class
MOD_12	RESIDUE_0	2946	0.0751434766	frozen modulus; value is residue frequency
MOD_12	RESIDUE_1	2858	0.0728988649	frozen modulus; value is residue frequency
MOD_12	RESIDUE_2	3786	0.0965693151	frozen modulus; value is residue frequency
MOD_12	RESIDUE_3	3512	0.0895804107	frozen modulus; value is residue frequency
MOD_12	RESIDUE_4	3097	0.0789950261	frozen modulus; value is residue frequency
MOD_12	RESIDUE_5	3752	0.0957020788	frozen modulus; value is residue frequency
MOD_12	RESIDUE_6	2758	0.0703481699	frozen modulus; value is residue frequency
MOD_12	RESIDUE_7	3452	0.0880499936	frozen modulus; value is residue frequency
MOD_12	RESIDUE_8	3856	0.0983548017	frozen modulus; value is residue frequency
MOD_12	RESIDUE_9	2583	0.0658844535	frozen modulus; value is residue frequency
MOD_12	RESIDUE_10	2886	0.0736130596	frozen modulus; value is residue frequency
MOD_12	RESIDUE_11	3719	0.0948603494	frozen modulus; value is residue frequency
MOD_12_TRANSITIONS	SAME_RESIDUE	33829	0.0885926276	adjacent within-line residue transition concentration
MOD_12_LINE_POSITION_START	RESIDUE_0	764	0.0781425795	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_START	RESIDUE_1	724	0.074051345	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_START	RESIDUE_2	881	0.0901094405	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_START	RESIDUE_3	794	0.0812110054	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_START	RESIDUE_4	838	0.0857113634	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_START	RESIDUE_5	836	0.0855068017	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_START	RESIDUE_6	676	0.0691418636	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_START	RESIDUE_7	905	0.0925641812	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_START	RESIDUE_8	1003	0.102587706	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_START	RESIDUE_9	637	0.0651529099	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_START	RESIDUE_10	754	0.0771197709	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_START	RESIDUE_11	965	0.098701033	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_MIDDLE	RESIDUE_0	1306	0.0705678932	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_MIDDLE	RESIDUE_1	1333	0.0720268007	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_MIDDLE	RESIDUE_2	1851	0.10001621	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_MIDDLE	RESIDUE_3	1717	0.0927757065	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_MIDDLE	RESIDUE_4	1389	0.0750526828	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_MIDDLE	RESIDUE_5	1780	0.0961798239	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_MIDDLE	RESIDUE_6	1304	0.070459826	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_MIDDLE	RESIDUE_7	1664	0.0899119252	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_MIDDLE	RESIDUE_8	1838	0.0993137732	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_MIDDLE	RESIDUE_9	1232	0.0665694062	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_MIDDLE	RESIDUE_10	1372	0.0741341114	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_MIDDLE	RESIDUE_11	1721	0.0929918409	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_END	RESIDUE_0	876	0.0802124348	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_END	RESIDUE_1	801	0.0733449318	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_END	RESIDUE_2	1054	0.0965113085	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_END	RESIDUE_3	1001	0.0916582731	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_END	RESIDUE_4	870	0.0796630345	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_END	RESIDUE_5	1136	0.104019778	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_END	RESIDUE_6	778	0.0712388975	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_END	RESIDUE_7	883	0.0808534017	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_END	RESIDUE_8	1015	0.0929402069	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_END	RESIDUE_9	714	0.0653786283	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_END	RESIDUE_10	760	0.0695906968	residue dependence on frozen line-position class
MOD_12_LINE_POSITION_END	RESIDUE_11	1033	0.0945884077	residue dependence on frozen line-position class
LINE_TO_LINE_CONTINUITY	NORMALIZED_BOUNDARY_DIFFERENCE	5375	0.853529135	mean last-to-first physical-line difference
FOLIO_PROGRESSION	f100r	113	-0.0634008284	Spearman token position versus N within folio
FOLIO_PROGRESSION	f100v	95	-0.0474495601	Spearman token position versus N within folio
FOLIO_PROGRESSION	f101r	229	-0.00594776155	Spearman token position versus N within folio
FOLIO_PROGRESSION	f101v	221	0.0391876939	Spearman token position versus N within folio
FOLIO_PROGRESSION	f102r1	107	-0.305612298	Spearman token position versus N within folio
FOLIO_PROGRESSION	f102r2	149	-0.0011700468	Spearman token position versus N within folio
FOLIO_PROGRESSION	f102v1	129	0.0439720795	Spearman token position versus N within folio
FOLIO_PROGRESSION	f102v2	190	0.0144472741	Spearman token position versus N within folio
FOLIO_PROGRESSION	f103r	533	0.175062115	Spearman token position versus N within folio
FOLIO_PROGRESSION	f103v	456	-0.0750388819	Spearman token position versus N within folio
FOLIO_PROGRESSION	f104r	449	0.0444478442	Spearman token position versus N within folio
FOLIO_PROGRESSION	f104v	477	-0.124056636	Spearman token position versus N within folio
FOLIO_PROGRESSION	f105r	380	-0.0978990866	Spearman token position versus N within folio
FOLIO_PROGRESSION	f105v	400	-0.0893466056	Spearman token position versus N within folio
FOLIO_PROGRESSION	f106r	433	-0.0925344739	Spearman token position versus N within folio
FOLIO_PROGRESSION	f106v	445	-0.00904983014	Spearman token position versus N within folio
FOLIO_PROGRESSION	f107r	488	-0.19645853	Spearman token position versus N within folio
FOLIO_PROGRESSION	f107v	462	-0.0943221144	Spearman token position versus N within folio
FOLIO_PROGRESSION	f108r	498	-0.0197394159	Spearman token position versus N within folio
FOLIO_PROGRESSION	f108v	581	0.0401183626	Spearman token position versus N within folio
FOLIO_PROGRESSION	f10r	92	0.0221598753	Spearman token position versus N within folio
FOLIO_PROGRESSION	f10v	57	-0.0746572377	Spearman token position versus N within folio
FOLIO_PROGRESSION	f111r	624	-0.0520058923	Spearman token position versus N within folio
FOLIO_PROGRESSION	f111v	568	-0.0105331302	Spearman token position versus N within folio
FOLIO_PROGRESSION	f112r	403	-0.000925763878	Spearman token position versus N within folio
FOLIO_PROGRESSION	f112v	419	0.0128242959	Spearman token position versus N within folio
FOLIO_PROGRESSION	f113r	530	0.0561096613	Spearman token position versus N within folio
FOLIO_PROGRESSION	f113v	505	-0.105749941	Spearman token position versus N within folio
FOLIO_PROGRESSION	f114r	462	-0.0479074818	Spearman token position versus N within folio
FOLIO_PROGRESSION	f114v	377	-0.1622049	Spearman token position versus N within folio
FOLIO_PROGRESSION	f115r	463	-0.0721201103	Spearman token position versus N within folio
FOLIO_PROGRESSION	f115v	411	-0.110669422	Spearman token position versus N within folio
FOLIO_PROGRESSION	f116r	560	-0.016909915	Spearman token position versus N within folio
FOLIO_PROGRESSION	f116v	2	1	Spearman token position versus N within folio
FOLIO_PROGRESSION	f11r	61	-0.318560337	Spearman token position versus N within folio
FOLIO_PROGRESSION	f11v	50	-0.211489514	Spearman token position versus N within folio
FOLIO_PROGRESSION	f13r	78	0.122972436	Spearman token position versus N within folio
FOLIO_PROGRESSION	f13v	69	-0.316957973	Spearman token position versus N within folio
FOLIO_PROGRESSION	f14r	76	-0.0456127164	Spearman token position versus N within folio
FOLIO_PROGRESSION	f14v	75	-0.062076539	Spearman token position versus N within folio
FOLIO_PROGRESSION	f15r	94	-0.0757582889	Spearman token position versus N within folio
FOLIO_PROGRESSION	f15v	71	-0.0825629741	Spearman token position versus N within folio
FOLIO_PROGRESSION	f16r	84	-0.0756675209	Spearman token position versus N within folio
FOLIO_PROGRESSION	f16v	76	-0.0847587418	Spearman token position versus N within folio
