artifact	artifact_sha256	section_path_key	rule_golden_id	semantic_role	current_behavior	h_sc03_relevance	repair_required	resulting_authority
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:5:byte:78	m0	M0 semantic/golden	"M0-iid-1	M0	iid	""{""""alpha"""":""""1""""}""	M0_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m0"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:6:byte:28	alpha	M0 semantic/golden	"M1-markov-1-0	M1	markov	""{""""alpha"""":""""0"""",""""order"""":1}""	M1_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m1"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:7:byte:30	alpha	M0 semantic/golden	"M1-markov-1-0p1	M1	markov	""{""""alpha"""":""""0.1"""",""""order"""":1}""	M1_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m1"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:8:byte:30	alpha	M0 semantic/golden	"M1-markov-1-0p5	M1	markov	""{""""alpha"""":""""0.5"""",""""order"""":1}""	M1_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m1"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:9:byte:28	alpha	M0 semantic/golden	"M1-markov-1-1	M1	markov	""{""""alpha"""":""""1"""",""""order"""":1}""	M1_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m1"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:10:byte:28	alpha	M0 semantic/golden	"M1-markov-2-0	M1	markov	""{""""alpha"""":""""0"""",""""order"""":2}""	M1_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m1"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:11:byte:30	alpha	M0 semantic/golden	"M1-markov-2-0p1	M1	markov	""{""""alpha"""":""""0.1"""",""""order"""":2}""	M1_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m1"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:12:byte:30	alpha	M0 semantic/golden	"M1-markov-2-0p5	M1	markov	""{""""alpha"""":""""0.5"""",""""order"""":2}""	M1_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m1"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:13:byte:28	alpha	M0 semantic/golden	"M1-markov-2-1	M1	markov	""{""""alpha"""":""""1"""",""""order"""":2}""	M1_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m1"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:14:byte:28	alpha	M0 semantic/golden	"M1-markov-3-0	M1	markov	""{""""alpha"""":""""0"""",""""order"""":3}""	M1_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m1"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:15:byte:30	alpha	M0 semantic/golden	"M1-markov-3-0p1	M1	markov	""{""""alpha"""":""""0.1"""",""""order"""":3}""	M1_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m1"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:16:byte:30	alpha	M0 semantic/golden	"M1-markov-3-0p5	M1	markov	""{""""alpha"""":""""0.5"""",""""order"""":3}""	M1_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m1"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:17:byte:28	alpha	M0 semantic/golden	"M1-markov-3-1	M1	markov	""{""""alpha"""":""""1"""",""""order"""":3}""	M1_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m1"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:33:byte:25	alpha	M0 semantic/golden	"M4-hmm-2-0p01	M4	hmm	""{""""alpha"""":""""0.01"""",""""states"""":2}""	M4_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m4"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:34:byte:24	alpha	M0 semantic/golden	"M4-hmm-2-0p1	M4	hmm	""{""""alpha"""":""""0.1"""",""""states"""":2}""	M4_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m4"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:35:byte:25	alpha	M0 semantic/golden	"M4-hmm-3-0p01	M4	hmm	""{""""alpha"""":""""0.01"""",""""states"""":3}""	M4_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m4"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:36:byte:24	alpha	M0 semantic/golden	"M4-hmm-3-0p1	M4	hmm	""{""""alpha"""":""""0.1"""",""""states"""":3}""	M4_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m4"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:37:byte:25	alpha	M0 semantic/golden	"M4-hmm-4-0p01	M4	hmm	""{""""alpha"""":""""0.01"""",""""states"""":4}""	M4_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m4"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-c/registries/G1V2_CANDIDATE_REGISTRY.tsv	96b618ab324db77b8402081075241b275f8925c45cdab058ba741e4beed29b58	line:38:byte:24	alpha	M0 semantic/golden	"M4-hmm-4-0p1	M4	hmm	""{""""alpha"""":""""0.1"""",""""states"""":4}""	M4_VALIDATION	G1V2_EXECUTABLE_CONTRACT.md#m4"	YES	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-i/G1V2_V1_2_INTEGRATION_SUPPLEMENT_I1.json	35ecf0bfc9a9c27bb63d33b074bc399dd9256692620ee06a54e592e0d1e867b2	line:1:byte:1954	unk	M0 semantic/golden	"fca54d5b05781ecbaba820d44079319038b9"",""version"":""G1_V2_STATUS_REACHABILITY_CONTRACT_V2""},""unknown_or_mixed_version_disposition"":""FAIL_CLOSED""}"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-i/G1V2_EXECUTION_IDENTITY_ERRATUM_E2.json	cfaa8c1cb787380baca5a391d077e5d2b855df8bba767ad5b601457e06eb0070	line:1:byte:3186	M0	M0 semantic/golden	"nerator_parameters"":""required frozen generator parameters object"",""model_class"":""required M0..M5 truth label"",""schema_id"":""required literal g1v2.blind-truth-record.e1"",""scientific_control_identity_sha256"":""required lowercase SHA-256 hex"",""scientific_rng_identity"":""required object binding G1V2-RNG-1 ro"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
research/phase3/task85c-i/G1V2_V1_2_EVIDENCE_SCHEMA_REGISTRY.json	b89f3e2e0a0d30d8526951717c03527b845687ceebd3f7741c762d0503fe8ca9	line:1:byte:6184	unk	M0 semantic/golden	"selection"":""select exactly by explicit scientific contract version; no fallback probing"",""unknown_version_disposition"":""FAIL_CLOSED""}"	AUDITED	NO	G1V2_M0_SEMANTICS.json / V1.2.1 closure
