pattern_type	length	pattern	token_type_count	token_frequency_count	productivity_class
PREFIX	4	sqok	1	1	RARE
PREFIX	4	sshe	9	21	RARE
PREFIX	4	sshk	1	1	RARE
PREFIX	4	ssho	2	2	RARE
PREFIX	4	sshr	1	1	RARE
PREFIX	4	stol	1	1	RARE
PREFIX	4	syai	1	1	RARE
PREFIX	4	syda	1	1	RARE
PREFIX	4	sydy	1	1	RARE
PREFIX	4	syka	2	2	RARE
PREFIX	4	syko	1	1	RARE
PREFIX	4	syso	1	1	RARE
PREFIX	4	syty	1	1	RARE
PREFIX	4	tach	1	1	RARE
PREFIX	4	tada	1	1	RARE
PREFIX	4	taed	1	1	RARE
PREFIX	4	taid	1	1	RARE
PREFIX	4	taii	2	46	RARE
PREFIX	4	taik	2	2	RARE
PREFIX	4	tail	1	1	RARE
PREFIX	4	taim	1	1	RARE
PREFIX	4	tain	2	10	RARE
PREFIX	4	taip	1	1	RARE
PREFIX	4	tair	2	13	RARE
PREFIX	4	tais	1	1	RARE
PREFIX	4	tala	1	1	RARE
PREFIX	4	talc	2	2	RARE
PREFIX	4	tald	2	2	RARE
PREFIX	4	talk	1	1	RARE
PREFIX	4	talo	3	3	RARE
PREFIX	4	tals	1	1	RARE
PREFIX	4	taly	1	3	RARE
PREFIX	4	tamd	1	1	RARE
PREFIX	4	taol	1	1	RARE
PREFIX	4	taor	1	1	RARE
PREFIX	4	tara	7	10	RARE
PREFIX	4	tarc	2	2	RARE
PREFIX	4	taro	4	5	RARE
PREFIX	4	taza	1	1	RARE
PREFIX	4	tcfh	1	1	RARE
PREFIX	4	tcha	8	12	RARE
PREFIX	4	tchc	1	1	RARE
PREFIX	4	tchd	8	24	RARE
PREFIX	4	tche	31	111	PRODUCTIVE
PREFIX	4	tchk	1	1	RARE
PREFIX	4	tcho	24	84	PRODUCTIVE
PREFIX	4	tcht	3	3	RARE
PREFIX	4	tchy	2	29	RARE
PREFIX	4	tdai	2	3	RARE
PREFIX	4	tdam	1	1	RARE
PREFIX	4	tdok	1	1	RARE
PREFIX	4	tdol	1	1	RARE
PREFIX	4	teai	1	1	RARE
PREFIX	4	teal	1	1	RARE
PREFIX	4	tean	1	1	RARE
PREFIX	4	tear	1	1	RARE
PREFIX	4	tech	3	3	RARE
PREFIX	4	teda	6	14	RARE
PREFIX	4	tedc	1	1	RARE
PREFIX	4	tedo	1	2	RARE
PREFIX	4	tedy	3	42	RARE
PREFIX	4	teea	2	2	RARE
PREFIX	4	teed	7	24	RARE
PREFIX	4	teee	4	7	RARE
PREFIX	4	teeo	12	23	PRODUCTIVE
PREFIX	4	tees	2	2	RARE
PREFIX	4	teey	1	21	RARE
PREFIX	4	teoa	1	1	RARE
PREFIX	4	teoc	1	1	RARE
PREFIX	4	teod	9	24	RARE
PREFIX	4	teok	1	1	RARE
PREFIX	4	teol	5	20	RARE
PREFIX	4	teoo	1	1	RARE
PREFIX	4	teor	1	3	RARE
PREFIX	4	teos	1	1	RARE
PREFIX	4	teot	1	1	RARE
PREFIX	4	tera	1	1	RARE
PREFIX	4	teyq	1	1	RARE
PREFIX	4	teyt	1	1	RARE
PREFIX	4	tgol	1	1	RARE
PREFIX	4	thhe	1	1	RARE
PREFIX	4	tiii	1	1	RARE
PREFIX	4	toai	2	4	RARE
PREFIX	4	toar	1	2	RARE
PREFIX	4	toch	8	8	RARE
PREFIX	4	tock	1	3	RARE
PREFIX	4	tocp	2	2	RARE
PREFIX	4	toct	2	2	RARE
PREFIX	4	toda	8	20	RARE
PREFIX	4	tode	1	1	RARE
PREFIX	4	todo	1	1	RARE
PREFIX	4	tody	2	11	RARE
PREFIX	4	toea	1	1	RARE
PREFIX	4	toee	3	5	RARE
PREFIX	4	toeo	1	1	RARE
PREFIX	4	toii	1	2	RARE
PREFIX	4	toka	3	5	RARE
PREFIX	4	toko	1	1	RARE
PREFIX	4	toky	1	2	RARE
PREFIX	4	tola	2	2	RARE
PREFIX	4	tolc	5	7	RARE
PREFIX	4	told	4	5	RARE
PREFIX	4	tole	1	1	RARE
PREFIX	4	tolf	1	1	RARE
PREFIX	4	tolg	1	1	RARE
PREFIX	4	tolk	7	8	RARE
PREFIX	4	tolo	3	3	RARE
PREFIX	4	tolp	1	1	RARE
PREFIX	4	tols	6	8	RARE
PREFIX	4	toly	1	2	RARE
PREFIX	4	toor	1	1	RARE
PREFIX	4	topa	2	2	RARE
PREFIX	4	tora	1	1	RARE
PREFIX	4	torc	2	3	RARE
PREFIX	4	toro	3	4	RARE
PREFIX	4	tors	1	2	RARE
PREFIX	4	tosa	1	1	RARE
PREFIX	4	tosh	4	5	RARE
PREFIX	4	totc	1	1	RARE
PREFIX	4	toto	1	1	RARE
PREFIX	4	toyd	1	1	RARE
PREFIX	4	tsha	3	3	RARE
PREFIX	4	tshd	6	10	RARE
PREFIX	4	tshe	19	40	PRODUCTIVE
PREFIX	4	tsho	17	30	PRODUCTIVE
PREFIX	4	tshy	1	3	RARE
PREFIX	4	tydl	1	1	RARE
PREFIX	4	tydy	1	3	RARE
PREFIX	4	tyol	1	1	RARE
PREFIX	4	typc	1	1	RARE
PREFIX	4	xalo	1	1	RARE
PREFIX	4	xasa	1	1	RARE
PREFIX	4	xdar	1	1	RARE
PREFIX	4	xock	1	1	RARE
PREFIX	4	xoii	1	1	RARE
PREFIX	4	xolt	1	1	RARE
PREFIX	4	yaii	2	7	RARE
PREFIX	4	yair	1	2	RARE
PREFIX	4	yake	1	1	RARE
PREFIX	4	yaly	1	1	RARE
PREFIX	4	ycha	4	6	RARE
PREFIX	4	ychc	2	2	RARE
PREFIX	4	ychd	3	3	RARE
PREFIX	4	yche	48	146	PRODUCTIVE
PREFIX	4	ychk	2	2	RARE
PREFIX	4	ycho	15	44	PRODUCTIVE
PREFIX	4	ychs	1	1	RARE
PREFIX	4	ycht	3	3	RARE
PREFIX	4	ychy	2	5	RARE
PREFIX	4	yckh	5	6	RARE
PREFIX	4	ycph	1	1	RARE
PREFIX	4	ycth	2	2	RARE
PREFIX	4	ydai	5	27	RARE
PREFIX	4	ydal	2	4	RARE
PREFIX	4	ydam	1	4	RARE
PREFIX	4	ydar	2	6	RARE
PREFIX	4	ydch	2	2	RARE
PREFIX	4	ydcp	1	1	RARE
PREFIX	4	ydee	2	2	RARE
PREFIX	4	ydek	1	1	RARE
PREFIX	4	ydey	1	1	RARE
PREFIX	4	ydoi	1	1	RARE
PREFIX	4	ydol	1	1	RARE
PREFIX	4	ydor	1	1	RARE
PREFIX	4	ydsh	1	1	RARE
PREFIX	4	yeeg	1	1	RARE
PREFIX	4	yees	1	1	RARE
PREFIX	4	yefa	1	1	RARE
PREFIX	4	yeke	1	1	RARE
PREFIX	4	yete	1	1	RARE
PREFIX	4	yfai	3	3	RARE
PREFIX	4	yfar	1	1	RARE
PREFIX	4	yfch	7	11	RARE
PREFIX	4	yfod	2	2	RARE
PREFIX	4	yfol	2	3	RARE
PREFIX	4	yfor	1	1	RARE
PREFIX	4	yhal	1	1	RARE
PREFIX	4	ykac	1	1	RARE
PREFIX	4	ykad	1	2	RARE
PREFIX	4	ykai	8	71	RARE
PREFIX	4	ykak	1	1	RARE
PREFIX	4	ykal	7	23	RARE
PREFIX	4	ykam	1	5	RARE
PREFIX	4	ykan	2	2	RARE
PREFIX	4	ykar	7	43	RARE
PREFIX	4	ykch	25	80	PRODUCTIVE
PREFIX	4	ykda	1	1	RARE
PREFIX	4	ykdy	1	1	RARE
PREFIX	4	ykea	2	2	RARE
PREFIX	4	ykec	6	6	RARE
PREFIX	4	yked	6	27	RARE
PREFIX	4	ykee	48	192	PRODUCTIVE
PREFIX	4	yken	1	1	RARE
PREFIX	4	ykeo	14	56	PRODUCTIVE
PREFIX	4	ykes	3	3	RARE
PREFIX	4	ykey	3	10	RARE
PREFIX	4	ykhe	2	4	RARE
PREFIX	4	ykhh	1	1	RARE
PREFIX	4	ykho	3	3	RARE
PREFIX	4	ykie	1	1	RARE
PREFIX	4	ykoa	1	2	RARE
PREFIX	4	ykoc	1	1	RARE
PREFIX	4	ykod	4	7	RARE
PREFIX	4	ykoe	1	1	RARE
PREFIX	4	ykof	1	1	RARE
PREFIX	4	ykoi	1	3	RARE
PREFIX	4	ykol	9	25	RARE
PREFIX	4	ykor	3	9	RARE
PREFIX	4	ykos	1	1	RARE
PREFIX	4	yksh	7	11	RARE
PREFIX	4	ykyc	1	1	RARE
PREFIX	4	ykyd	1	1	RARE
PREFIX	4	ykyk	1	1	RARE
PREFIX	4	ylar	1	1	RARE
PREFIX	4	ylch	1	1	RARE
PREFIX	4	ylka	1	1	RARE
PREFIX	4	ylor	1	1	RARE
PREFIX	4	yoar	1	1	RARE
PREFIX	4	yoch	1	1	RARE
PREFIX	4	yoda	1	2	RARE
PREFIX	4	yody	1	1	RARE
PREFIX	4	yoee	1	1	RARE
PREFIX	4	yoet	1	1	RARE
PREFIX	4	yofa	1	1	RARE
PREFIX	4	yoii	1	2	RARE
PREFIX	4	yoka	1	1	RARE
PREFIX	4	yoke	3	3	RARE
PREFIX	4	yoko	1	2	RARE
PREFIX	4	yoky	1	1	RARE
PREFIX	4	yole	1	1	RARE
PREFIX	4	yolk	1	1	RARE
PREFIX	4	yols	1	1	RARE
PREFIX	4	yora	1	1	RARE
PREFIX	4	yota	1	1	RARE
PREFIX	4	yote	1	1	RARE
PREFIX	4	yoto	1	1	RARE
PREFIX	4	ypai	4	8	RARE
PREFIX	4	ypal	1	3	RARE
PREFIX	4	ypar	2	6	RARE
PREFIX	4	ypch	25	52	PRODUCTIVE
PREFIX	4	ypdy	1	1	RARE
PREFIX	4	ypho	1	1	RARE
PREFIX	4	ypod	2	2	RARE
PREFIX	4	ypol	2	2	RARE
PREFIX	4	ypsh	3	3	RARE
PREFIX	4	yqok	2	2	RARE
PREFIX	4	yqop	1	1	RARE
PREFIX	4	yqos	1	1	RARE
PREFIX	4	yrol	1	1	RARE
PREFIX	4	ysai	2	5	RARE
PREFIX	4	ysar	1	1	RARE
PREFIX	4	ysha	2	2	RARE
PREFIX	4	yshd	2	2	RARE
PREFIX	4	yshe	29	64	PRODUCTIVE
PREFIX	4	ysho	6	12	RARE
PREFIX	4	yshy	1	1	RARE
PREFIX	4	yssh	1	1	RARE
PREFIX	4	ytad	1	1	RARE
PREFIX	4	ytai	8	61	RARE
PREFIX	4	ytal	7	25	RARE
PREFIX	4	ytam	1	12	RARE
PREFIX	4	ytap	1	1	RARE
PREFIX	4	ytar	4	27	RARE
PREFIX	4	ytas	3	3	RARE
PREFIX	4	ytch	35	97	PRODUCTIVE
PREFIX	4	ytda	1	1	RARE
PREFIX	4	ytdg	1	1	RARE
PREFIX	4	ytea	3	3	RARE
PREFIX	4	ytec	3	3	RARE
PREFIX	4	yted	5	32	RARE
PREFIX	4	ytee	17	89	PRODUCTIVE
PREFIX	4	yteo	14	36	PRODUCTIVE
PREFIX	4	ytey	1	13	RARE
PREFIX	4	ytoa	3	3	RARE
PREFIX	4	ytod	6	15	RARE
PREFIX	4	ytoe	1	1	RARE
PREFIX	4	ytoh	1	1	RARE
PREFIX	4	ytoi	2	5	RARE
PREFIX	4	ytok	1	1	RARE
PREFIX	4	ytol	4	21	RARE
PREFIX	4	ytor	4	18	RARE
PREFIX	4	ytos	1	1	RARE
PREFIX	4	ytoy	1	1	RARE
PREFIX	4	ytsh	4	8	RARE
PREFIX	4	ytyc	1	1	RARE
PREFIX	4	ytyd	1	1	RARE
PREFIX	4	ytym	1	1	RARE
PREFIX	4	zepc	1	1	RARE
SUFFIX	1	0	9	18	RARE
SUFFIX	1	1	10	17	PRODUCTIVE
SUFFIX	1	2	9	31	RARE
SUFFIX	1	3	9	21	RARE
SUFFIX	1	4	10	13	PRODUCTIVE
SUFFIX	1	5	8	16	RARE
SUFFIX	1	6	10	25	PRODUCTIVE
SUFFIX	1	7	7	10	RARE
SUFFIX	1	8	6	12	RARE
SUFFIX	1	9	7	11	RARE
SUFFIX	1	I	1	1	RARE
SUFFIX	1	a	72	116	PRODUCTIVE
SUFFIX	1	b	13	15	PRODUCTIVE
SUFFIX	1	c	23	75	PRODUCTIVE
SUFFIX	1	d	337	676	PRODUCTIVE
SUFFIX	1	e	68	125	PRODUCTIVE
SUFFIX	1	f	21	33	PRODUCTIVE
SUFFIX	1	g	113	142	PRODUCTIVE
SUFFIX	1	h	62	133	PRODUCTIVE
SUFFIX	1	i	30	36	PRODUCTIVE
SUFFIX	1	j	4	4	RARE
SUFFIX	1	k	29	110	PRODUCTIVE
SUFFIX	1	l	942	6000	PRODUCTIVE
SUFFIX	1	m	385	1031	PRODUCTIVE
SUFFIX	1	n	946	6093	PRODUCTIVE
SUFFIX	1	o	315	1395	PRODUCTIVE
SUFFIX	1	p	19	37	PRODUCTIVE
SUFFIX	1	q	1	13	RARE
SUFFIX	1	r	1130	5866	PRODUCTIVE
SUFFIX	1	s	505	1449	PRODUCTIVE
SUFFIX	1	t	27	83	PRODUCTIVE
SUFFIX	1	u	8	9	RARE
SUFFIX	1	v	1	12	RARE
SUFFIX	1	x	9	19	RARE
SUFFIX	1	y	3097	15732	PRODUCTIVE
SUFFIX	1	z	1	1	RARE
SUFFIX	2	00	1	1	RARE
SUFFIX	2	01	1	1	RARE
SUFFIX	2	03	1	1	RARE
SUFFIX	2	04	1	3	RARE
SUFFIX	2	06	1	4	RARE
SUFFIX	2	07	1	1	RARE
SUFFIX	2	08	1	2	RARE
SUFFIX	2	10	1	1	RARE
SUFFIX	2	11	1	1	RARE
SUFFIX	2	12	1	1	RARE
SUFFIX	2	13	1	1	RARE
SUFFIX	2	14	1	1	RARE
SUFFIX	2	16	1	1	RARE
SUFFIX	2	30	1	1	RARE
SUFFIX	2	31	2	2	RARE
SUFFIX	2	32	2	11	RARE
SUFFIX	2	33	2	12	RARE
SUFFIX	2	34	2	2	RARE
SUFFIX	2	35	1	2	RARE
SUFFIX	2	36	1	2	RARE
SUFFIX	2	37	1	1	RARE
SUFFIX	2	38	1	3	RARE
SUFFIX	2	39	1	1	RARE
SUFFIX	2	40	2	6	RARE
SUFFIX	2	41	1	1	RARE
SUFFIX	2	42	1	1	RARE
SUFFIX	2	43	1	3	RARE
SUFFIX	2	44	1	1	RARE
SUFFIX	2	45	2	3	RARE
SUFFIX	2	46	2	6	RARE
SUFFIX	2	47	1	1	RARE
SUFFIX	2	48	1	2	RARE
SUFFIX	2	49	1	1	RARE
SUFFIX	2	50	1	2	RARE
SUFFIX	2	51	1	1	RARE
SUFFIX	2	52	1	3	RARE
SUFFIX	2	53	1	1	RARE
SUFFIX	2	54	1	2	RARE
SUFFIX	2	55	1	1	RARE
SUFFIX	2	56	1	1	RARE
SUFFIX	2	59	1	1	RARE
SUFFIX	2	61	1	1	RARE
SUFFIX	2	62	1	4	RARE
SUFFIX	2	63	1	1	RARE
SUFFIX	2	64	1	1	RARE
SUFFIX	2	65	1	1	RARE
SUFFIX	2	66	1	2	RARE
SUFFIX	2	67	1	3	RARE
SUFFIX	2	68	1	2	RARE
SUFFIX	2	69	1	5	RARE
SUFFIX	2	70	1	5	RARE
SUFFIX	2	71	1	5	RARE
SUFFIX	2	72	1	6	RARE
SUFFIX	2	74	1	1	RARE
SUFFIX	2	75	1	6	RARE
SUFFIX	2	76	1	3	RARE
SUFFIX	2	77	1	1	RARE
SUFFIX	2	78	1	2	RARE
SUFFIX	2	79	1	1	RARE
SUFFIX	2	80	1	1	RARE
SUFFIX	2	81	1	1	RARE
SUFFIX	2	82	1	1	RARE
SUFFIX	2	83	1	1	RARE
SUFFIX	2	84	1	1	RARE
SUFFIX	2	85	1	2	RARE
SUFFIX	2	86	1	1	RARE
SUFFIX	2	87	1	1	RARE
SUFFIX	2	88	1	1	RARE
SUFFIX	2	89	1	1	RARE
SUFFIX	2	90	1	1	RARE
SUFFIX	2	91	1	4	RARE
SUFFIX	2	92	1	4	RARE
SUFFIX	2	93	1	1	RARE
SUFFIX	2	94	1	1	RARE
SUFFIX	2	95	1	1	RARE
SUFFIX	2	96	1	5	RARE
SUFFIX	2	97	1	2	RARE
SUFFIX	2	99	1	1	RARE
SUFFIX	2	ac	1	1	RARE
SUFFIX	2	ad	5	5	RARE
SUFFIX	2	ag	15	19	PRODUCTIVE
SUFFIX	2	ai	14	16	PRODUCTIVE
SUFFIX	2	aj	2	2	RARE
SUFFIX	2	al	397	2110	PRODUCTIVE
SUFFIX	2	am	254	781	PRODUCTIVE
SUFFIX	2	an	56	118	PRODUCTIVE
SUFFIX	2	ao	1	1	RARE
SUFFIX	2	ap	1	1	RARE
SUFFIX	2	ar	518	2807	PRODUCTIVE
SUFFIX	2	as	40	66	PRODUCTIVE
SUFFIX	2	at	1	1	RARE
SUFFIX	2	ay	11	12	PRODUCTIVE
SUFFIX	2	cf	2	2	RARE
SUFFIX	2	ch	27	64	PRODUCTIVE
SUFFIX	2	ck	3	4	RARE
SUFFIX	2	cl	1	1	RARE
SUFFIX	2	co	2	2	RARE
SUFFIX	2	cr	3	3	RARE
SUFFIX	2	cs	2	2	RARE
SUFFIX	2	ct	1	1	RARE
SUFFIX	2	cy	4	4	RARE
SUFFIX	2	da	20	36	PRODUCTIVE
SUFFIX	2	dc	3	5	RARE
SUFFIX	2	dd	2	2	RARE
SUFFIX	2	de	4	4	RARE
SUFFIX	2	dg	13	14	PRODUCTIVE
SUFFIX	2	dl	22	48	PRODUCTIVE
SUFFIX	2	dm	2	2	RARE
SUFFIX	2	do	14	31	PRODUCTIVE
SUFFIX	2	dr	6	7	RARE
SUFFIX	2	ds	13	15	PRODUCTIVE
SUFFIX	2	du	4	5	RARE
SUFFIX	2	dy	1094	6821	PRODUCTIVE
SUFFIX	2	ea	12	13	PRODUCTIVE
SUFFIX	2	eb	13	15	PRODUCTIVE
SUFFIX	2	ec	2	2	RARE
SUFFIX	2	ed	98	207	PRODUCTIVE
SUFFIX	2	ee	21	34	PRODUCTIVE
SUFFIX	2	ef	7	8	RARE
SUFFIX	2	eg	27	29	PRODUCTIVE
SUFFIX	2	ek	8	26	RARE
SUFFIX	2	el	5	5	RARE
SUFFIX	2	em	4	4	RARE
SUFFIX	2	en	3	3	RARE
SUFFIX	2	eo	110	462	PRODUCTIVE
SUFFIX	2	ep	7	12	RARE
SUFFIX	2	er	13	15	PRODUCTIVE
SUFFIX	2	es	143	352	PRODUCTIVE
SUFFIX	2	et	11	17	PRODUCTIVE
SUFFIX	2	eu	2	2	RARE
SUFFIX	2	ey	661	4029	PRODUCTIVE
SUFFIX	2	fc	1	1	RARE
SUFFIX	2	fh	1	1	RARE
SUFFIX	2	fo	3	3	RARE
SUFFIX	2	fy	20	22	PRODUCTIVE
SUFFIX	2	gm	1	1	RARE
SUFFIX	2	go	1	1	RARE
SUFFIX	2	gr	1	1	RARE
SUFFIX	2	gy	1	1	RARE
SUFFIX	2	ha	8	11	RARE
SUFFIX	2	hc	3	3	RARE
SUFFIX	2	hd	39	76	PRODUCTIVE
SUFFIX	2	he	18	52	PRODUCTIVE
SUFFIX	2	hg	6	7	RARE
SUFFIX	2	hh	3	3	RARE
SUFFIX	2	hk	1	2	RARE
SUFFIX	2	hl	12	45	PRODUCTIVE
SUFFIX	2	ho	83	421	PRODUCTIVE
SUFFIX	2	hp	1	1	RARE
SUFFIX	2	hr	10	17	PRODUCTIVE
SUFFIX	2	hs	41	64	PRODUCTIVE
SUFFIX	2	hx	4	4	RARE
SUFFIX	2	hy	566	2234	PRODUCTIVE
SUFFIX	2	ia	2	2	RARE
SUFFIX	2	id	1	1	RARE
SUFFIX	2	if	1	1	RARE
SUFFIX	2	ig	5	7	RARE
SUFFIX	2	ii	10	11	PRODUCTIVE
SUFFIX	2	il	27	33	PRODUCTIVE
SUFFIX	2	im	33	54	PRODUCTIVE
SUFFIX	2	in	877	5958	PRODUCTIVE
SUFFIX	2	io	3	3	RARE
SUFFIX	2	ip	1	1	RARE
SUFFIX	2	ir	168	627	PRODUCTIVE
SUFFIX	2	is	23	27	PRODUCTIVE
SUFFIX	2	it	1	1	RARE
SUFFIX	2	ix	1	1	RARE
SUFFIX	2	iy	6	7	RARE
SUFFIX	2	jy	5	5	RARE
SUFFIX	2	ka	4	9	RARE
SUFFIX	2	kd	1	1	RARE
SUFFIX	2	ke	7	8	RARE
SUFFIX	2	kg	1	1	RARE
SUFFIX	2	kh	4	6	RARE
SUFFIX	2	ki	1	1	RARE
SUFFIX	2	kl	7	22	RARE
SUFFIX	2	ko	14	32	PRODUCTIVE
SUFFIX	2	kr	1	1	RARE
SUFFIX	2	ky	137	741	PRODUCTIVE
SUFFIX	2	la	4	4	RARE
SUFFIX	2	lc	2	3	RARE
SUFFIX	2	ld	33	44	PRODUCTIVE
SUFFIX	2	le	2	2	RARE
SUFFIX	2	lf	1	1	RARE
SUFFIX	2	lg	17	17	PRODUCTIVE
SUFFIX	2	lk	3	3	RARE
SUFFIX	2	ll	2	4	RARE
SUFFIX	2	lm	3	3	RARE
SUFFIX	2	lo	22	53	PRODUCTIVE
SUFFIX	2	lp	2	2	RARE
SUFFIX	2	lr	7	19	RARE
SUFFIX	2	ls	62	122	PRODUCTIVE
SUFFIX	2	lt	1	2	RARE
SUFFIX	2	ly	205	511	PRODUCTIVE
SUFFIX	2	lz	1	1	RARE
SUFFIX	2	ma	1	1	RARE
SUFFIX	2	md	2	2	RARE
SUFFIX	2	mg	2	2	RARE
SUFFIX	2	mm	1	1	RARE
SUFFIX	2	mo	3	3	RARE
SUFFIX	2	my	7	7	RARE
SUFFIX	2	nc	1	1	RARE
SUFFIX	2	ng	1	1	RARE
SUFFIX	2	nl	2	2	RARE
SUFFIX	2	no	5	6	RARE
SUFFIX	2	ns	1	1	RARE
SUFFIX	2	ny	18	23	PRODUCTIVE
SUFFIX	2	oa	1	1	RARE
SUFFIX	2	oc	4	4	RARE
SUFFIX	2	od	108	211	PRODUCTIVE
SUFFIX	2	oe	2	2	RARE
SUFFIX	2	of	7	9	RARE
SUFFIX	2	og	14	19	PRODUCTIVE
SUFFIX	2	oi	1	2	RARE
SUFFIX	2	oj	2	2	RARE
SUFFIX	2	ok	8	42	RARE
SUFFIX	2	ol	439	3500	PRODUCTIVE
SUFFIX	2	om	83	169	PRODUCTIVE
SUFFIX	2	on	8	8	RARE
SUFFIX	2	oo	4	4	RARE
SUFFIX	2	op	6	13	RARE
SUFFIX	2	or	391	2185	PRODUCTIVE
SUFFIX	2	os	149	409	PRODUCTIVE
SUFFIX	2	ot	9	43	RARE
SUFFIX	2	ox	2	2	RARE
SUFFIX	2	oy	54	94	PRODUCTIVE
SUFFIX	2	pa	1	1	RARE
SUFFIX	2	ph	1	1	RARE
SUFFIX	2	po	2	2	RARE
SUFFIX	2	ps	1	1	RARE
SUFFIX	2	py	25	49	PRODUCTIVE
SUFFIX	2	qa	1	1	RARE
SUFFIX	2	qd	1	1	RARE
SUFFIX	2	qe	1	1	RARE
SUFFIX	2	qo	4	57	RARE
SUFFIX	2	qy	1	2	RARE
SUFFIX	2	ra	5	5	RARE
SUFFIX	2	rc	2	2	RARE
SUFFIX	2	rd	7	7	RARE
SUFFIX	2	re	3	3	RARE
SUFFIX	2	rg	6	6	RARE
SUFFIX	2	rk	1	1	RARE
SUFFIX	2	rl	8	10	RARE
SUFFIX	2	rn	1	1	RARE
SUFFIX	2	ro	22	36	PRODUCTIVE
SUFFIX	2	rr	1	1	RARE
SUFFIX	2	rs	1	1	RARE
SUFFIX	2	rx	1	1	RARE
SUFFIX	2	ry	125	270	PRODUCTIVE
SUFFIX	2	sa	6	8	RARE
SUFFIX	2	sc	1	1	RARE
SUFFIX	2	sd	9	10	RARE
SUFFIX	2	se	8	9	RARE
SUFFIX	2	sf	1	1	RARE
SUFFIX	2	sg	4	4	RARE
SUFFIX	2	sh	20	44	PRODUCTIVE
SUFFIX	2	si	1	1	RARE
SUFFIX	2	sl	3	4	RARE
SUFFIX	2	so	7	15	RARE
SUFFIX	2	sr	1	1	RARE
SUFFIX	2	ss	1	1	RARE
SUFFIX	2	sy	70	114	PRODUCTIVE
SUFFIX	2	ta	5	8	RARE
SUFFIX	2	tc	1	1	RARE
SUFFIX	2	te	1	2	RARE
SUFFIX	2	th	5	9	RARE
SUFFIX	2	ti	2	2	RARE
SUFFIX	2	tl	4	7	RARE
SUFFIX	2	to	11	37	PRODUCTIVE
SUFFIX	2	ts	2	2	RARE
SUFFIX	2	tu	1	1	RARE
SUFFIX	2	ty	79	445	PRODUCTIVE
SUFFIX	2	vo	1	1	RARE
SUFFIX	2	vs	1	1	RARE
SUFFIX	2	xy	3	3	RARE
SUFFIX	2	yc	1	1	RARE
SUFFIX	2	yd	30	36	PRODUCTIVE
SUFFIX	2	yf	1	1	RARE
SUFFIX	2	yk	4	12	RARE
SUFFIX	2	yl	12	13	PRODUCTIVE
SUFFIX	2	ym	3	3	RARE
SUFFIX	2	yo	2	2	RARE
SUFFIX	2	yr	9	10	RARE
SUFFIX	2	ys	23	28	PRODUCTIVE
SUFFIX	2	yt	2	4	RARE
SUFFIX	2	yy	3	3	RARE
SUFFIX	2	za	1	1	RARE
SUFFIX	2	zg	1	1	RARE
SUFFIX	2	zs	1	1	RARE
SUFFIX	2	zy	1	1	RARE
SUFFIX	3	130	1	1	RARE
SUFFIX	3	131	1	1	RARE
SUFFIX	3	132	1	10	RARE
SUFFIX	3	133	1	11	RARE
SUFFIX	3	134	1	1	RARE
SUFFIX	3	135	1	2	RARE
SUFFIX	3	136	1	2	RARE
SUFFIX	3	137	1	1	RARE
SUFFIX	3	138	1	3	RARE
SUFFIX	3	139	1	1	RARE
SUFFIX	3	140	1	4	RARE
SUFFIX	3	145	1	2	RARE
SUFFIX	3	146	1	2	RARE
SUFFIX	3	147	1	1	RARE
SUFFIX	3	148	1	2	RARE
SUFFIX	3	149	1	1	RARE
SUFFIX	3	150	1	2	RARE
SUFFIX	3	151	1	1	RARE
SUFFIX	3	152	1	3	RARE
SUFFIX	3	153	1	1	RARE
SUFFIX	3	154	1	2	RARE
SUFFIX	3	155	1	1	RARE
SUFFIX	3	156	1	1	RARE
SUFFIX	3	159	1	1	RARE
SUFFIX	3	161	1	1	RARE
SUFFIX	3	162	1	4	RARE
SUFFIX	3	163	1	1	RARE
SUFFIX	3	164	1	1	RARE
SUFFIX	3	165	1	1	RARE
SUFFIX	3	166	1	2	RARE
SUFFIX	3	167	1	3	RARE
SUFFIX	3	168	1	2	RARE
SUFFIX	3	169	1	5	RARE
SUFFIX	3	170	1	5	RARE
SUFFIX	3	171	1	5	RARE
SUFFIX	3	172	1	6	RARE
SUFFIX	3	174	1	1	RARE
SUFFIX	3	175	1	6	RARE
SUFFIX	3	176	1	3	RARE
SUFFIX	3	177	1	1	RARE
SUFFIX	3	178	1	2	RARE
SUFFIX	3	179	1	1	RARE
SUFFIX	3	180	1	1	RARE
SUFFIX	3	181	1	1	RARE
SUFFIX	3	182	1	1	RARE
SUFFIX	3	183	1	1	RARE
SUFFIX	3	184	1	1	RARE
SUFFIX	3	185	1	2	RARE
SUFFIX	3	186	1	1	RARE
SUFFIX	3	187	1	1	RARE
SUFFIX	3	188	1	1	RARE
SUFFIX	3	189	1	1	RARE
SUFFIX	3	190	1	1	RARE
SUFFIX	3	191	1	4	RARE
SUFFIX	3	192	1	4	RARE
SUFFIX	3	193	1	1	RARE
SUFFIX	3	194	1	1	RARE
SUFFIX	3	195	1	1	RARE
SUFFIX	3	196	1	5	RARE
SUFFIX	3	197	1	2	RARE
SUFFIX	3	199	1	1	RARE
SUFFIX	3	200	1	1	RARE
SUFFIX	3	201	1	1	RARE
SUFFIX	3	203	1	1	RARE
SUFFIX	3	204	1	3	RARE
SUFFIX	3	206	1	4	RARE
SUFFIX	3	207	1	1	RARE
SUFFIX	3	208	1	2	RARE
