context_AB	continuation_C	count_ABC	count_AB	p_C_given_AB	count_BC	count_B_as_predecessor	p_C_given_B	probability_difference	observed_status
aiin okaiin	otaiin	1	8	0.125	7	198	0.03535353535	0.08964646465	OBSERVED
aiin okaiin	ykain	1	8	0.125	1	198	0.005050505051	0.1199494949	OBSERVED
aiin okaiin	yteey	1	8	0.125	1	198	0.005050505051	0.1199494949	OBSERVED
aiin okaiin	ytolkal	1	8	0.125	1	198	0.005050505051	0.1199494949	OBSERVED
aiin okain	a	1	6	0.1666666667	1	128	0.0078125	0.1588541667	OBSERVED
aiin okain	chkaly	1	6	0.1666666667	1	128	0.0078125	0.1588541667	OBSERVED
aiin okain	dal	1	6	0.1666666667	1	128	0.0078125	0.1588541667	OBSERVED
aiin okain	daldy	1	6	0.1666666667	1	128	0.0078125	0.1588541667	OBSERVED
aiin okain	ol	1	6	0.1666666667	5	128	0.0390625	0.1276041667	OBSERVED
aiin okain	oly	1	6	0.1666666667	1	128	0.0078125	0.1588541667	OBSERVED
aiin okair	y	1	1	1	1	20	0.05	0.95	OBSERVED
aiin okal	cheockhy	1	10	0.1	1	137	0.007299270073	0.09270072993	OBSERVED
aiin okal	cheyor	1	10	0.1	1	137	0.007299270073	0.09270072993	OBSERVED
aiin okal	chodaiin	1	10	0.1	1	137	0.007299270073	0.09270072993	OBSERVED
aiin okal	chody	1	10	0.1	2	137	0.01459854015	0.08540145985	OBSERVED
aiin okal	chol	1	10	0.1	3	137	0.02189781022	0.07810218978	OBSERVED
aiin okal	ldyr	1	10	0.1	1	137	0.007299270073	0.09270072993	OBSERVED
aiin okal	oltchy	1	10	0.1	1	137	0.007299270073	0.09270072993	OBSERVED
aiin okal	otal	2	10	0.2	2	137	0.01459854015	0.1854014599	OBSERVED
aiin okal	otam	1	10	0.1	1	137	0.007299270073	0.09270072993	OBSERVED
aiin okalal	shdy	1	1	1	1	5	0.2	0.8	OBSERVED
aiin okaly	oka	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
aiin okar	olkaiin	1	3	0.3333333333	2	132	0.01515151515	0.3181818182	OBSERVED
aiin okar	opor	1	3	0.3333333333	1	132	0.007575757576	0.3257575758	OBSERVED
aiin okar	qokaiin	1	3	0.3333333333	1	132	0.007575757576	0.3257575758	OBSERVED
aiin okch	eey	1	1	1	1	2	0.5	0.5	OBSERVED
aiin okchedy	qopcheddy	1	1	1	1	22	0.04545454545	0.9545454545	OBSERVED
aiin okchey	pchar	1	1	1	1	30	0.03333333333	0.9666666667	OBSERVED
aiin okeam	etchal	1	1	1	1	2	0.5	0.5	OBSERVED
aiin okedal	olor	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
aiin okeear	oteody	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
aiin okeedy	olkeeody	1	4	0.25	1	99	0.0101010101	0.2398989899	OBSERVED
aiin okeedy	qokain	2	4	0.5	3	99	0.0303030303	0.4696969697	OBSERVED
aiin okeedy	qokeedy	1	4	0.25	7	99	0.07070707071	0.1792929293	OBSERVED
aiin okeeody	qokoaiin	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
aiin okees	okeear	1	2	0.5	1	18	0.05555555556	0.4444444444	OBSERVED
aiin okees	olar	1	2	0.5	1	18	0.05555555556	0.4444444444	OBSERVED
aiin okeey	cheol	1	5	0.2	1	177	0.005649717514	0.1943502825	OBSERVED
aiin okeey	chey	1	5	0.2	2	177	0.01129943503	0.188700565	OBSERVED
aiin okeey	lchg	1	5	0.2	1	177	0.005649717514	0.1943502825	OBSERVED
aiin okeey	qetchdy	1	5	0.2	1	177	0.005649717514	0.1943502825	OBSERVED
aiin okeey	tedam	1	5	0.2	1	177	0.005649717514	0.1943502825	OBSERVED
aiin okeo	daiin	1	1	1	2	19	0.1052631579	0.8947368421	OBSERVED
aiin okeod	ykhey	1	1	1	1	2	0.5	0.5	OBSERVED
aiin okeody	okol	1	3	0.3333333333	1	28	0.03571428571	0.2976190476	OBSERVED
aiin okeody	oly	1	3	0.3333333333	1	28	0.03571428571	0.2976190476	OBSERVED
aiin okeody	qotair	1	3	0.3333333333	1	28	0.03571428571	0.2976190476	OBSERVED
aiin okeol	qokeol	1	2	0.5	1	57	0.01754385965	0.4824561404	OBSERVED
aiin okeol	ykedor	1	2	0.5	1	57	0.01754385965	0.4824561404	OBSERVED
aiin okesoe	ar	1	1	1	1	1	1	0	OBSERVED
aiin okey	okal	1	2	0.5	2	60	0.03333333333	0.4666666667	OBSERVED
aiin okey	olchey	1	2	0.5	1	60	0.01666666667	0.4833333333	OBSERVED
aiin okeyteey	cthody	1	1	1	1	1	1	0	OBSERVED
aiin okody	chodal	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
aiin okol	chokar	1	2	0.5	1	68	0.01470588235	0.4852941176	OBSERVED
aiin okol	or	1	2	0.5	2	68	0.02941176471	0.4705882353	OBSERVED
aiin okor	ar	1	3	0.3333333333	1	31	0.03225806452	0.3010752688	OBSERVED
aiin okor	cheeor	1	3	0.3333333333	1	31	0.03225806452	0.3010752688	OBSERVED
aiin okor	okeedy	1	3	0.3333333333	1	31	0.03225806452	0.3010752688	OBSERVED
aiin okshd	okchedy	1	1	1	1	1	1	0	OBSERVED
aiin okshdy	shkeey	1	1	1	1	1	1	0	OBSERVED
aiin okshey	dalkeeeyry	1	1	1	1	8	0.125	0.875	OBSERVED
aiin oky	ches	1	2	0.5	1	74	0.01351351351	0.4864864865	OBSERVED
aiin oky	sam	1	2	0.5	1	74	0.01351351351	0.4864864865	OBSERVED
aiin ol	cheokchey	1	8	0.125	1	521	0.001919385797	0.1230806142	OBSERVED
aiin ol	chey	1	8	0.125	9	521	0.01727447217	0.1077255278	OBSERVED
aiin ol	daldy	1	8	0.125	2	521	0.003838771593	0.1211612284	OBSERVED
aiin ol	kar	1	8	0.125	2	521	0.003838771593	0.1211612284	OBSERVED
aiin ol	keeod	1	8	0.125	1	521	0.001919385797	0.1230806142	OBSERVED
aiin ol	keeody	1	8	0.125	1	521	0.001919385797	0.1230806142	OBSERVED
aiin ol	or	1	8	0.125	7	521	0.01343570058	0.1115642994	OBSERVED
aiin ol	sheol	1	8	0.125	3	521	0.00575815739	0.1192418426	OBSERVED
aiin olaiin	oraiin	1	2	0.5	1	49	0.02040816327	0.4795918367	OBSERVED
aiin olaiin	oteeey	1	2	0.5	1	49	0.02040816327	0.4795918367	OBSERVED
aiin olaiir	oolsal	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
aiin olalkain	okolsaiin	1	1	1	1	1	1	0	OBSERVED
aiin olan	otan	1	1	1	1	1	1	0	OBSERVED
aiin oleeey	qkeey	1	1	1	1	2	0.5	0.5	OBSERVED
aiin olkaiin	olky	1	1	1	1	29	0.03448275862	0.9655172414	OBSERVED
aiin olkal	shar	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
aiin olkeedy	shdal	1	1	1	1	41	0.0243902439	0.9756097561	OBSERVED
aiin olkeeody	qos	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
aiin olkeey	keol	1	1	1	1	38	0.02631578947	0.9736842105	OBSERVED
aiin oloaiin	oteos	1	1	1	1	1	1	0	OBSERVED
aiin olor	chls	1	1	1	1	23	0.04347826087	0.9565217391	OBSERVED
aiin olshedy	chokeey	1	1	1	1	19	0.05263157895	0.9473684211	OBSERVED
aiin oor	cheed	1	1	1	1	2	0.5	0.5	OBSERVED
aiin opchedy	dykedy	1	2	0.5	1	47	0.02127659574	0.4787234043	OBSERVED
aiin opchedy	okchedy	1	2	0.5	1	47	0.02127659574	0.4787234043	OBSERVED
aiin opsholal	shedy	1	1	1	1	1	1	0	OBSERVED
aiin or	aiin	2	3	0.6666666667	57	375	0.152	0.5146666667	OBSERVED
aiin or	o	1	3	0.3333333333	1	375	0.002666666667	0.3306666667	OBSERVED
aiin os	qsg	1	1	1	1	34	0.02941176471	0.9705882353	OBSERVED
aiin otaiin	aiidy	1	5	0.2	1	142	0.007042253521	0.1929577465	OBSERVED
aiin otaiin	chkain	1	5	0.2	1	142	0.007042253521	0.1929577465	OBSERVED
aiin otaiin	okeey	1	5	0.2	2	142	0.01408450704	0.185915493	OBSERVED
aiin otaiin	ol	1	5	0.2	4	142	0.02816901408	0.1718309859	OBSERVED
aiin otaiin	ykaiin	1	5	0.2	3	142	0.02112676056	0.1788732394	OBSERVED
aiin otain	al	1	3	0.3333333333	2	87	0.02298850575	0.3103448276	OBSERVED
aiin otain	ar	1	3	0.3333333333	7	87	0.08045977011	0.2528735632	OBSERVED
aiin otain	otal	1	3	0.3333333333	3	87	0.03448275862	0.2988505747	OBSERVED
aiin otal	daro	1	2	0.5	1	123	0.008130081301	0.4918699187	OBSERVED
aiin otal	taiin	1	2	0.5	2	123	0.0162601626	0.4837398374	OBSERVED
aiin otam	otam	1	1	1	2	19	0.1052631579	0.8947368421	OBSERVED
aiin otar	aiiin	1	9	0.1111111111	1	146	0.006849315068	0.104261796	OBSERVED
aiin otar	air	1	9	0.1111111111	2	146	0.01369863014	0.09741248097	OBSERVED
aiin otar	alkain	1	9	0.1111111111	1	146	0.006849315068	0.104261796	OBSERVED
aiin otar	cheedy	1	9	0.1111111111	2	146	0.01369863014	0.09741248097	OBSERVED
aiin otar	cheody	1	9	0.1111111111	1	146	0.006849315068	0.104261796	OBSERVED
aiin otar	olar	1	9	0.1111111111	1	146	0.006849315068	0.104261796	OBSERVED
aiin otar	otedy	1	9	0.1111111111	2	146	0.01369863014	0.09741248097	OBSERVED
aiin otar	qocthy	1	9	0.1111111111	1	146	0.006849315068	0.104261796	OBSERVED
aiin otar	shody	1	9	0.1111111111	1	146	0.006849315068	0.104261796	OBSERVED
aiin otchdy	okaly	1	1	1	1	24	0.04166666667	0.9583333333	OBSERVED
aiin otchedy	otaiin	1	1	1	1	33	0.0303030303	0.9696969697	OBSERVED
aiin otchey	pcheo	1	1	1	1	33	0.0303030303	0.9696969697	OBSERVED
aiin otedy	qokedy	1	2	0.5	6	149	0.04026845638	0.4597315436	OBSERVED
aiin otedy	qoteey	1	2	0.5	1	149	0.006711409396	0.4932885906	OBSERVED
aiin oteed	chkal	1	1	1	1	8	0.125	0.875	OBSERVED
aiin oteedy	dar	1	2	0.5	1	98	0.01020408163	0.4897959184	OBSERVED
aiin oteedy	ol	1	2	0.5	1	98	0.01020408163	0.4897959184	OBSERVED
aiin oteey	okaiin	1	4	0.25	1	137	0.007299270073	0.2427007299	OBSERVED
aiin oteey	qokaiin	2	4	0.5	2	137	0.01459854015	0.4854014599	OBSERVED
aiin oteey	ykchey	1	4	0.25	1	137	0.007299270073	0.2427007299	OBSERVED
aiin oteo	daiin	1	2	0.5	3	17	0.1764705882	0.3235294118	OBSERVED
aiin oteo	fcheey	1	2	0.5	1	17	0.05882352941	0.4411764706	OBSERVED
aiin oteol	fchedy	1	2	0.5	1	33	0.0303030303	0.4696969697	OBSERVED
aiin oteol	or	1	2	0.5	2	33	0.06060606061	0.4393939394	OBSERVED
aiin oteor	opchdar	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
aiin oteoshar	okeodaly	1	1	1	1	1	1	0	OBSERVED
aiin otey	otair	1	1	1	1	58	0.01724137931	0.9827586207	OBSERVED
aiin otleey	lkaiir	1	1	1	1	1	1	0	OBSERVED
aiin otody	toor	1	1	1	1	20	0.05	0.95	OBSERVED
aiin otokeoar	or	1	1	1	1	1	1	0	OBSERVED
aiin otshedy	okaiin	1	1	1	1	8	0.125	0.875	OBSERVED
aiin oty	lchdy	1	3	0.3333333333	1	90	0.01111111111	0.3222222222	OBSERVED
aiin oty	lol	1	3	0.3333333333	1	90	0.01111111111	0.3222222222	OBSERVED
aiin oty	otair	1	3	0.3333333333	1	90	0.01111111111	0.3222222222	OBSERVED
aiin polaiin	polkeeey	1	1	1	1	8	0.125	0.875	OBSERVED
aiin qchor	sheor	1	1	1	1	1	1	0	OBSERVED
aiin qocheey	daiiin	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
aiin qokaiin	ytodaiin	1	1	1	1	253	0.00395256917	0.9960474308	OBSERVED
aiin qokain	qoteeol	1	1	1	1	269	0.003717472119	0.9962825279	OBSERVED
aiin qokee	149	1	1	1	1	1	1	0	OBSERVED
aiin qokeees	okchedy	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
aiin qokeeey	cheey	1	1	1	1	28	0.03571428571	0.9642857143	OBSERVED
aiin qokeey	chotey	1	2	0.5	1	296	0.003378378378	0.4966216216	OBSERVED
aiin qokeey	kchol	1	2	0.5	1	296	0.003378378378	0.4966216216	OBSERVED
aiin qopcheedy	qotair	1	1	1	1	2	0.5	0.5	OBSERVED
aiin qotaiin	otody	1	1	1	1	72	0.01388888889	0.9861111111	OBSERVED
aiin qotchy	otchor	1	1	1	1	59	0.01694915254	0.9830508475	OBSERVED
aiin qoteey	lkchedy	1	1	1	1	42	0.02380952381	0.9761904762	OBSERVED
aiin s	aiin	1	1	1	60	311	0.192926045	0.807073955	OBSERVED
aiin saiin	yteey	1	1	1	1	117	0.008547008547	0.9914529915	OBSERVED
aiin sha	p	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
aiin shalom	shaly	1	1	1	1	1	1	0	OBSERVED
aiin shear	oteedy	1	1	1	1	24	0.04166666667	0.9583333333	OBSERVED
aiin shed	qoteedy	1	1	1	2	17	0.1176470588	0.8823529412	OBSERVED
aiin shedaiin	chokcom	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
aiin shedy	orol	1	3	0.3333333333	1	412	0.002427184466	0.3309061489	OBSERVED
aiin shedy	oteed	1	3	0.3333333333	1	412	0.002427184466	0.3309061489	OBSERVED
aiin shedy	qokey	1	3	0.3333333333	6	412	0.0145631068	0.3187702265	OBSERVED
aiin shee	aiin	1	2	0.5	1	13	0.07692307692	0.4230769231	OBSERVED
aiin shee	ykar	1	2	0.5	1	13	0.07692307692	0.4230769231	OBSERVED
aiin sheear	otain	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
aiin sheedar	okedy	1	1	1	1	1	1	0	OBSERVED
aiin sheekchy	qokey	1	1	1	1	2	0.5	0.5	OBSERVED
aiin sheeol	lshedy	1	1	1	1	13	0.07692307692	0.9230769231	OBSERVED
aiin sheeor	sar	1	1	1	1	5	0.2	0.8	OBSERVED
aiin sheey	lkaiin	1	3	0.3333333333	1	144	0.006944444444	0.3263888889	OBSERVED
aiin sheey	qockhey	1	3	0.3333333333	1	144	0.006944444444	0.3263888889	OBSERVED
aiin sheey	shey	1	3	0.3333333333	1	144	0.006944444444	0.3263888889	OBSERVED
aiin shekaiin	otain	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
aiin shekeey	qef	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
aiin shekeod	saiin	1	1	1	1	1	1	0	OBSERVED
aiin shekey	okedy	1	1	1	1	5	0.2	0.8	OBSERVED
aiin sheky	qokaiin	1	1	1	1	33	0.0303030303	0.9696969697	OBSERVED
aiin sheor	qotain	1	1	1	1	47	0.02127659574	0.9787234043	OBSERVED
aiin sheos	cheody	1	1	1	1	13	0.07692307692	0.9230769231	OBSERVED
aiin shey	ol	1	3	0.3333333333	4	265	0.01509433962	0.3182389937	OBSERVED
aiin shey	qokain	1	3	0.3333333333	17	265	0.0641509434	0.2691823899	OBSERVED
aiin shey	shee	1	3	0.3333333333	1	265	0.003773584906	0.3295597484	OBSERVED
aiin shodain	shor	1	1	1	1	5	0.2	0.8	OBSERVED
aiin shody	otcham	1	1	1	1	43	0.02325581395	0.976744186	OBSERVED
aiin shoekey	solalald	1	1	1	1	1	1	0	OBSERVED
aiin shol	daiin	1	2	0.5	9	182	0.04945054945	0.4505494505	OBSERVED
aiin shol	shol	1	2	0.5	6	182	0.03296703297	0.467032967	OBSERVED
aiin shtchy	qopchdy	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
aiin shy	chckhy	1	2	0.5	1	88	0.01136363636	0.4886363636	OBSERVED
aiin shy	shey	1	2	0.5	1	88	0.01136363636	0.4886363636	OBSERVED
aiin skal	dain	1	1	1	1	1	1	0	OBSERVED
aiin teeedy	qoeey	1	1	1	1	4	0.25	0.75	OBSERVED
aiin y	daiial	1	3	0.3333333333	1	281	0.003558718861	0.3297746145	OBSERVED
aiin y	daiin	1	3	0.3333333333	9	281	0.03202846975	0.3013048636	OBSERVED
aiin y	yken	1	3	0.3333333333	1	281	0.003558718861	0.3297746145	OBSERVED
aiin ycheedy	qeedar	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
aiin ydal	okochey	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
aiin yefaiin	chcthhy	1	1	1	1	1	1	0	OBSERVED
aiin ykain	okal	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
aiin ykeeedy	shey	1	1	1	1	4	0.25	0.75	OBSERVED
aiin ykeeoly	otaiin	1	1	1	1	1	1	0	OBSERVED
aiin ykeeykeey	ches	1	1	1	1	1	1	0	OBSERVED
aiin yky	odaiin	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
aiin ylkaiin	am	1	1	1	1	1	1	0	OBSERVED
aiin yoleeedy	okeos	1	1	1	1	1	1	0	OBSERVED
aiin yotoam	oteey	1	1	1	1	1	1	0	OBSERVED
aiin ytair	ytaim	1	1	1	1	4	0.25	0.75	OBSERVED
aiin ytaly	otaiin	1	1	1	1	4	0.25	0.75	OBSERVED
aiin yteeey	ar	1	1	1	1	5	0.2	0.8	OBSERVED
aiin yteeody	cheedaiin	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
aiin yteey	qoteey	1	2	0.5	1	31	0.03225806452	0.4677419355	OBSERVED
aiin yteey	qotey	1	2	0.5	1	31	0.03225806452	0.4677419355	OBSERVED
aiin yteody	qokor	1	1	1	1	13	0.07692307692	0.9230769231	OBSERVED
aiinpchod lkaiiin	olfy	1	1	1	1	2	0.5	0.5	OBSERVED
aiios oloro	eeeoly	1	1	1	1	1	1	0	OBSERVED
aiip chepchedy	chetalshy	1	1	1	1	2	0.5	0.5	OBSERVED
aiir al	dar	1	2	0.5	5	233	0.02145922747	0.4785407725	OBSERVED
aiir al	kcheodar	1	2	0.5	1	233	0.004291845494	0.4957081545	OBSERVED
aiir aly	cheodaiin	1	1	1	1	16	0.0625	0.9375	OBSERVED
aiir ar	opchdain	1	1	1	1	379	0.002638522427	0.9973614776	OBSERVED
aiir ches	otesar	1	1	1	1	39	0.02564102564	0.9743589744	OBSERVED
aiir chol	kar	1	1	1	2	392	0.005102040816	0.9948979592	OBSERVED
aiir chor	cheoty	1	1	1	1	205	0.00487804878	0.9951219512	OBSERVED
aiir chty	chopo	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
aiir dl	cheey	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
aiir o	ky	1	1	1	3	207	0.01449275362	0.9855072464	OBSERVED
aiir ody	cheeos	1	1	1	1	34	0.02941176471	0.9705882353	OBSERVED
aiir oeal	okchdy	1	1	1	1	1	1	0	OBSERVED
aiir okair	ykeols	1	1	1	1	20	0.05	0.95	OBSERVED
aiir okaldy	daral	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
aiir okokeedy	karody	1	1	1	1	1	1	0	OBSERVED
aiir ol	cho	1	1	1	1	521	0.001919385797	0.9980806142	OBSERVED
aiir olkeor	dar	1	1	1	1	1	1	0	OBSERVED
aiir opair	kechedy	1	1	1	1	4	0.25	0.75	OBSERVED
aiir otair	or	1	1	1	3	25	0.12	0.88	OBSERVED
aiir sheey	yteech	1	1	1	1	144	0.006944444444	0.9930555556	OBSERVED
aiir sheos	qoiiin	1	1	1	1	13	0.07692307692	0.9230769231	OBSERVED
aiir shoar	pshody	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
aiir ypar	kaiii	1	1	1	1	5	0.2	0.8	OBSERVED
aiirchar shedy	olaiin	1	1	1	2	412	0.004854368932	0.9951456311	OBSERVED
aiirod qokiir	otiir	1	1	1	1	1	1	0	OBSERVED
aiiroekey otchdy	otey	1	1	1	1	24	0.04166666667	0.9583333333	OBSERVED
aiirol qokchedy	daiin	1	1	1	3	38	0.07894736842	0.9210526316	OBSERVED
aiiry sheo	al	1	1	1	2	48	0.04166666667	0.9583333333	OBSERVED
aikhdy otar	ain	1	1	1	2	146	0.01369863014	0.9863013699	OBSERVED
aikhe chedaiin	ockhedy	1	1	1	1	37	0.02702702703	0.972972973	OBSERVED
aikhedy chkaiin	chetchey	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
aikhy chkain	okair	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
aikhy or	lchey	1	1	1	1	375	0.002666666667	0.9973333333	OBSERVED
aikhy shkaiin	chey	1	1	1	1	4	0.25	0.75	OBSERVED
ail cheky	kar	1	1	1	1	59	0.01694915254	0.9830508475	OBSERVED
ail dal	dar	1	1	1	5	193	0.02590673575	0.9740932642	OBSERVED
ail kchey	rokaix	1	1	1	1	22	0.04545454545	0.9545454545	OBSERVED
ail l	okam	1	1	1	1	185	0.005405405405	0.9945945946	OBSERVED
aildy otaiin	ar	1	1	1	1	142	0.007042253521	0.9929577465	OBSERVED
aim cheoteeodal	sho	1	1	1	1	1	1	0	OBSERVED
aim qokaiin	yteal	1	1	1	1	253	0.00395256917	0.9960474308	OBSERVED
ain aiiin	qokaiin	1	1	1	3	44	0.06818181818	0.9318181818	OBSERVED
ain aiin	al	1	1	1	9	469	0.01918976546	0.9808102345	OBSERVED
ain ain	aly	1	1	1	1	104	0.009615384615	0.9903846154	OBSERVED
ain air	kaiin	1	1	1	1	80	0.0125	0.9875	OBSERVED
ain al	chear	1	4	0.25	2	233	0.008583690987	0.241416309	OBSERVED
ain al	lkeedy	1	4	0.25	1	233	0.004291845494	0.2457081545	OBSERVED
ain al	om	1	4	0.25	2	233	0.008583690987	0.241416309	OBSERVED
ain al	qoeeey	1	4	0.25	1	233	0.004291845494	0.2457081545	OBSERVED
ain aly	salo	1	1	1	1	16	0.0625	0.9375	OBSERVED
ain am	otoly	1	1	1	1	24	0.04166666667	0.9583333333	OBSERVED
ain ar	ain	1	5	0.2	7	379	0.01846965699	0.181530343	OBSERVED
ain ar	alam	1	5	0.2	1	379	0.002638522427	0.1973614776	OBSERVED
ain ar	als	1	5	0.2	2	379	0.005277044855	0.1947229551	OBSERVED
ain ar	amy	1	5	0.2	1	379	0.002638522427	0.1973614776	OBSERVED
ain ar	ol	1	5	0.2	9	379	0.02374670185	0.1762532982	OBSERVED
ain arol	oeeedy	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
ain ch	kchdy	1	1	1	1	25	0.04	0.96	OBSERVED
ain chady	otokcho	1	1	1	1	2	0.5	0.5	OBSERVED
ain chckheed	lchedy	1	1	1	1	1	1	0	OBSERVED
ain chcphedy	ain	1	1	1	1	4	0.25	0.75	OBSERVED
ain chedy	qokain	1	1	1	18	472	0.03813559322	0.9618644068	OBSERVED
ain cheeos	aiiiro	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
ain cheey	lkeey	1	1	1	2	178	0.01123595506	0.9887640449	OBSERVED
ain chefal	daiin	1	1	1	1	1	1	0	OBSERVED
ain chekal	daiin	1	1	1	1	10	0.1	0.9	OBSERVED
ain cheodain	chcthy	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
ain cheol	ol	1	1	1	3	166	0.01807228916	0.9819277108	OBSERVED
ain cheor	ydam	1	1	1	1	88	0.01136363636	0.9886363636	OBSERVED
ain chey	lchs	1	3	0.3333333333	1	333	0.003003003003	0.3303303303	OBSERVED
ain chey	qokaiin	1	3	0.3333333333	6	333	0.01801801802	0.3153153153	OBSERVED
ain chey	qolkain	1	3	0.3333333333	1	333	0.003003003003	0.3303303303	OBSERVED
ain chl	l	1	2	0.5	5	29	0.1724137931	0.3275862069	OBSERVED
ain chl	s	1	2	0.5	4	29	0.1379310345	0.3620689655	OBSERVED
ain chofo	chephdy	1	1	1	1	1	1	0	OBSERVED
ain chol	ol	1	1	1	9	392	0.02295918367	0.9770408163	OBSERVED
ain ckheey	okeeey	1	1	1	1	9	0.1111111111	0.8888888889	OBSERVED
ain dain	ckhyds	1	1	1	1	187	0.005347593583	0.9946524064	OBSERVED
ain desy	doeedey	1	1	1	1	1	1	0	OBSERVED
ain keeey	teed	1	1	1	1	10	0.1	0.9	OBSERVED
ain l	ol	1	1	1	3	185	0.01621621622	0.9837837838	OBSERVED
ain o	chedy	1	2	0.5	1	207	0.004830917874	0.4951690821	OBSERVED
ain o	kan	1	2	0.5	1	207	0.004830917874	0.4951690821	OBSERVED
ain odar	sheey	1	1	1	2	21	0.09523809524	0.9047619048	OBSERVED
ain ok	chedy	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
ain okaiin	dain	1	2	0.5	1	198	0.005050505051	0.4949494949	OBSERVED
ain okaiin	okam	1	2	0.5	1	198	0.005050505051	0.4949494949	OBSERVED
ain okan	olshey	1	2	0.5	1	4	0.25	0.25	OBSERVED
ain okan	sheain	1	2	0.5	1	4	0.25	0.25	OBSERVED
ain okeey	okeey	1	2	0.5	5	177	0.02824858757	0.4717514124	OBSERVED
ain okeey	ram	1	2	0.5	1	177	0.005649717514	0.4943502825	OBSERVED
ain ol	cheey	1	6	0.1666666667	11	521	0.02111324376	0.1455534229	OBSERVED
ain ol	daiin	1	6	0.1666666667	9	521	0.01727447217	0.1493921945	OBSERVED
ain ol	keodar	1	6	0.1666666667	1	521	0.001919385797	0.1647472809	OBSERVED
ain ol	olsheedy	1	6	0.1666666667	1	521	0.001919385797	0.1647472809	OBSERVED
ain ol	raiin	1	6	0.1666666667	3	521	0.00575815739	0.1609085093	OBSERVED
ain ol	shodain	1	6	0.1666666667	1	521	0.001919385797	0.1647472809	OBSERVED
ain olaiin	otaiin	1	1	1	1	49	0.02040816327	0.9795918367	OBSERVED
ain olcheees	ol	1	1	1	1	1	1	0	OBSERVED
ain olchey	qokal	1	1	1	1	23	0.04347826087	0.9565217391	OBSERVED
ain olkeear	okeody	1	1	1	1	2	0.5	0.5	OBSERVED
ain olkeeed	qokedy	1	1	1	1	1	1	0	OBSERVED
ain olkeey	dainchey	1	2	0.5	1	38	0.02631578947	0.4736842105	OBSERVED
ain olkeey	lkar	1	2	0.5	1	38	0.02631578947	0.4736842105	OBSERVED
ain oloeeey	qokain	1	1	1	1	1	1	0	OBSERVED
ain olr	ar	1	1	1	1	4	0.25	0.75	OBSERVED
ain or	llory	1	2	0.5	1	375	0.002666666667	0.4973333333	OBSERVED
ain or	oteed	1	2	0.5	1	375	0.002666666667	0.4973333333	OBSERVED
ain orkchdy	daiin	1	1	1	1	1	1	0	OBSERVED
ain otal	ok	1	1	1	1	123	0.008130081301	0.9918699187	OBSERVED
ain otar	oly	1	1	1	1	146	0.006849315068	0.9931506849	OBSERVED
ain otchy	lkain	1	1	1	1	43	0.02325581395	0.976744186	OBSERVED
ain otedy	opain	1	1	1	1	149	0.006711409396	0.9932885906	OBSERVED
ain qo	chedy	1	1	1	2	53	0.03773584906	0.9622641509	OBSERVED
ain qokoekeeey	yk	1	1	1	1	1	1	0	OBSERVED
ain qol	rar	1	1	1	2	133	0.01503759398	0.984962406	OBSERVED
ain qool	al	1	1	1	1	4	0.25	0.75	OBSERVED
ain qotar	ycheey	1	1	1	1	58	0.01724137931	0.9827586207	OBSERVED
ain r	ain	1	1	1	13	161	0.08074534161	0.9192546584	OBSERVED
ain sheain	okain	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
ain sheals	qokeey	1	1	1	1	1	1	0	OBSERVED
ain shedy	olaiin	1	2	0.5	2	412	0.004854368932	0.4951456311	OBSERVED
