operation	from_symbol	to_symbol	position_zero_based	support_edges	examples	interpretation_limit
SUBSTITUTION	e	t	2	63	aleedy→altedy|cheaiin→chtaiin|cheain→chtain|cheal→chtal|chealdy→chtaldy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	s	0	63	p→s|paiin→saiin|paiir→saiir|pair→sair|pairody→sairody	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	s	y	4	63	alals→alaly|alols→aloly|chals→chaly|chchs→chchy|cheds→chedy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	q	0	62	l→q|laiin→qaiin|lar→qar|lchar→qchar|lcho→qcho	observed edit-distance-1 relation; not a morphological claim
DELETION	e		6	61	checkhed→checkhd|checkhedy→checkhdy|checkhy→checkhey|checthedy→checthdy|checthy→checthey	observed edit-distance-1 relation; not a morphological claim
DELETION	r		2	61	air→ai|aiy→airy|chr→ch|chy→chry|dar→da	observed edit-distance-1 relation; not a morphological claim
INSERTION		e	6	61	checkhd→checkhed|checkhdy→checkhedy|checkhey→checkhy|checthdy→checthedy|checthey→checthy	observed edit-distance-1 relation; not a morphological claim
INSERTION		r	2	61	ai→air|airy→aiy|ch→chr|chry→chy|da→dar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	y	0	61	p→y|paiin→yaiin|paiir→yaiir|pair→yair|par→yar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	y	0	60	k→y|kaiin→yaiin|kaiir→yaiir|kair→yair|kaly→yaly	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	o	3	59	ched→cheo|chedaiin→cheoaiin|chedal→cheoal|chedar→cheoar|chedkain→cheokain	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	s	4	59	alold→alols|chald→chals|chead→cheas|cheed→chees|cheedy→cheesy	observed edit-distance-1 relation; not a morphological claim
DELETION	a		3	58	alda→ald|alol→aloal|chda→chd|chea→che|ched→chead	observed edit-distance-1 relation; not a morphological claim
DELETION	i		5	58	arodam→arodaim|charain→charaiin|charan→charain|chedaiin→chedaiiin|chedain→chedaiin	observed edit-distance-1 relation; not a morphological claim
INSERTION		a	3	58	ald→alda|aloal→alol|chd→chda|che→chea|chead→ched	observed edit-distance-1 relation; not a morphological claim
INSERTION		i	5	58	arodaim→arodam|charaiin→charain|charain→charan|chedaiiin→chedaiin|chedaiin→chedain	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	p	1	58	alchedy→apchedy|alo→apo|dlchy→dpchy|dly→dpy|llchey→lpchey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	r	0	58	l→r|lag→rag|laiiin→raiiin|laiin→raiin|lain→rain	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	t	2	57	chdaiin→chtaiin|chdain→chtain|chdair→chtair|chdal→chtal|chdaldy→chtaldy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	p	1	57	cfhaiin→cphaiin|cfhar→cphar|cfheey→cpheey|cfheo→cpheo|cfheody→cpheody	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	s	y	0	57	s→y|saiin→yaiin|saiir→yaiir|sair→yair|saly→yaly	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	l	3	56	aiidy→aiily|alod→alol|alody→aloly|arod→arol|arody→aroly	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	r	0	56	k→r|kag→rag|kaiiin→raiiin|kaiin→raiin|kaiir→raiir	observed edit-distance-1 relation; not a morphological claim
DELETION	a		4	55	chariin→charaiin|chcthy→chctahy|cheda→ched|chedl→chedal|cheds→chedas	observed edit-distance-1 relation; not a morphological claim
DELETION	e		0	55	eais→ais|ear→ar|echedy→chedy|eckhear→ckhear|ed→d	observed edit-distance-1 relation; not a morphological claim
DELETION	s		2	55	ais→ai|als→al|alsar→alar|aly→alsy|chs→ch	observed edit-distance-1 relation; not a morphological claim
INSERTION		a	4	55	charaiin→chariin|chctahy→chcthy|ched→cheda|chedal→chedl|chedas→cheds	observed edit-distance-1 relation; not a morphological claim
INSERTION		e	0	55	ais→eais|ar→ear|chedy→echedy|ckhear→eckhear|d→ed	observed edit-distance-1 relation; not a morphological claim
INSERTION		s	2	55	ai→ais|al→als|alar→alsar|alsy→aly|ch→chs	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	q	0	55	k→q|ka→qa|kaiin→qaiin|kar→qar|kchar→qchar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	m	4	55	airal→airam|alkal→alkam|chdal→chdam|cheal→cheam|chealy→cheamy	observed edit-distance-1 relation; not a morphological claim
DELETION	y		1	54	ay→a|dy→d|dyaiin→daiin|dyair→dair|dychedy→dchedy	observed edit-distance-1 relation; not a morphological claim
INSERTION		y	1	54	a→ay|d→dy|daiin→dyaiin|dair→dyair|dchedy→dychedy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	y	4	54	aiird→aiiry|airod→airoy|alchd→alchy|alold→aloly|chald→chaly	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	s	y	5	54	chckhs→chckhy|cheees→cheeey|cheeos→cheeoy|cheols→cheoly|chochs→chochy	observed edit-distance-1 relation; not a morphological claim
DELETION	y		7	53	chckhaly→chckhal|chcthedy→chcthed|chcthody→chcthod|chcthory→chcthor|checkhdy→checkhd	observed edit-distance-1 relation; not a morphological claim
INSERTION		y	7	53	chckhal→chckhaly|chcthed→chcthedy|chcthod→chcthody|chcthor→chcthory|checkhd→checkhdy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	y	2	53	alo→aly|alos→alys|aro→ary|aroly→aryly|cho→chy	observed edit-distance-1 relation; not a morphological claim
DELETION	c		1	52	dc→d|dcar→dar|dky→dcky|fc→f|hc→h	observed edit-distance-1 relation; not a morphological claim
INSERTION		c	1	52	d→dc|dar→dcar|dcky→dky|f→fc|h→hc	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	l	2	52	chd→chl|chdal→chlal|chdam→chlam|chdar→chlar|chdol→chlol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	p	2	51	aikhy→aiphy|alkchdy→alpchdy|chk→chp|chkaiin→chpaiin|chkal→chpal	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	q	0	51	o→q|oaiin→qaiin|oar→qar|ochar→qchar|ocho→qcho	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	y	5	51	archeo→archey|chckho→chckhy|chctho→chcthy|cheeeo→cheeey|chekeos→chekeys	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	o	5	50	chcfhal→chcfhol|chckhal→chckhol|chckham→chckhom|chcthal→chcthol|chcthar→chcthor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	t	3	50	ched→chet|cheda→cheta|chedaiin→chetaiin|chedain→chetain|chedal→chetal	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	k	1	50	deaiin→dkaiin|deedar→dkedar|deedy→dkedy|deeey→dkeey|deol→dkol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	m	5	50	araral→araram|chedal→chedam|chekal→chekam|chetal→chetam|chodal→chodam	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	t	2	50	aiphy→aithy|chpaiin→chtaiin|chpal→chtal|chpaly→chtaly|chpar→chtar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	r	t	1	50	araiin→ataiin|aram→atam|arar→atar|ary→aty|lr→lt	observed edit-distance-1 relation; not a morphological claim
DELETION	p		2	49	alpchdy→alchdy|chp→ch|chpady→chady|chpaiin→chaiin|chpal→chal	observed edit-distance-1 relation; not a morphological claim
INSERTION		p	2	49	alchdy→alpchdy|ch→chp|chady→chpady|chaiin→chpaiin|chal→chpal	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	r	1	49	akaiin→araiin|akain→arain|akal→aral|akar→arar|akcheey→archeey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	r	5	49	alodam→alodar|arodam→arodar|chedam→chedar|chekam→chekar|chetam→chetar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	r	t	0	49	r→t|raiiin→taiiin|raiin→taiin|rain→tain|rair→tair	observed edit-distance-1 relation; not a morphological claim
DELETION	c		0	48	h→ch|ha→cha|haiin→chaiin|hain→chain|har→char	observed edit-distance-1 relation; not a morphological claim
INSERTION		c	0	48	ch→h|cha→ha|chaiin→haiin|chain→hain|char→har	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	k	4	48	alchdy→alchky|chaldy→chalky|chchdy→chchky|cheedaiin→cheekaiin|cheedain→cheekain	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	s	3	48	alod→alos|alodam→alosam|arod→aros|chad→chas|ched→ches	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	l	2	48	chk→chl|chkal→chlal|chkam→chlam|chkar→chlar|chkol→chlol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	t	4	48	chalkar→chaltar|chchky→chchty|checkhdy→checthdy|checkhedy→checthedy|checkhey→checthey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	p	0	48	o→p|oaiin→paiin|oaiir→paiir|oair→pair|oairar→pairar	observed edit-distance-1 relation; not a morphological claim
DELETION	r		1	47	ar→a|archeody→acheody|arg→ag|ariin→aiin|arl→al	observed edit-distance-1 relation; not a morphological claim
INSERTION		r	1	47	a→ar|acheody→archeody|ag→arg|aiin→ariin|al→arl	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	r	3	46	aiidy→aiiry|alod→alor|alody→alory|arod→aror|chad→char	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	q	0	46	p→q|paiin→qaiin|par→qar|pchar→qchar|pcho→qcho	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	r	s	4	46	chalr→chals|chear→cheas|cheor→cheos|cheoraiin→cheosaiin|cheory→cheosy	observed edit-distance-1 relation; not a morphological claim
DELETION	h		2	44	ckh→ck|ckhaiin→ckaiin|ckhal→ckal|ckheo→ckeo|ckhey→ckey	observed edit-distance-1 relation; not a morphological claim
DELETION	i		6	44	chcthain→chcthaiin|cheedain→cheedaiin|cheekain→cheekaiin|cheodaiin→cheodaiiin|cheodain→cheodaiin	observed edit-distance-1 relation; not a morphological claim
INSERTION		h	2	44	ck→ckh|ckaiin→ckhaiin|ckal→ckhal|ckeo→ckheo|ckey→ckhey	observed edit-distance-1 relation; not a morphological claim
INSERTION		i	6	44	chcthaiin→chcthain|cheedaiin→cheedain|cheekaiin→cheekain|cheodaiiin→cheodaiin|cheodaiin→cheodain	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	f	0	44	d→f|daiir→faiir|daiis→faiis|dairal→fairal|dar→far	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	o	4	44	cheed→cheeo|cheedy→cheeoy|chold→cholo|chshd→chsho|daindl→dainol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	r	s	3	44	alor→alos|aror→aros|char→chas|cher→ches|chery→chesy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	r	y	0	44	r→y|raiin→yaiin|raiir→yaiir|rair→yair|raly→yaly	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	e	6	43	chckhedy→chckheey|checkhdy→checkhey|checthdy→checthey|chekchdy→chekchey|cheokedy→cheokeey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	l	1	43	adair→alair|adal→alal|adam→alam|adar→alar|adchey→alchey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	o	0	43	e→o|ear→oar|echedy→ochedy|ed→od|edy→ody	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	r	0	43	p→r|paiin→raiin|paiir→raiir|pair→rair|pal→ral	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	q	y	0	43	q→y|qaiin→yaiin|qar→yar|qchar→ychar|qcho→ycho	observed edit-distance-1 relation; not a morphological claim
DELETION	i		1	42	ai→a|aig→ag|aiil→aiiil|aiin→aiiin|ail→aiil	observed edit-distance-1 relation; not a morphological claim
INSERTION		i	1	42	a→ai|ag→aig|aiiil→aiil|aiiin→aiin|aiil→ail	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	r	2	42	chd→chr|chdy→chry|dadaiin→daraiin|dadam→daram|dady→dary	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	r	4	42	chald→chalr|chead→chear|cheod→cheor|cheodaiin→cheoraiin|cheody→cheory	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	o	1	42	ck→co|cky→coy|dkaiin→doaiin|dkair→doair|dkeey→doeey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	o	1	41	ch→co|chain→coain|chy→coy|khey→koey|sh→so	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	p	3	41	chakchy→chapchy|chckham→chcpham|chckhdy→chcphdy|chckhedy→chcphedy|chckhey→chcphey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	s	3	41	alol→alos|arol→aros|chal→chas|chol→chos|cholaiin→chosaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	s	5	41	cfheol→cfheos|chedal→chedas|chedol→chedos|cheeol→cheeos|chepol→chepos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	o	2	40	ald→alo|aldl→alol|aldy→aloy|chd→cho|chdaiin→choaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	y	5	40	alched→alchey|chckhd→chckhy|chcthd→chcthy|cheeod→cheeoy|cheked→chekey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	y	2	40	ase→asy|che→chy|ched→chyd|chedaiin→chydaiin|chedy→chydy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	s	4	40	cheal→cheas|chedl→cheds|cheol→cheos|cheoldy→cheosdy|cheoly→cheosy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	r	s	5	40	chedar→chedas|chedor→chedos|cheeor→cheeos|chetar→chetas|chteor→chteos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	t	1	39	ee→et|eeedy→etedy|eey→ety|le→lt|oeail→otail	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	r	4	39	akain→akair|alain→alair|alkan→alkar|chain→chair|chean→chear	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	r	0	39	o→r|oaiin→raiin|oaiir→raiir|oain→rain|oair→rair	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	t	3	39	chcpham→chctham|chcphar→chcthar|chcphdy→chcthdy|chcphedy→chcthedy|chcphey→chcthey	observed edit-distance-1 relation; not a morphological claim
DELETION	s		1	38	as→a|asiin→aiin|ay→asy|cs→c|ds→d	observed edit-distance-1 relation; not a morphological claim
INSERTION		s	1	38	a→as|aiin→asiin|asy→ay|c→cs|d→ds	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	s	5	38	aiinod→aiinos|chckhd→chckhs|cheeod→cheeos|ckholdy→ckholsy|ctheod→ctheos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	y	3	38	chee→chey|cheekaiin→cheykaiin|cheekain→cheykain|cheekar→cheykar|cheeky→cheyky	observed edit-distance-1 relation; not a morphological claim
DELETION	l		6	37	chckhol→chckho|chcthol→chctho|chekeal→chekea|cheodal→cheoda|chokeol→chokeo	observed edit-distance-1 relation; not a morphological claim
INSERTION		l	6	37	chckho→chckhol|chctho→chcthol|chekea→chekeal|cheoda→cheodal|chokeo→chokeol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	s	2	37	ald→als|aldar→alsar|aldy→alsy|chd→chs|chdaly→chsaly	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	o	5	37	chckhedy→chckhody|chcthed→chcthod|chcthedy→chcthody|chekeedy→chekeody|chokeed→chokeod	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	r	5	37	alkain→alkair|chdain→chdair|chedan→chedar|chetan→chetar|chokan→chokar	observed edit-distance-1 relation; not a morphological claim
DELETION	t		4	36	aiicthy→aiichy|chchy→chchty|checthey→chechey|checthy→chechy|cheet→chee	observed edit-distance-1 relation; not a morphological claim
INSERTION		t	4	36	aiichy→aiicthy|chchty→chchy|chechey→checthey|chechy→checthy|chee→cheet	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	t	2	36	chlal→chtal|chlam→chtam|chlar→chtar|chlol→chtol|chlor→chtor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	y	1	36	do→dy|doaiin→dyaiin|doair→dyair|dockhy→dyckhy|dody→dydy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	l	0	35	a→l|acheody→lcheody|adam→ldam|adar→ldar|adchey→ldchey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	l	5	35	aiirod→aiirol|chedady→chedaly|cheeod→cheeol|chekad→chekal|cholody→chololy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	l	2	35	che→chl|cheal→chlal|cheam→chlam|chear→chlar|chedaiin→chldaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	k	0	35	f→k|faiir→kaiir|far→kar|farar→karar|fary→kary	observed edit-distance-1 relation; not a morphological claim
