physical_line	token_count	glyph_count	first_token	last_token	first_glyph	last_glyph	repeated_token_occurrences	repeated_family_occurrences	token_length_progression	token_family_progression	folio_locus_type_section
1312	9	39	oty	dl	o	l	0	8	3|4|6|4|6|6|4|4|2	1|1|1|1|1|1|1|1|1	f52r|f52r.2|P|H
1313	7	39	tchotshey	ytoldy	t	y	0	6	9|4|6|6|5|3|6	1|1|1|1|1|1|1	f52r|f52r.3|P|H
1314	9	38	l	ychcthod	l	d	1	8	1|7|4|6|3|3|3|3|8	1|1|1|1|1|1|1|1|1	f52r|f52r.4|P|H
1315	8	38	oky	ytchdam	o	m	0	7	3|4|6|6|4|3|5|7	1|1|1|1|1|1|1|1	f52r|f52r.5|P|H
1316	8	42	daiin	do	d	o	0	7	5|8|5|2|6|8|6|2	1|1|1|1|1|1|1|1	f52r|f52r.6|P|H
1317	10	44	qokch	am	q	m	0	9	5|1|7|4|7|5|4|5|4|2	1|1|1|1|1|1|1|1|1|1	f52r|f52r.7|P|H
1318	9	33	or	daiin	o	n	1	8	2|5|3|4|3|1|5|5|5	1|1|1|1|1|1|1|1|1	f52r|f52r.8|P|H
1319	7	42	pchor	chocphar	p	r	0	6	5|7|8|7|4|3|8	1|1|1|1|1|1|1	f52v|f52v.1|P|H
1320	10	38	ytchey	dam	y	m	0	9	6|4|4|5|3|3|3|4|3|3	1|1|1|1|1|1|1|1|1|1	f52v|f52v.2|P|H
1321	8	36	oor	otam	o	m	0	7	3|4|7|2|7|4|5|4	1|1|1|1|1|1|1|1	f52v|f52v.3|P|H
1322	7	40	tchor	sody	t	y	0	6	5|6|6|6|5|8|4	1|1|1|1|1|1|1	f52v|f52v.4|P|H
1323	6	29	yteey	sarg	y	g	0	5	5|5|5|8|2|4	1|1|1|1|1|1	f52v|f52v.5|P|H
1324	4	23	qotodaiin	kcholy	q	y	0	3	9|5|3|6	1|1|1|1	f52v|f52v.6|P|H
1325	4	23	pcheol	aiin	p	n	0	3	6|8|5|4	1|1|1|1	f52v|f52v.7|P|H
1326	5	20	kodaiin	ol	k	l	0	4	7|4|6|1|2	1|1|1|1|1	f52v|f52v.8|P|H
1327	5	26	daiin	daiin	d	n	1	4	5|6|4|6|5	1|1|1|1|1	f52v|f52v.9|P|H
1328	6	24	yokeey	aiin	y	n	0	5	6|6|4|3|1|4	1|1|1|1|1|1	f52v|f52v.10|P|H
1329	5	24	daiin	sal	d	l	0	4	5|4|7|5|3	1|1|1|1|1	f52v|f52v.11|P|H
1330	4	22	qoekar	ckhy	q	y	0	3	6|5|7|4	1|1|1|1	f52v|f52v.12|P|H
1331	4	23	ykor	daiig	y	g	0	3	4|7|7|5	1|1|1|1	f52v|f52v.13|P|H
1332	3	17	odar	ckheey	o	y	0	2	4|7|6	1|1|1	f52v|f52v.14|P|H
1333	3	17	kodam	oty	k	y	0	2	5|9|3	1|1|1	f53r|f53r.1|P|H
1334	6	17	dol	oty	d	y	0	5	3|4|1|3|3|3	1|1|1|1|1|1	f53r|f53r.2|P|H
1335	4	14	sho	ody	s	y	0	3	3|2|6|3	1|1|1|1	f53r|f53r.3|P|H
1336	4	23	ytchodaiin	otod	y	d	0	3	10|3|6|4	1|1|1|1	f53r|f53r.4|P|H
1337	9	42	oksh	oty	o	y	0	8	4|4|4|7|5|7|5|3|3	1|1|1|1|1|1|1|1|1	f53r|f53r.5|P|H
1338	9	44	ykeodar	dal	y	l	0	8	7|5|4|4|5|5|6|5|3	1|1|1|1|1|1|1|1|1	f53r|f53r.6|P|H
1339	9	41	sodar	qokchy	s	y	0	8	5|4|3|4|4|4|4|7|6	1|1|1|1|1|1|1|1|1	f53r|f53r.7|P|H
1340	10	40	qotchol	toyd	q	d	0	9	7|3|4|5|6|3|6|1|1|4	1|1|1|1|1|1|1|1|1|1	f53r|f53r.8|P|H
1341	7	29	otol	qoty	o	y	0	6	4|4|7|2|4|4|4	1|1|1|1|1|1|1	f53r|f53r.9|P|H
1342	7	38	tshor	qopchy	t	y	0	6	5|4|7|4|7|5|6	1|1|1|1|1|1|1	f53v|f53v.1|P|H
1343	8	36	okeey	do	o	o	0	7	5|5|7|4|4|4|5|2	1|1|1|1|1|1|1|1	f53v|f53v.2|P|H
1344	7	32	ydaiin	oty	y	y	0	6	6|5|4|6|5|3|3	1|1|1|1|1|1|1	f53v|f53v.3|P|H
1345	7	34	qokol	d	q	d	0	6	5|6|7|6|5|4|1	1|1|1|1|1|1|1	f53v|f53v.4|P|H
1346	6	33	ysheey	ydy	y	y	0	5	6|5|7|5|7|3	1|1|1|1|1|1	f53v|f53v.5|P|H
1347	5	31	ochoiky	choldam	o	m	0	3	7|5|4|8|7	490|1|1|1|1	f53v|f53v.6|P|H
1348	6	35	todaiin	odaiin	t	n	0	5	7|8|5|4|5|6	1|1|1|1|1|1	f53v|f53v.7|P|H
1349	6	36	sheey	opod	s	d	0	5	5|6|7|6|8|4	1|1|1|1|1|1	f53v|f53v.8|P|H
1350	6	37	octheody	shodaiin	o	n	0	5	8|5|5|6|5|8	1|1|1|1|1|1	f53v|f53v.9|P|H
1351	3	21	ychocthy	shodaiin	y	n	0	2	8|5|8	1|1|1	f53v|f53v.10|P|H
1352	5	24	otsho	chkodal	o	l	0	4	5|2|5|5|7	1|1|1|1|1	f53v|f53v.11|P|H
1353	5	21	ycheey	ydam	y	m	0	4	6|4|3|4|4	1|1|1|1|1	f53v|f53v.12|P|H
1354	2	16	yckhodaiin	otoldy	y	y	0	0	10|6	1112|1	f53v|f53v.13|P|H
1355	6	41	podaiin	chocphy	p	y	0	5	7|6|7|7|7|7	1|1|1|1|1|1	f54r|f54r.1|P|H
1356	6	40	ytodaiin	sar	y	r	1	4	8|6|6|9|8|3	1|1|1|846|1|1	f54r|f54r.2|P|H
1357	10	37	daiir	dam	d	m	0	9	5|6|4|7|2|1|2|1|6|3	1|1|1|1|1|1|1|1|1|1	f54r|f54r.3|P|H
1358	8	36	tor	ctheotol	t	l	0	7	3|6|7|3|4|1|4|8	1|1|1|1|1|1|1|1	f54r|f54r.4|P|H
1359	4	19	sar	chokey	s	y	0	3	3|2|8|6	1|1|1|1	f54r|f54r.5|P|H
1360	9	43	korare	dam	k	m	0	8	6|5|6|4|4|6|3|6|3	1|1|1|1|1|1|1|1|1	f54r|f54r.6|P|H
1361	12	44	dor	dam	d	m	1	11	3|1|5|7|3|2|5|5|3|4|3|3	1|1|1|1|1|1|1|1|1|1|1|1	f54r|f54r.7|P|H
1362	9	40	toshey	etchal	t	l	0	8	6|4|4|3|7|1|4|5|6	1|1|1|1|1|1|1|1|1	f54r|f54r.8|P|H
1363	12	40	oaiin	daiin	o	n	1	11	5|2|2|3|5|4|5|1|1|3|4|5	1|1|1|1|1|1|1|1|1|1|1|1	f54r|f54r.9|P|H
1364	12	43	tor	koldy	t	y	2	11	3|2|3|2|4|4|5|4|3|6|2|5	1|1|1|1|1|1|1|1|1|1|1|1	f54r|f54r.10|P|H
1365	13	43	daiin	dom	d	m	1	11	5|4|2|2|5|4|3|3|3|2|3|4|3	1|1|1|1|1|1|1|2|1|1|1|1|1	f54r|f54r.11|P|H
1366	10	32	yor	ldam	y	m	1	9	3|6|1|4|2|3|5|3|1|4	1|1|1|1|1|1|1|1|1|1	f54r|f54r.12|P|H
1367	9	44	pcheodar	al	p	l	0	7	8|5|6|5|3|6|8|1|2	1|1|1|1|1|1|247|1|1	f54v|f54v.1|P|H
1368	8	43	dcheain	ypchal	d	l	0	6	7|7|1|2|5|7|8|6	1|1|1|1|1|1|257|1	f54v|f54v.2|P|H
1369	8	34	yair	am	y	m	0	7	4|4|3|4|5|7|5|2	1|1|1|1|1|1|1|1	f54v|f54v.3|P|H
1370	8	33	dar	dy	d	y	1	7	3|4|5|4|6|5|4|2	1|1|1|1|1|1|1|1	f54v|f54v.4|P|H
1371	7	29	odaiin	am	o	m	0	6	6|6|6|5|3|1|2	1|1|1|1|1|1|1	f54v|f54v.5|P|H
1372	5	28	tol	keeody	t	y	0	4	3|5|7|7|6	1|1|1|1|1	f54v|f54v.6|P|H
1373	6	30	daiin	qotchy	d	y	0	5	5|6|8|1|4|6	1|1|1|1|1|1	f54v|f54v.7|P|H
1374	7	28	daiino	om	d	m	0	6	6|1|3|7|5|4|2	1|1|1|1|1|1|1	f54v|f54v.8|P|H
1375	6	28	ydaiin	dy	y	y	0	5	6|7|5|4|4|2	1|1|1|1|1|1	f54v|f54v.9|P|H
1376	6	29	kol	qocthy	k	y	0	5	3|6|6|5|3|6	1|1|1|1|1|1	f54v|f54v.10|P|H
1377	3	16	oaiin	qokam	o	m	0	2	5|6|5	1|1|1	f54v|f54v.11|P|H
1378	4	13	tol	s	t	s	0	3	3|4|5|1	1|1|1|1	f54v|f54v.12|P|H
1379	4	15	y	yckhey	y	y	0	3	1|4|4|6	1|1|1|1	f54v|f54v.13|P|H
1380	4	16	tar	aldam	t	m	0	3	3|5|3|5	1|1|1|1	f54v|f54v.14|P|H
1381	5	22	or	chodoldy	o	y	0	4	2|5|4|3|8	1|1|1|1|1	f54v|f54v.15|P|H
1382	3	16	daiin	oldaiin	d	n	0	2	5|4|7	1|1|1	f54v|f54v.16|P|H
1383	9	47	podaiin	arod	p	d	0	8	7|7|6|4|2|8|7|2|4	1|1|1|1|1|1|1|1|1	f55r|f55r.1|P|H
1384	12	41	okair	al	o	l	0	11	5|2|4|5|5|1|5|4|2|4|2|2	1|1|1|1|1|1|1|1|1|1|1|1	f55r|f55r.2|P|H
1385	11	48	ykaiir	aiin	y	n	1	10	6|4|4|4|4|4|5|6|6|1|4	1|1|1|1|1|1|1|1|1|1|1	f55r|f55r.3|P|H
1386	10	46	daiin	chdolaiin	d	n	0	9	5|2|4|4|2|5|5|4|6|9	1|1|1|1|1|1|1|1|1|1	f55r|f55r.4|P|H
1387	10	46	y	olkam	y	m	0	8	1|2|4|4|4|5|8|7|6|5	1|1|1|1|1|1|791|1|1|1	f55r|f55r.5|P|H
1388	9	30	tcho	chdy	t	y	0	7	4|5|3|2|3|1|4|4|4	1|1|1|1|2|1|1|1|1	f55r|f55r.6|P|H
1389	8	48	tchedar	olkardam	t	m	0	6	7|5|4|5|5|7|7|8	1|1|1|1|1|1|1|611	f55r|f55r.7|P|H
1390	8	45	dchykey	qokeeody	d	y	0	6	7|4|4|3|4|8|7|8	1|1|1|1|1|1101|1|1	f55r|f55r.8|P|H
1391	11	44	dain	kag	d	g	1	10	4|5|3|6|3|4|6|3|5|2|3	1|1|1|1|1|1|1|1|1|1|1	f55r|f55r.9|P|H
1392	12	42	dair	ol	d	l	1	10	4|4|5|2|2|3|1|2|6|5|6|2	1|1|1|1|1|2|1|1|1|1|1|1	f55r|f55r.10|P|H
1393	10	44	lohor	otaldiin	l	n	0	9	5|4|5|2|5|4|3|4|4|8	1|1|1|1|1|1|1|1|1|1	f55r|f55r.11|P|H
1394	10	45	oain	r	o	r	0	9	4|4|2|5|5|6|6|7|5|1	1|1|1|1|1|1|1|1|1|1	f55r|f55r.12|P|H
1395	7	31	lchdal	ain	l	n	0	6	6|5|5|4|4|4|3	1|1|1|1|1|1|1	f55r|f55r.13|P|H
1396	5	36	kcheedchdy	dodyd	k	d	0	3	10|6|6|9|5	414|1|1|1|1	f55v|f55v.1|P|H
1397	6	35	oeeed	ykeesan	o	n	0	5	5|5|6|6|6|7	1|1|1|1|1|1	f55v|f55v.2|P|H
1398	11	37	qokeeey	am	q	m	0	10	7|2|3|4|2|5|3|4|2|3|2	1|1|1|1|1|1|1|1|1|1|1	f55v|f55v.3|P|H
1399	8	41	okar	ody	o	y	0	6	4|7|6|7|2|6|6|3	1|1|1|433|1|1|1|1	f55v|f55v.4|P|H
1400	8	40	qokaiin	talam	q	m	0	7	7|6|5|4|3|5|5|5	1|1|1|1|1|1|1|1	f55v|f55v.5|P|H
1401	5	27	ykaiin	daiiny	y	y	0	4	6|5|5|5|6	1|1|1|1|1	f55v|f55v.6|P|H
1402	11	44	okchd	dary	o	y	0	10	5|5|7|2|3|2|5|5|2|4|4	1|1|1|1|1|1|1|1|1|1|1	f55v|f55v.7|P|H
1403	12	45	tar	y	t	y	1	10	3|5|7|4|3|4|3|3|2|6|4|1	1|1|1|1|1|1|1|2|1|1|1|1	f55v|f55v.8|P|H
1404	10	43	ykaky	otaky	y	y	1	9	5|6|4|4|2|2|4|6|5|5	1|1|1|1|1|1|1|1|1|1	f55v|f55v.9|P|H
1405	12	41	oaiin	ol	o	l	1	11	5|2|1|4|6|3|6|4|1|3|4|2	1|1|1|1|1|1|1|1|1|1|1|1	f55v|f55v.10|P|H
1406	10	44	ykaiin	orain	y	n	0	9	6|6|6|4|4|4|6|2|1|5	1|1|1|1|1|1|1|1|1|1	f55v|f55v.11|P|H
1407	9	37	daiin	otam	d	m	2	8	5|2|5|8|2|2|4|5|4	1|1|1|1|1|1|1|1|1	f55v|f55v.12|P|H
1408	12	46	o	chy	o	y	1	10	1|3|4|5|3|1|3|5|3|8|7|3	1|2|1|1|2|1|1|1|1|1|1|1	f56r|f56r.1|P|H
1409	7	42	chokchey	shokaiin	c	n	0	6	8|4|5|6|6|5|8	1|1|1|1|1|1|1	f56r|f56r.2|P|H
1410	7	41	olchey	choksy	o	y	0	6	6|8|4|4|6|7|6	1|1|1|1|1|1|1	f56r|f56r.3|P|H
1411	8	33	qot	chdy	q	y	1	7	3|4|4|6|5|3|4|4	1|1|1|1|1|1|1|1	f56r|f56r.4|P|H
1412	4	22	chochor	daiin	c	n	0	3	7|3|7|5	1|1|1|1	f56r|f56r.5|P|H
1413	6	22	ykcho	y	y	y	0	5	5|2|5|4|5|1	1|1|1|1|1|1	f56r|f56r.6|P|H
1414	5	22	sho	dal	s	l	0	4	3|5|6|5|3	1|1|1|1|1	f56r|f56r.7|P|H
1415	4	24	schol	cheeckhody	s	y	0	2	5|4|5|10	1|1|1|132	f56r|f56r.8|P|H
1416	5	28	tchoky	tchol	t	l	0	4	6|5|4|8|5	1|1|1|1|1	f56r|f56r.9|P|H
1417	9	28	yt	okaiin	y	n	0	8	2|4|5|4|1|1|4|1|6	1|1|1|1|1|1|1|1|1	f56r|f56r.10|P|H
1418	6	29	shy	chokor	s	r	0	5	3|6|5|5|4|6	1|1|1|1|1|1	f56r|f56r.11|P|H
1419	4	18	sh	qokokchy	s	y	0	3	2|3|5|8	1|1|1|1	f56r|f56r.12|P|H
1420	3	18	okchy	kchal	o	l	0	2	5|8|5	1|1|1	f56r|f56r.13|P|H
1421	4	17	s	qotchy	s	y	0	3	1|4|6|6	1|1|1|1	f56r|f56r.14|P|H
1422	4	17	tcho	cthy	t	y	0	3	4|5|4|4	1|1|1|1	f56r|f56r.15|P|H
1423	6	26	qotchy	kcharg	q	g	0	5	6|5|4|1|4|6	1|1|1|1|1|1	f56r|f56r.16|P|H
1424	6	27	chokeey	dy	c	y	0	5	7|8|5|1|4|2	1|1|1|1|1|1	f56r|f56r.17|P|H
1425	4	23	sho	sotodan	s	n	0	2	3|7|6|7	1|1|1|1039	f56r|f56r.18|P|H
1426	3	15	otchey	daiin	o	n	0	2	6|4|5	1|1|1	f56r|f56r.19|P|H
1427	7	39	kcheat	choror	k	r	0	5	6|4|4|7|4|8|6	411|1|1|1|1|1|1	f56v|f56v.1|P|H
1428	6	37	shodshey	cthar	s	r	1	5	8|7|6|5|6|5	1|1|1|1|1|1	f56v|f56v.2|P|H
1429	7	36	ochey	dal	o	l	1	6	5|4|4|7|5|8|3	1|1|1|1|1|1|1	f56v|f56v.3|P|H
1430	8	25	schy	dain	s	n	0	7	4|1|4|5|1|3|3|4	1|1|1|1|1|1|1|1	f56v|f56v.4|P|H
1431	5	21	qoteees	aiin	q	n	0	4	7|3|6|1|4	1|1|1|1|1	f56v|f56v.5|P|H
1432	3	17	chokchol	ckhos	c	s	0	2	8|4|5	1|1|1	f56v|f56v.6|P|H
1433	5	28	kchokchy	otchyd	k	d	0	4	8|6|4|4|6	1|1|1|1|1	f56v|f56v.7|P|H
1434	5	28	ykchor	kol	y	l	0	4	6|7|6|6|3	1|1|1|1|1	f56v|f56v.8|P|H
1435	5	27	shotchot	oky	s	y	0	4	8|7|4|5|3	1|1|1|1|1	f56v|f56v.9|P|H
1436	8	26	ol	dy	o	y	0	7	2|4|4|3|4|6|1|2	1|1|1|1|1|1|1|1	f56v|f56v.10|P|H
1437	5	28	chotchey	tchain	c	n	0	4	8|5|4|5|6	1|1|1|1|1	f56v|f56v.11|P|H
1438	4	28	qokchey	kcheeytain	q	n	0	2	7|6|5|10	1|1|1|415	f56v|f56v.12|P|H
1439	6	26	ykor	daiin	y	n	0	5	4|4|6|3|4|5	1|1|1|1|1|1	f56v|f56v.13|P|H
1440	6	28	chol	chotor	c	r	1	5	4|4|5|4|5|6	1|1|1|1|1|1	f56v|f56v.14|P|H
1441	5	27	otchol	chotaiin	o	n	1	4	6|4|4|5|8	1|1|1|1|1	f56v|f56v.15|P|H
1442	6	20	s	daiin	s	n	1	5	1|1|5|4|4|5	1|1|1|1|1|1	f56v|f56v.16|P|H
1443	9	52	poeeockhey	eodam	p	m	1	7	10|5|5|6|8|2|5|6|5	803|1|1|1|1|1|1|1|1	f57r|f57r.1|P|H
1444	12	53	daiir	shey	d	y	0	11	5|3|5|4|4|7|7|2|5|1|6|4	1|1|1|1|1|1|1|1|1|1|1|1	f57r|f57r.2|P|H
1445	8	55	qokeeody	cheekeody	q	y	0	7	8|7|7|5|6|6|7|9	1|1|1|1|1|1|1|1	f57r|f57r.3|P|H
1446	9	55	dchos	s	d	s	1	8	5|8|6|8|7|7|7|6|1	1|1|1|1|1|1|1|1|1	f57r|f57r.4|P|H
1447	3	19	qokcho	cheeodam	q	m	0	2	6|5|8	1|1|1	f57r|f57r.5|P|H
1448	9	52	tcheodal	oforam	t	m	0	8	8|4|7|6|6|6|2|7|6	1|1|1|1|1|1|1|1|1	f57r|f57r.6|P|H
1449	8	46	daiis	okaldg	d	g	0	7	5|6|7|6|6|6|4|6	1|1|1|1|1|1|1|1	f57r|f57r.7|P|H
1450	8	43	tair	qokedam	t	m	0	6	4|6|6|7|5|5|3|7	1|1|1|243|1|1|1|1	f57r|f57r.8|P|H
1451	10	50	adair	cthedy	a	y	0	9	5|5|4|3|2|6|9|5|5|6	1|1|1|1|1|1|1|1|1|1	f57r|f57r.9|P|H
1452	8	42	qoetchey	tcfhy	q	y	0	7	8|4|8|1|5|5|6|5	1|1|1|1|1|1|1|1	f57r|f57r.10|P|H
1453	3	19	dshedy	cphedam	d	m	0	2	6|6|7	1|1|1	f57r|f57r.11|P|H
1454	1	6	dairal	dairal	d	l	0	0	6	1	f57v|f57v.1|L|C
1455	54	164	v	aiin	v	n	10	51	1|3|1|5|2|2|5|1|1|9|1|1|3|4|4|1|1|6|2|4|3|4|3|1|1|5|4|5|5|3|6|1|1|6|3|6|1|1|5|5|5|4|4|1|1|1|6|2|3|1|1|4|1|4	1|1|1|1|1|1|1|1|1|1026|1|1|1|1|330|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1	f57v|f57v.2|C|C
1456	72	104	o	172	o	2	54	70	1|1|1|1|1|1|1|1|1|3|1|1|1|3|3|1|1|3|1|1|1|1|1|1|1|1|1|3|1|1|1|3|3|1|1|3|1|1|1|1|1|1|1|1|1|3|1|1|1|3|3|1|1|3|1|1|1|1|1|1|1|1|1|3|1|1|1|3|3|1|1|3	1|1|1|1|1|1|1|1|1|2|1|1|1|2|2|1|1|2|1|1|1|1|1|1|1|1|1|2|1|1|1|2|2|1|1|2|1|1|1|1|1|1|1|1|1|2|1|1|1|2|2|1|1|2|1|1|1|1|1|1|1|1|1|2|1|1|1|2|2|1|1|2	f57v|f57v.3|C|C
1457	31	109	daiin	v	d	v	2	29	5|4|6|4|1|1|6|1|1|6|6|2|4|1|1|8|1|5|1|7|2|5|2|5|3|3|5|4|4|4|1	1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1	f57v|f57v.4|C|C
1458	35	65	o	l	o	l	12	33	1|1|1|1|1|4|1|3|1|1|1|1|1|1|1|1|1|3|2|1|1|1|1|1|1|1|1|3|6|6|5|7|1|1|1	1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1	f57v|f57v.5|C|C
1459	1	8	otodarag	otodarag	o	g	0	0	8	743	f57v|f57v.6|L|C
1460	1	10	oparairdly	oparairdly	o	y	0	0	10	641	f57v|f57v.7|L|C
1461	1	8	olkeedal	olkeedal	o	l	0	0	8	1	f57v|f57v.8|L|C
1462	1	8	otardaly	otardaly	o	y	0	0	8	701	f57v|f57v.9|L|C
1463	1	7	arkaldy	arkaldy	a	y	0	0	7	93	f57v|f57v.10|R|C
1464	2	7	ara	arar	a	r	0	1	3|4	1|1	f57v|f57v.11|R|C
1465	1	6	okeely	okeely	o	y	0	0	6	1	f57v|f57v.12|R|C
1466	2	11	ocfhor	okear	o	r	0	1	6|5	1|1	f57v|f57v.13|R|C
1467	9	47	kor	m	k	m	0	7	3|6|7|9|8|5|5|3|1	1|1|1|758|1|1|1|1|1	f58r|f58r.1|P|S
1468	9	43	dshodal	olchokal	d	l	0	7	7|2|4|7|4|3|4|4|8	1|1|1|1|1|1|1|1|606	f58r|f58r.2|P|S
1469	8	40	ykechod	s	y	s	0	6	7|8|4|5|5|5|5|1	1|280|1|1|1|1|1|1	f58r|f58r.3|P|S
1470	10	50	dshor	210	d	0	0	6	5|6|4|6|5|6|5|3|7|3	1|1|1|952|1|1|1|1|1002|2	f58r|f58r.4|P|S
1471	13	46	qor	cham	q	m	3	12	3|6|2|4|4|4|2|2|4|2|3|6|4	1|1|1|1|1|1|1|1|1|1|1|1|1	f58r|f58r.5|P|S
1472	9	47	torchey	choltam	t	m	0	8	7|6|5|5|1|4|7|5|7	1|1|1|1|1|1|1|1|1	f58r|f58r.6|P|S
1473	10	50	saiin	tchy	s	y	0	9	5|8|3|4|8|7|4|6|1|4	1|1|1|1|1|1|1|1|1|1	f58r|f58r.7|P|S
1474	10	51	toleeshal	alam	t	m	0	7	9|6|5|3|8|7|4|3|2|4	1088|1|1|1|1|1176|1|1|1|1	f58r|f58r.8|P|S
1475	10	50	sholaiin	alam	s	m	0	9	8|5|9|4|4|5|5|5|1|4	1|1|1|1|1|1|1|1|1|1	f58r|f58r.9|P|S
1476	12	48	tal	sy	t	y	0	11	3|2|2|4|8|4|4|4|5|7|3|2	1|1|1|1|1|1|1|1|1|1|1|1	f58r|f58r.10|P|S
1477	7	45	qocphody	orar	q	r	0	5	8|7|7|8|6|5|4	1|1|103|1|1|1|1	f58r|f58r.11|P|S
1478	9	48	shoar	shar	s	r	0	7	5|2|7|8|3|6|6|7|4	1|1|1|3|1|1|1|1|1	f58r|f58r.12|P|S
1479	10	48	ytar	oly	y	y	0	9	4|6|7|5|5|6|4|6|2|3	1|1|1|1|1|1|1|1|1|1	f58r|f58r.13|P|S
1480	9	50	sharam	chal	s	l	0	7	6|5|8|7|7|4|6|3|4	1|1|1|1|23|1|1|1|1	f58r|f58r.14|P|S
1481	6	29	daiir	shedy	d	y	0	5	5|4|6|7|2|5	1|1|1|1|1|1	f58r|f58r.15|P|S
1482	10	51	typchey	opy	t	y	0	9	7|2|3|6|8|5|6|6|5|3	1|1|1|1|1|1|1|1|1|1	f58r|f58r.16|P|S
1483	11	52	ysholshy	aly	y	y	0	9	8|6|5|4|7|4|3|7|1|4|3	1160|1|1|1|1|1|1|1|1|1|1	f58r|f58r.17|P|S
1484	10	53	darar	otal	d	l	0	9	5|4|8|8|6|5|5|4|4|4	1|1|1|1|1|1|1|1|1|1	f58r|f58r.18|P|S
1485	11	51	todal	ochaly	t	y	0	10	5|5|5|3|7|5|6|2|3|4|6	1|1|1|1|1|1|1|1|1|1|1	f58r|f58r.19|P|S
1486	9	54	ysheockhy	arodaim	y	m	0	8	9|6|7|6|6|5|6|2|7	1|1|1|1|1|1|1|1|1	f58r|f58r.20|P|S
1487	10	53	tcheos	oty	t	y	0	9	6|6|6|4|7|5|3|7|6|3	1|1|1|1|1|1|1|1|1|1	f58r|f58r.21|P|S
1488	10	51	dcholy	olseeg	d	g	0	8	6|4|4|3|6|8|4|6|4|6	1|1|1|1|1|1|1|1|1|626	f58r|f58r.22|P|S
1489	9	48	shol	sar	s	r	0	7	4|6|6|5|6|9|4|5|3	1|1|1|1|1|3|1|1|1	f58r|f58r.23|P|S
1490	8	44	tazain	otakas	t	s	0	6	6|6|5|2|6|8|5|6	1052|1|1|1|1|1|1|1	f58r|f58r.24|P|S
1491	7	34	oar	aldar	o	r	0	6	3|7|8|4|5|2|5	1|1|1|1|1|1|1	f58r|f58r.25|P|S
1492	7	51	kshar	podaiir	k	r	0	4	5|5|8|7|11|8|7	1|1|1|517|665|1|1	f58r|f58r.26|P|S
1493	12	49	yteor	am	y	m	2	11	5|3|7|2|9|3|2|5|5|4|2|2	1|1|1|1|1|1|1|1|1|1|1|1	f58r|f58r.27|P|S
1494	9	48	yshealkair	okalody	y	y	0	7	10|7|5|3|1|3|6|6|7	1156|1|1|1|1|1|1|1|1	f58r|f58r.28|P|S
1495	13	51	odalar	omy	o	y	0	12	6|5|3|4|4|5|4|2|5|4|5|1|3	1|1|1|1|1|1|1|1|1|1|1|1|1	f58r|f58r.29|P|S
1496	10	48	ytor	otaldy	y	y	0	9	4|2|4|7|4|4|5|5|7|6	1|1|1|1|1|1|1|1|1|1	f58r|f58r.30|P|S
1497	11	49	odshchol	qokal	o	l	1	8	8|5|4|2|4|2|4|8|4|3|5	502|1|1|1|1|1|1|700|1|1|1	f58r|f58r.31|P|S
1498	9	45	oqotaly	qokaldy	o	y	0	8	7|7|7|4|3|2|4|4|7	1|1|1|1|1|1|1|1|1	f58r|f58r.32|P|S
1499	8	47	schocthhy	dy	s	y	0	7	9|6|7|5|7|6|5|2	1|1|1|1|1|1|1|1	f58r|f58r.33|P|S
1500	7	44	yssheol	ytaipom	y	m	0	4	7|6|5|8|6|5|7	1|1|1|996|1|1|1162	f58r|f58r.34|P|S
1501	9	44	dtos	sheoctham	d	m	0	7	4|5|5|6|5|4|2|4|9	1|1|1|1|1|1|1|1|974	f58r|f58r.35|P|S
1502	7	43	skaiin	shoekar	s	r	0	6	6|6|7|4|6|7|7	1|1|1|1|1|1|1	f58r|f58r.36|P|S
1503	7	51	opolkeor	olfcham	o	m	0	3	8|9|5|8|7|7|7	662|605|1|12|1|1|1	f58r|f58r.37|P|S
1504	10	44	s	ytolkal	s	l	0	8	1|6|5|5|4|4|2|4|6|7	1|1|1|1|1|1|1|1|1|1182	f58r|f58r.38|P|S
1505	9	46	dtshol	dalam	d	m	0	8	6|5|4|4|5|6|6|5|5	1|1|1|1|1|1|1|1|1	f58r|f58r.39|P|S
1506	9	45	yroleeey	aram	y	m	0	7	8|2|6|6|6|5|5|3|4	1154|1|1|1|1|1|1|1|1	f58r|f58r.40|P|S
1507	7	30	dchol	alchey	d	y	0	6	5|6|5|3|4|1|6	1|1|1|1|1|1|1	f58r|f58r.41|P|S
1508	9	50	tol	opaldaiin	t	n	1	8	3|7|6|6|7|4|4|4|9	1|1|1|1|1|1|1|1|1	f58v|f58v.1|P|S
1509	14	53	dair	orky	d	y	0	13	4|2|2|5|4|1|8|1|4|6|6|2|4|4	1|1|1|1|1|1|1|1|1|1|1|1|1|1	f58v|f58v.2|P|S
1510	14	54	todal	aim	t	m	1	11	5|6|3|3|1|3|3|2|6|4|9|4|2|3	1|1|1|2|1|2|2|1|1|1|3|1|1|1	f58v|f58v.3|P|S
