Corpus	Position	TokenA	TokenB	Operation	PositionClass	SourceGlyph	TargetGlyph
Doyle	6139	was	as	DELETION	BEGIN	w	
Doyle	6221	at	it	SUBSTITUTION	BEGIN	a	i
Doyle	6222	it	at	SUBSTITUTION	BEGIN	i	a
Doyle	6502	was	as	DELETION	BEGIN	w	
Doyle	6835	as	a	DELETION	END	s	
Doyle	7001	you	your	INSERTION	END		r
Doyle	7063	in	an	SUBSTITUTION	BEGIN	i	a
Doyle	7161	to	so	SUBSTITUTION	BEGIN	t	s
Doyle	7213	may	say	SUBSTITUTION	BEGIN	m	s
Doyle	7226	as	an	SUBSTITUTION	END	s	n
Doyle	7240	to	do	SUBSTITUTION	BEGIN	t	d
Doyle	7315	go	no	SUBSTITUTION	BEGIN	g	n
Doyle	7342	or	of	SUBSTITUTION	END	r	f
Doyle	7528	am	a	DELETION	END	m	
Doyle	7592	it	is	SUBSTITUTION	END	t	s
Doyle	7635	me	mr	SUBSTITUTION	END	e	r
Doyle	7657	it	is	SUBSTITUTION	END	t	s
Doyle	7688	to	go	SUBSTITUTION	BEGIN	t	g
Doyle	7689	go	to	SUBSTITUTION	BEGIN	g	t
Doyle	7752	to	go	SUBSTITUTION	BEGIN	t	g
Doyle	7753	go	to	SUBSTITUTION	BEGIN	g	t
Doyle	7792	if	i	DELETION	END	f	
Doyle	7854	was	as	DELETION	BEGIN	w	
Doyle	8095	on	one	INSERTION	END		e
Doyle	8103	at	a	DELETION	END	t	
Doyle	8343	it	is	SUBSTITUTION	END	t	s
Doyle	8567	by	my	SUBSTITUTION	BEGIN	b	m
Doyle	9078	and	an	DELETION	END	d	
Doyle	9104	head	had	DELETION	MIDDLE	e	
Doyle	9604	do	to	SUBSTITUTION	BEGIN	d	t
Doyle	9679	it	in	SUBSTITUTION	END	t	n
Doyle	9867	it	is	SUBSTITUTION	END	t	s
Doyle	9900	it	is	SUBSTITUTION	END	t	s
Doyle	10028	at	a	DELETION	END	t	
Doyle	10202	to	no	SUBSTITUTION	BEGIN	t	n
Doyle	10429	as	a	DELETION	END	s	
Doyle	10605	rat	tat	SUBSTITUTION	BEGIN	r	t
Doyle	10616	it	is	SUBSTITUTION	END	t	s
Doyle	10617	is	i	DELETION	END	s	
Doyle	10741	must	just	SUBSTITUTION	BEGIN	m	j
Doyle	10772	if	i	DELETION	END	f	
Doyle	10823	to	do	SUBSTITUTION	BEGIN	t	d
Doyle	10924	i	d	SUBSTITUTION	MIDDLE	i	d
Doyle	11181	there	where	SUBSTITUTION	BEGIN	t	w
Doyle	11186	it	is	SUBSTITUTION	END	t	s
Doyle	11336	it	is	SUBSTITUTION	END	t	s
Doyle	11476	here	were	SUBSTITUTION	BEGIN	h	w
Doyle	11504	in	an	SUBSTITUTION	BEGIN	i	a
Doyle	11519	at	it	SUBSTITUTION	BEGIN	a	i
Doyle	11607	in	it	SUBSTITUTION	END	n	t
Doyle	11844	work	worn	SUBSTITUTION	END	k	n
Doyle	11846	hand	and	DELETION	BEGIN	h	
Doyle	12037	as	a	DELETION	END	s	
Doyle	12102	it	in	SUBSTITUTION	END	t	n
Doyle	12452	as	a	DELETION	END	s	
Doyle	12699	at	it	SUBSTITUTION	BEGIN	a	i
Doyle	12788	it	is	SUBSTITUTION	END	t	s
Doyle	12796	out	but	SUBSTITUTION	BEGIN	o	b
Doyle	12801	it	is	SUBSTITUTION	END	t	s
Doyle	12848	i	it	INSERTION	END		t
Doyle	12940	it	i	DELETION	END	t	
Doyle	12944	to	do	SUBSTITUTION	BEGIN	t	d
Doyle	12946	it	i	DELETION	END	t	
Doyle	13003	in	it	SUBSTITUTION	END	n	t
Doyle	13027	i	is	INSERTION	END		s
Doyle	13028	is	it	SUBSTITUTION	END	s	t
Doyle	13038	if	it	SUBSTITUTION	END	f	t
Doyle	13157	is	as	SUBSTITUTION	BEGIN	i	a
Doyle	13372	it	is	SUBSTITUTION	END	t	s
Doyle	13380	it	is	SUBSTITUTION	END	t	s
Doyle	13408	it	is	SUBSTITUTION	END	t	s
Doyle	13416	it	is	SUBSTITUTION	END	t	s
Doyle	13483	as	a	DELETION	END	s	
Doyle	13490	it	is	SUBSTITUTION	END	t	s
Doyle	13498	it	is	SUBSTITUTION	END	t	s
Doyle	13591	as	a	DELETION	END	s	
Doyle	13878	me	we	SUBSTITUTION	BEGIN	m	w
Doyle	14053	at	a	DELETION	END	t	
Doyle	14170	in	an	SUBSTITUTION	BEGIN	i	a
Doyle	14283	in	an	SUBSTITUTION	BEGIN	i	a
Doyle	14423	he	we	SUBSTITUTION	BEGIN	h	w
Doyle	14434	has	had	SUBSTITUTION	END	s	d
Doyle	14607	as	a	DELETION	END	s	
Doyle	14766	it	in	SUBSTITUTION	END	t	n
Doyle	14917	s	a	SUBSTITUTION	MIDDLE	s	a
Doyle	14928	s	a	SUBSTITUTION	MIDDLE	s	a
Doyle	14945	as	a	DELETION	END	s	
Doyle	14954	me	mr	SUBSTITUTION	END	e	r
Doyle	15142	if	it	SUBSTITUTION	END	f	t
Doyle	15151	to	do	SUBSTITUTION	BEGIN	t	d
Doyle	15250	s	a	SUBSTITUTION	MIDDLE	s	a
Doyle	15301	him	his	SUBSTITUTION	END	m	s
Doyle	15410	it	in	SUBSTITUTION	END	t	n
Doyle	15453	hocus	pocus	SUBSTITUTION	BEGIN	h	p
Doyle	15528	n	y	SUBSTITUTION	MIDDLE	n	y
Doyle	15529	y	a	SUBSTITUTION	MIDDLE	y	a
Doyle	15578	it	is	SUBSTITUTION	END	t	s
Doyle	15629	it	is	SUBSTITUTION	END	t	s
Doyle	15640	may	say	SUBSTITUTION	BEGIN	m	s
Doyle	15667	t	i	SUBSTITUTION	MIDDLE	t	i
Doyle	15967	it	is	SUBSTITUTION	END	t	s
Doyle	15996	it	is	SUBSTITUTION	END	t	s
Doyle	16093	me	he	SUBSTITUTION	BEGIN	m	h
Doyle	16130	to	go	SUBSTITUTION	BEGIN	t	g
Doyle	16133	to	no	SUBSTITUTION	BEGIN	t	n
Doyle	16223	than	that	SUBSTITUTION	END	n	t
Doyle	16238	i	it	INSERTION	END		t
Doyle	16239	it	is	SUBSTITUTION	END	t	s
Doyle	16250	if	i	DELETION	END	f	
Doyle	16450	hand	had	DELETION	END	n	
Doyle	16511	at	a	DELETION	END	t	
Doyle	16568	as	a	DELETION	END	s	
Doyle	17267	i	m	SUBSTITUTION	MIDDLE	i	m
Doyle	17484	as	an	SUBSTITUTION	END	s	n
Doyle	17611	was	as	DELETION	BEGIN	w	
Doyle	17660	it	in	SUBSTITUTION	END	t	n
Doyle	17687	to	do	SUBSTITUTION	BEGIN	t	d
Doyle	18016	s	a	SUBSTITUTION	MIDDLE	s	a
Doyle	18145	it	in	SUBSTITUTION	END	t	n
Doyle	18169	end	and	SUBSTITUTION	BEGIN	e	a
Doyle	18196	i	m	SUBSTITUTION	MIDDLE	i	m
Doyle	18361	at	a	DELETION	END	t	
Doyle	18519	as	a	DELETION	END	s	
Doyle	18530	me	he	SUBSTITUTION	BEGIN	m	h
Doyle	18571	it	is	SUBSTITUTION	END	t	s
Doyle	18637	on	in	SUBSTITUTION	BEGIN	o	i
Doyle	18720	if	i	DELETION	END	f	
Doyle	18738	it	at	SUBSTITUTION	BEGIN	i	a
Doyle	18839	it	is	SUBSTITUTION	END	t	s
Doyle	18894	it	in	SUBSTITUTION	END	t	n
Doyle	18962	at	a	DELETION	END	t	
Doyle	19001	it	is	SUBSTITUTION	END	t	s
Doyle	19004	than	that	SUBSTITUTION	END	n	t
Doyle	19006	it	is	SUBSTITUTION	END	t	s
Doyle	19157	may	say	SUBSTITUTION	BEGIN	m	s
Doyle	19180	it	is	SUBSTITUTION	END	t	s
Doyle	19200	at	it	SUBSTITUTION	BEGIN	a	i
Doyle	19417	as	a	DELETION	END	s	
Doyle	19913	it	is	SUBSTITUTION	END	t	s
Doyle	19944	is	in	SUBSTITUTION	END	s	n
Doyle	19970	it	is	SUBSTITUTION	END	t	s
Doyle	20118	us	as	SUBSTITUTION	BEGIN	u	a
Doyle	20144	and	an	DELETION	END	d	
Doyle	20633	it	is	SUBSTITUTION	END	t	s
Doyle	20645	it	is	SUBSTITUTION	END	t	s
Doyle	20679	to	go	SUBSTITUTION	BEGIN	t	g
Doyle	20756	not	now	SUBSTITUTION	END	t	w
Doyle	20830	where	there	SUBSTITUTION	BEGIN	w	t
Doyle	20932	it	in	SUBSTITUTION	END	t	n
Doyle	21107	i	d	SUBSTITUTION	MIDDLE	i	d
Doyle	21119	i	d	SUBSTITUTION	MIDDLE	i	d
Doyle	21167	at	a	DELETION	END	t	
Doyle	21213	if	it	SUBSTITUTION	END	f	t
Doyle	21237	it	is	SUBSTITUTION	END	t	s
Doyle	21238	is	in	SUBSTITUTION	END	s	n
Doyle	21279	i	d	SUBSTITUTION	MIDDLE	i	d
Doyle	21324	at	a	DELETION	END	t	
Doyle	21546	as	a	DELETION	END	s	
Doyle	21631	s	as	INSERTION	BEGIN		a
Doyle	21670	if	i	DELETION	END	f	
Doyle	21907	to	do	SUBSTITUTION	BEGIN	t	d
Doyle	21966	it	is	SUBSTITUTION	END	t	s
Doyle	22032	to	do	SUBSTITUTION	BEGIN	t	d
Doyle	22057	it	is	SUBSTITUTION	END	t	s
Doyle	22072	at	a	DELETION	END	t	
Doyle	22253	as	a	DELETION	END	s	
Doyle	22308	it	i	DELETION	END	t	
Doyle	22321	if	i	DELETION	END	f	
Doyle	22407	it	is	SUBSTITUTION	END	t	s
Doyle	22646	it	is	SUBSTITUTION	END	t	s
Doyle	22805	it	is	SUBSTITUTION	END	t	s
Doyle	22812	t	it	INSERTION	BEGIN		i
Doyle	22844	so	do	SUBSTITUTION	BEGIN	s	d
Doyle	22920	it	is	SUBSTITUTION	END	t	s
Doyle	23061	it	is	SUBSTITUTION	END	t	s
Doyle	23172	s	a	SUBSTITUTION	MIDDLE	s	a
Doyle	23270	or	mr	SUBSTITUTION	BEGIN	o	m
Doyle	23817	it	is	SUBSTITUTION	END	t	s
Doyle	23862	it	is	SUBSTITUTION	END	t	s
Doyle	23882	it	in	SUBSTITUTION	END	t	n
Doyle	23900	if	i	DELETION	END	f	
Doyle	24107	it	is	SUBSTITUTION	END	t	s
Doyle	24252	in	an	SUBSTITUTION	BEGIN	i	a
Doyle	24283	it	is	SUBSTITUTION	END	t	s
Doyle	24396	it	is	SUBSTITUTION	END	t	s
Doyle	24530	it	is	SUBSTITUTION	END	t	s
Doyle	24560	it	is	SUBSTITUTION	END	t	s
Doyle	24919	it	is	SUBSTITUTION	END	t	s
Doyle	25197	in	an	SUBSTITUTION	BEGIN	i	a
Doyle	25271	by	my	SUBSTITUTION	BEGIN	b	m
Doyle	25320	it	is	SUBSTITUTION	END	t	s
Doyle	25354	to	go	SUBSTITUTION	BEGIN	t	g
Doyle	25357	it	is	SUBSTITUTION	END	t	s
Doyle	25431	if	i	DELETION	END	f	
Doyle	25517	it	is	SUBSTITUTION	END	t	s
Doyle	25546	it	is	SUBSTITUTION	END	t	s
Doyle	25563	it	is	SUBSTITUTION	END	t	s
Doyle	25767	in	it	SUBSTITUTION	END	n	t
Doyle	25857	he	be	SUBSTITUTION	BEGIN	h	b
Doyle	26125	if	i	DELETION	END	f	
Doyle	26147	it	is	SUBSTITUTION	END	t	s
Doyle	26189	it	i	DELETION	END	t	
Doyle	26249	be	he	SUBSTITUTION	BEGIN	b	h
Doyle	26260	s	a	SUBSTITUTION	MIDDLE	s	a
Doyle	26307	s	a	SUBSTITUTION	MIDDLE	s	a
Doyle	26379	it	i	DELETION	END	t	
Doyle	26429	go	to	SUBSTITUTION	BEGIN	g	t
Doyle	26437	if	i	DELETION	END	f	
Doyle	26517	it	is	SUBSTITUTION	END	t	s
Doyle	26521	as	an	SUBSTITUTION	END	s	n
Doyle	26713	is	it	SUBSTITUTION	END	s	t
Doyle	26789	it	is	SUBSTITUTION	END	t	s
Doyle	26807	is	i	DELETION	END	s	
Doyle	27669	as	a	DELETION	END	s	
Doyle	27858	it	is	SUBSTITUTION	END	t	s
Doyle	27885	it	is	SUBSTITUTION	END	t	s
Doyle	27935	as	a	DELETION	END	s	
Doyle	28136	best	rest	SUBSTITUTION	BEGIN	b	r
Doyle	28139	it	is	SUBSTITUTION	END	t	s
Doyle	28213	as	a	DELETION	END	s	
Doyle	28286	at	a	DELETION	END	t	
Doyle	28297	if	it	SUBSTITUTION	END	f	t
Doyle	28326	i	it	INSERTION	END		t
Doyle	28327	it	is	SUBSTITUTION	END	t	s
Doyle	28476	in	an	SUBSTITUTION	BEGIN	i	a
Doyle	28609	at	it	SUBSTITUTION	BEGIN	a	i
Doyle	28611	as	a	DELETION	END	s	
Doyle	28631	it	at	SUBSTITUTION	BEGIN	i	a
Doyle	28632	at	a	DELETION	END	t	
Doyle	28671	if	i	DELETION	END	f	
Doyle	28686	it	i	DELETION	END	t	
Doyle	28732	at	a	DELETION	END	t	
Doyle	28741	it	is	SUBSTITUTION	END	t	s
Doyle	28792	s	i	SUBSTITUTION	MIDDLE	s	i
Doyle	28958	as	a	DELETION	END	s	
Doyle	29110	it	is	SUBSTITUTION	END	t	s
Doyle	29141	to	do	SUBSTITUTION	BEGIN	t	d
Doyle	29142	do	no	SUBSTITUTION	BEGIN	d	n
Doyle	29431	in	an	SUBSTITUTION	BEGIN	i	a
Doyle	29515	it	is	SUBSTITUTION	END	t	s
Doyle	29608	at	a	DELETION	END	t	
Doyle	30118	it	at	SUBSTITUTION	BEGIN	i	a
Doyle	30263	at	a	DELETION	END	t	
Doyle	30684	in	an	SUBSTITUTION	BEGIN	i	a
Doyle	30751	out	but	SUBSTITUTION	BEGIN	o	b
Doyle	31030	at	it	SUBSTITUTION	BEGIN	a	i
Doyle	31326	in	it	SUBSTITUTION	END	n	t
Doyle	31330	was	as	DELETION	BEGIN	w	
Doyle	31334	if	it	SUBSTITUTION	END	f	t
Doyle	31483	if	it	SUBSTITUTION	END	f	t
Doyle	31651	i	d	SUBSTITUTION	MIDDLE	i	d
Doyle	31658	it	if	SUBSTITUTION	END	t	f
Doyle	31700	it	is	SUBSTITUTION	END	t	s
Doyle	31789	to	do	SUBSTITUTION	BEGIN	t	d
Doyle	31902	do	to	SUBSTITUTION	BEGIN	d	t
Doyle	31958	her	he	DELETION	END	r	
Doyle	32134	it	is	SUBSTITUTION	END	t	s
Doyle	32149	as	a	DELETION	END	s	
Doyle	32175	it	is	SUBSTITUTION	END	t	s
Doyle	32328	so	to	SUBSTITUTION	BEGIN	s	t
Doyle	32412	and	hand	INSERTION	BEGIN		h
Doyle	32563	it	is	SUBSTITUTION	END	t	s
Doyle	32599	is	it	SUBSTITUTION	END	s	t
Doyle	32638	if	i	DELETION	END	f	
Doyle	32691	it	at	SUBSTITUTION	BEGIN	i	a
Doyle	32788	it	is	SUBSTITUTION	END	t	s
Doyle	32856	than	that	SUBSTITUTION	END	n	t
Doyle	32940	it	is	SUBSTITUTION	END	t	s
Doyle	33012	as	a	DELETION	END	s	
Doyle	33295	him	his	SUBSTITUTION	END	m	s
Doyle	33314	where	there	SUBSTITUTION	BEGIN	w	t
Doyle	33372	s	a	SUBSTITUTION	MIDDLE	s	a
Doyle	33431	at	a	DELETION	END	t	
Doyle	33506	it	is	SUBSTITUTION	END	t	s
Doyle	33511	if	i	DELETION	END	f	
Doyle	33542	it	is	SUBSTITUTION	END	t	s
Doyle	33556	know	now	DELETION	BEGIN	k	
Doyle	33620	go	to	SUBSTITUTION	BEGIN	g	t
Doyle	33627	or	of	SUBSTITUTION	END	r	f
Doyle	33778	to	do	SUBSTITUTION	BEGIN	t	d
Doyle	33799	it	i	DELETION	END	t	
Doyle	33840	it	in	SUBSTITUTION	END	t	n
Doyle	33866	if	it	SUBSTITUTION	END	f	t
Doyle	33867	it	is	SUBSTITUTION	END	t	s
Doyle	33974	it	i	DELETION	END	t	
Doyle	34159	it	is	SUBSTITUTION	END	t	s
Doyle	34211	it	if	SUBSTITUTION	END	t	f
Doyle	34212	if	i	DELETION	END	f	
Doyle	34217	am	a	DELETION	END	m	
Doyle	34359	to	do	SUBSTITUTION	BEGIN	t	d
Doyle	34383	to	go	SUBSTITUTION	BEGIN	t	g
Doyle	34391	me	my	SUBSTITUTION	END	e	y
Doyle	34435	as	a	DELETION	END	s	
Doyle	34517	was	as	DELETION	BEGIN	w	
Doyle	34564	as	an	SUBSTITUTION	END	s	n
Doyle	34650	to	do	SUBSTITUTION	BEGIN	t	d
Doyle	34827	at	a	DELETION	END	t	
Doyle	34875	where	were	DELETION	BEGIN	h	
Doyle	34889	it	in	SUBSTITUTION	END	t	n
Doyle	34947	to	do	SUBSTITUTION	BEGIN	t	d
Doyle	35050	hand	and	DELETION	BEGIN	h	
Doyle	35116	if	i	DELETION	END	f	
Doyle	35510	it	is	SUBSTITUTION	END	t	s
Doyle	35574	it	is	SUBSTITUTION	END	t	s
Doyle	35594	it	is	SUBSTITUTION	END	t	s
Doyle	35603	in	it	SUBSTITUTION	END	n	t
Doyle	35927	them	they	SUBSTITUTION	END	m	y
Doyle	36111	in	an	SUBSTITUTION	BEGIN	i	a
Doyle	36129	it	at	SUBSTITUTION	BEGIN	i	a
Doyle	36155	if	i	DELETION	END	f	
Doyle	36256	if	it	SUBSTITUTION	END	f	t
Doyle	36323	if	i	DELETION	END	f	
Doyle	36336	it	in	SUBSTITUTION	END	t	n
Doyle	36447	is	it	SUBSTITUTION	END	s	t
Doyle	36500	if	it	SUBSTITUTION	END	f	t
Doyle	36501	it	is	SUBSTITUTION	END	t	s
Doyle	36526	it	is	SUBSTITUTION	END	t	s
Doyle	36533	he	we	SUBSTITUTION	BEGIN	h	w
Doyle	36538	to	do	SUBSTITUTION	BEGIN	t	d
Doyle	36618	am	as	SUBSTITUTION	END	m	s
Doyle	36666	hand	and	DELETION	BEGIN	h	
Doyle	36680	it	i	DELETION	END	t	
Doyle	36993	in	an	SUBSTITUTION	BEGIN	i	a
Doyle	37227	it	is	SUBSTITUTION	END	t	s
Doyle	37398	us	as	SUBSTITUTION	BEGIN	u	a
Doyle	37459	as	an	SUBSTITUTION	END	s	n
Doyle	37471	it	is	SUBSTITUTION	END	t	s
Doyle	37523	is	his	INSERTION	BEGIN		h
Doyle	37531	go	to	SUBSTITUTION	BEGIN	g	t
Doyle	37706	it	is	SUBSTITUTION	END	t	s
Doyle	37763	i	in	INSERTION	END		n
Doyle	37783	them	the	DELETION	END	m	
Doyle	37904	as	a	DELETION	END	s	
Doyle	37973	it	is	SUBSTITUTION	END	t	s
Doyle	38390	it	is	SUBSTITUTION	END	t	s
Doyle	38391	is	in	SUBSTITUTION	END	s	n
Doyle	38607	at	a	DELETION	END	t	
Doyle	38628	i	a	SUBSTITUTION	MIDDLE	i	a
Doyle	39031	it	at	SUBSTITUTION	BEGIN	i	a
Doyle	39510	so	no	SUBSTITUTION	BEGIN	s	n
Doyle	39518	them	the	DELETION	END	m	
Doyle	39537	in	it	SUBSTITUTION	END	n	t
Doyle	39773	it	is	SUBSTITUTION	END	t	s
Doyle	39875	it	is	SUBSTITUTION	END	t	s
Doyle	39883	land	and	DELETION	BEGIN	l	
Doyle	39953	if	i	DELETION	END	f	
Doyle	40177	hand	and	DELETION	BEGIN	h	
Doyle	40196	then	the	DELETION	END	n	
Doyle	40298	am	a	DELETION	END	m	
Doyle	40368	is	it	SUBSTITUTION	END	s	t
Doyle	40457	if	i	DELETION	END	f	
Doyle	40481	it	is	SUBSTITUTION	END	t	s
Doyle	40791	it	if	SUBSTITUTION	END	t	f
Doyle	41070	s	a	SUBSTITUTION	MIDDLE	s	a
Doyle	41150	got	hot	SUBSTITUTION	BEGIN	g	h
Doyle	41165	it	is	SUBSTITUTION	END	t	s
Doyle	41181	to	do	SUBSTITUTION	BEGIN	t	d
Doyle	41266	to	go	SUBSTITUTION	BEGIN	t	g
Doyle	41267	go	to	SUBSTITUTION	BEGIN	g	t
Doyle	41637	out	but	SUBSTITUTION	BEGIN	o	b
Doyle	41704	was	as	DELETION	BEGIN	w	
Doyle	41707	as	a	DELETION	END	s	
Doyle	41928	was	as	DELETION	BEGIN	w	
Doyle	42053	hit	him	SUBSTITUTION	END	t	m
Doyle	42085	in	an	SUBSTITUTION	BEGIN	i	a
Doyle	42102	him	his	SUBSTITUTION	END	m	s
Doyle	42180	them	they	SUBSTITUTION	END	m	y
Doyle	42196	if	i	DELETION	END	f	
Doyle	42316	it	i	DELETION	END	t	
Doyle	42432	i	d	SUBSTITUTION	MIDDLE	i	d
Doyle	42452	him	his	SUBSTITUTION	END	m	s
Doyle	42504	as	a	DELETION	END	s	
Doyle	42516	if	i	DELETION	END	f	
Doyle	42550	us	as	SUBSTITUTION	BEGIN	u	a
Doyle	42596	by	my	SUBSTITUTION	BEGIN	b	m
Doyle	42722	it	i	DELETION	END	t	
Doyle	42764	wound	round	SUBSTITUTION	BEGIN	w	r
Doyle	42826	as	a	DELETION	END	s	
Doyle	42843	end	and	SUBSTITUTION	BEGIN	e	a
Doyle	42997	if	i	DELETION	END	f	
Doyle	43375	as	a	DELETION	END	s	
Doyle	43531	as	a	DELETION	END	s	
Longfellow	677	He	the	INSERTION	BEGIN		t
Longfellow	839	As	a	DELETION	END	s	
Longfellow	1310	is	in	SUBSTITUTION	END	s	n
Longfellow	1317	is	in	SUBSTITUTION	END	s	n
Longfellow	1991	He	the	INSERTION	BEGIN		t
Longfellow	1998	He	the	INSERTION	BEGIN		t
Longfellow	4173	Then	the	DELETION	END	n	
Longfellow	4268	He	the	INSERTION	BEGIN		t
Longfellow	4272	He	the	INSERTION	BEGIN		t
Longfellow	4278	He	the	INSERTION	BEGIN		t
Longfellow	4432	at	a	DELETION	END	t	
Longfellow	4460	not	nor	SUBSTITUTION	END	t	r
Longfellow	4908	go	to	SUBSTITUTION	BEGIN	g	t
Longfellow	5509	Then	they	SUBSTITUTION	END	n	y
Longfellow	5867	as	a	DELETION	END	s	
Longfellow	7570	As	a	DELETION	END	s	
Longfellow	7855	Go	to	SUBSTITUTION	BEGIN	g	t
Longfellow	7934	It	is	SUBSTITUTION	END	t	s
Longfellow	8011	Then	the	DELETION	END	n	
Longfellow	8153	He	the	INSERTION	BEGIN		t
Longfellow	8159	He	the	INSERTION	BEGIN		t
Longfellow	8178	as	a	DELETION	END	s	
Longfellow	8184	as	a	DELETION	END	s	
Longfellow	8426	He	the	INSERTION	BEGIN		t
Longfellow	8432	He	the	INSERTION	BEGIN		t
Longfellow	8460	He	the	INSERTION	BEGIN		t
Longfellow	8466	He	the	INSERTION	BEGIN		t
Longfellow	8896	it	in	SUBSTITUTION	END	t	n
Longfellow	9096	I	a	SUBSTITUTION	MIDDLE	i	a
Longfellow	9250	top	to	DELETION	END	p	
Longfellow	9370	So	to	SUBSTITUTION	BEGIN	s	t
Longfellow	9458	So	to	SUBSTITUTION	BEGIN	s	t
Longfellow	9672	in	it	SUBSTITUTION	END	n	t
Longfellow	10307	it	in	SUBSTITUTION	END	t	n
Longfellow	10308	in	it	SUBSTITUTION	END	n	t
Longfellow	10627	As	a	DELETION	END	s	
Longfellow	10665	it	in	SUBSTITUTION	END	t	n
Longfellow	11460	He	the	INSERTION	BEGIN		t
Longfellow	11520	So	to	SUBSTITUTION	BEGIN	s	t
Longfellow	11723	Then	the	DELETION	END	n	
Longfellow	12093	it	at	SUBSTITUTION	BEGIN	i	a
Longfellow	12101	as	a	DELETION	END	s	
Longfellow	12104	As	a	DELETION	END	s	
Longfellow	12435	he	be	SUBSTITUTION	BEGIN	h	b
Longfellow	12585	Then	the	DELETION	END	n	
Longfellow	12636	As	a	DELETION	END	s	
Longfellow	12654	As	a	DELETION	END	s	
Longfellow	12660	As	a	DELETION	END	s	
Longfellow	12675	land	and	DELETION	BEGIN	l	
Longfellow	12881	As	a	DELETION	END	s	
Longfellow	13095	and	hand	INSERTION	BEGIN		h
Longfellow	13863	land	and	DELETION	BEGIN	l	
Longfellow	14108	it	is	SUBSTITUTION	END	t	s
Longfellow	14230	as	a	DELETION	END	s	
Longfellow	14331	Peering	peeping	SUBSTITUTION	MIDDLE	r	p
Longfellow	14536	He	the	INSERTION	BEGIN		t
Longfellow	14553	He	the	INSERTION	BEGIN		t
Longfellow	14628	As	a	DELETION	END	s	
Longfellow	14633	As	a	DELETION	END	s	
Longfellow	14826	Then	the	DELETION	END	n	
Longfellow	14830	He	the	INSERTION	BEGIN		t
Longfellow	14834	He	the	INSERTION	BEGIN		t
Longfellow	15158	sand	and	DELETION	BEGIN	s	
Longfellow	15231	Then	they	SUBSTITUTION	END	n	y
Longfellow	15374	is	as	SUBSTITUTION	BEGIN	i	a
Longfellow	15562	He	the	INSERTION	BEGIN		t
Longfellow	15566	He	the	INSERTION	BEGIN		t
Longfellow	15958	it	is	SUBSTITUTION	END	t	s
Longfellow	15982	it	is	SUBSTITUTION	END	t	s
Longfellow	16025	it	is	SUBSTITUTION	END	t	s
Longfellow	16132	She	the	SUBSTITUTION	BEGIN	s	t
Longfellow	16138	She	the	SUBSTITUTION	BEGIN	s	t
Longfellow	16392	me	my	SUBSTITUTION	END	e	y
Longfellow	16490	in	an	SUBSTITUTION	BEGIN	i	a
Longfellow	16590	As	an	SUBSTITUTION	END	s	n
Longfellow	16593	is	in	SUBSTITUTION	END	s	n
Longfellow	16753	It	is	SUBSTITUTION	END	t	s
Longfellow	16762	in	it	SUBSTITUTION	END	n	t
Longfellow	16885	Then	the	DELETION	END	n	
Longfellow	17130	As	a	DELETION	END	s	
Longfellow	17136	As	a	DELETION	END	s	
Longfellow	17606	on	an	SUBSTITUTION	BEGIN	o	a
Longfellow	17609	On	an	SUBSTITUTION	BEGIN	o	a
Longfellow	17680	Then	the	DELETION	END	n	
Longfellow	17925	As	a	DELETION	END	s	
Longfellow	17996	me	he	SUBSTITUTION	BEGIN	m	h
Longfellow	18111	land	and	DELETION	BEGIN	l	
Longfellow	18398	as	a	DELETION	END	s	
Longfellow	18922	As	a	DELETION	END	s	
Longfellow	18928	As	a	DELETION	END	s	
Longfellow	18948	As	a	DELETION	END	s	
Longfellow	19009	As	a	DELETION	END	s	
Longfellow	19015	As	a	DELETION	END	s	
Longfellow	19350	Then	they	SUBSTITUTION	END	n	y
Longfellow	19699	He	the	INSERTION	BEGIN		t
Longfellow	19706	As	an	SUBSTITUTION	END	s	n
Longfellow	19734	He	the	INSERTION	BEGIN		t
Longfellow	19740	As	a	DELETION	END	s	
Longfellow	19983	as	a	DELETION	END	s	
Longfellow	20234	Then	the	DELETION	END	n	
Longfellow	20257	Then	the	DELETION	END	n	
Longfellow	20333	on	an	SUBSTITUTION	BEGIN	o	a
Longfellow	20352	at	a	DELETION	END	t	
Longfellow	20380	Then	the	DELETION	END	n	
Longfellow	20717	He	the	INSERTION	BEGIN		t
Longfellow	20809	He	the	INSERTION	BEGIN		t
Longfellow	20957	He	the	INSERTION	BEGIN		t
Longfellow	20963	Then	the	DELETION	END	n	
Longfellow	21281	Then	they	SUBSTITUTION	END	n	y
Longfellow	21347	Then	they	SUBSTITUTION	END	n	y
Longfellow	21640	to	go	SUBSTITUTION	BEGIN	t	g
Longfellow	21646	to	go	SUBSTITUTION	BEGIN	t	g
Longfellow	21709	He	the	INSERTION	BEGIN		t
Longfellow	21848	them	the	DELETION	END	m	
Longfellow	22082	on	one	INSERTION	END		e
Longfellow	22135	on	one	INSERTION	END		e
Longfellow	22239	and	an	DELETION	END	d	
Longfellow	22593	Then	the	DELETION	END	n	
Longfellow	22948	As	an	SUBSTITUTION	END	s	n
Longfellow	22954	As	a	DELETION	END	s	
Longfellow	22998	As	an	SUBSTITUTION	END	s	n
Longfellow	23003	As	a	DELETION	END	s	
Longfellow	23165	It	is	SUBSTITUTION	END	t	s
Longfellow	23609	as	a	DELETION	END	s	
