Position	Page	Line	Score	Significance	Discovery	Replication	MetadataBoundary
28760	f103r	4329	0.193649167	NOT_SIGNIFICANT	NO	YES	NONE
28780	f103r	4331	0.132287566	NOT_SIGNIFICANT	NO	YES	NONE
28800	f103r	4334	0.825222274	NOT_SIGNIFICANT	NO	YES	NONE
28820	f103r	4336	0.844626575	NOT_SIGNIFICANT	NO	YES	NONE
28840	f103r	4339	0.529150262	NOT_SIGNIFICANT	NO	YES	NONE
28860	f103r	4340	0.427200187	NOT_SIGNIFICANT	NO	YES	NONE
28880	f103r	4343	0.318625780	NOT_SIGNIFICANT	NO	YES	NONE
28900	f103r	4345	0.285521256	NOT_SIGNIFICANT	NO	YES	NONE
28920	f103r	4348	1.304798835	P99	NO	YES	NONE
28940	f103r	4349	1.279648389	P99	NO	YES	NONE
28960	f103r	4352	0.641840619	NOT_SIGNIFICANT	NO	YES	PAGE
28980	f103v	4354	0.576425685	NOT_SIGNIFICANT	NO	YES	PAGE
29000	f103v	4356	0.234520788	NOT_SIGNIFICANT	NO	YES	NONE
29020	f103v	4358	0.212132034	NOT_SIGNIFICANT	NO	YES	NONE
29040	f103v	4360	0.177407759	NOT_SIGNIFICANT	NO	YES	NONE
29060	f103v	4362	0.355768552	NOT_SIGNIFICANT	NO	YES	NONE
29080	f103v	4364	0.721110255	NOT_SIGNIFICANT	NO	YES	NONE
29100	f103v	4366	0.626498204	NOT_SIGNIFICANT	NO	YES	NONE
29120	f103v	4368	0.794683829	NOT_SIGNIFICANT	NO	YES	NONE
29140	f103v	4370	1.053031701	P95	NO	YES	NONE
29160	f103v	4371	0.466368953	NOT_SIGNIFICANT	NO	YES	NONE
29180	f103v	4374	0.291547595	NOT_SIGNIFICANT	NO	YES	NONE
29200	f103v	4376	1.207269647	P99	NO	YES	NONE
29220	f103v	4377	0.868907360	NOT_SIGNIFICANT	NO	YES	NONE
29240	f103v	4380	0.234520788	NOT_SIGNIFICANT	NO	YES	NONE
29260	f103v	4382	0.370809924	NOT_SIGNIFICANT	NO	YES	NONE
29280	f103v	4384	0.158113883	NOT_SIGNIFICANT	NO	YES	NONE
29300	f103v	4386	0.273861279	NOT_SIGNIFICANT	NO	YES	NONE
29320	f103v	4388	0.316227766	NOT_SIGNIFICANT	NO	YES	NONE
29340	f103v	4390	0.342782730	NOT_SIGNIFICANT	NO	YES	NONE
29360	f103v	4393	0.679318418	NOT_SIGNIFICANT	NO	YES	NONE
29380	f103v	4394	0.549066037	NOT_SIGNIFICANT	NO	YES	NONE
29400	f103v	4397	0.616441400	NOT_SIGNIFICANT	NO	YES	NONE
29420	f103v	4399	1.127618015	P95	NO	YES	PAGE
29440	f104r	4401	0.364005494	NOT_SIGNIFICANT	NO	YES	PAGE
29460	f104r	4402	0.226770011	NOT_SIGNIFICANT	NO	YES	NONE
29480	f104r	4404	0.335410197	NOT_SIGNIFICANT	NO	YES	NONE
29500	f104r	4406	0.435889894	NOT_SIGNIFICANT	NO	YES	NONE
29520	f104r	4408	0.357071421	NOT_SIGNIFICANT	NO	YES	NONE
29540	f104r	4410	0.150000000	NOT_SIGNIFICANT	NO	YES	NONE
29560	f104r	4412	0.320156212	NOT_SIGNIFICANT	NO	YES	NONE
29580	f104r	4414	1.152171862	P95	NO	YES	NONE
29600	f104r	4416	0.563471383	NOT_SIGNIFICANT	NO	YES	NONE
29620	f104r	4418	0.636396103	NOT_SIGNIFICANT	NO	YES	NONE
29640	f104r	4421	0.380788655	NOT_SIGNIFICANT	NO	YES	NONE
29660	f104r	4422	0.320156212	NOT_SIGNIFICANT	NO	YES	NONE
29680	f104r	4424	0.567890835	NOT_SIGNIFICANT	NO	YES	NONE
29700	f104r	4427	0.619163125	NOT_SIGNIFICANT	NO	YES	NONE
29720	f104r	4428	1.165488299	P99	NO	YES	NONE
29740	f104r	4430	0.512347538	NOT_SIGNIFICANT	NO	YES	NONE
29760	f104r	4432	0.324037035	NOT_SIGNIFICANT	NO	YES	NONE
29780	f104r	4434	0.165831240	NOT_SIGNIFICANT	NO	YES	NONE
29800	f104r	4436	0.100000000	NOT_SIGNIFICANT	NO	YES	NONE
29820	f104r	4438	0.463680925	NOT_SIGNIFICANT	NO	YES	NONE
29840	f104r	4440	0.357071421	NOT_SIGNIFICANT	NO	YES	NONE
29860	f104r	4443	0.979346791	P95	NO	YES	PAGE
29880	f104v	4445	0.929580625	P95	NO	YES	PAGE
29900	f104v	4447	0.300000000	NOT_SIGNIFICANT	NO	YES	NONE
29920	f104v	4448	0.273861279	NOT_SIGNIFICANT	NO	YES	NONE
29940	f104v	4450	0.370809924	NOT_SIGNIFICANT	NO	YES	NONE
29960	f104v	4452	0.476969601	NOT_SIGNIFICANT	NO	YES	NONE
29980	f104v	4454	0.502493781	NOT_SIGNIFICANT	NO	YES	NONE
30000	f104v	4456	0.427200187	NOT_SIGNIFICANT	NO	YES	NONE
30020	f104v	4457	0.484767986	NOT_SIGNIFICANT	NO	YES	NONE
30040	f104v	4460	0.377491722	NOT_SIGNIFICANT	NO	YES	NONE
30060	f104v	4461	0.273861279	NOT_SIGNIFICANT	NO	YES	NONE
30080	f104v	4463	0.158113883	NOT_SIGNIFICANT	NO	YES	NONE
30100	f104v	4465	0.308220700	NOT_SIGNIFICANT	NO	YES	NONE
30120	f104v	4467	0.406201920	NOT_SIGNIFICANT	NO	YES	NONE
30140	f104v	4469	0.355699856	NOT_SIGNIFICANT	NO	YES	NONE
30160	f104v	4471	0.146538435	NOT_SIGNIFICANT	NO	YES	NONE
30180	f104v	4473	0.273861279	NOT_SIGNIFICANT	NO	YES	NONE
30200	f104v	4474	0.474341649	NOT_SIGNIFICANT	NO	YES	NONE
30220	f104v	4476	0.843488893	NOT_SIGNIFICANT	NO	YES	NONE
30240	f104v	4478	1.427943412	P99	NO	YES	NONE
30260	f104v	4480	0.320156212	NOT_SIGNIFICANT	NO	YES	NONE
30280	f104v	4482	1.579556900	P99	NO	YES	NONE
30300	f104v	4483	0.782623792	NOT_SIGNIFICANT	NO	YES	NONE
30320	f104v	4485	0.438748219	NOT_SIGNIFICANT	NO	YES	NONE
30340	f104v	4487	0.614410286	NOT_SIGNIFICANT	NO	YES	PAGE
30360	f105r	4489	0.396862697	NOT_SIGNIFICANT	NO	YES	PAGE
30380	f105r	4490	0.580947502	NOT_SIGNIFICANT	NO	YES	NONE
30400	f105r	4492	0.335410197	NOT_SIGNIFICANT	NO	YES	NONE
30420	f105r	4494	0.526782688	NOT_SIGNIFICANT	NO	YES	NONE
30440	f105r	4496	0.469041576	NOT_SIGNIFICANT	NO	YES	NONE
30460	f105r	4499	0.396862697	NOT_SIGNIFICANT	NO	YES	NONE
30480	f105r	4501	0.111803399	NOT_SIGNIFICANT	NO	YES	NONE
30500	f105r	4503	0.614410286	NOT_SIGNIFICANT	NO	YES	NONE
30520	f105r	4505	0.418330013	NOT_SIGNIFICANT	NO	YES	NONE
30540	f105r	4506	0.187082869	NOT_SIGNIFICANT	NO	YES	NONE
30560	f105r	4508	0.522015325	NOT_SIGNIFICANT	NO	YES	NONE
30580	f105r	4510	0.708872344	NOT_SIGNIFICANT	NO	YES	NONE
30600	f105r	4512	0.595818764	NOT_SIGNIFICANT	NO	YES	NONE
30620	f105r	4514	0.264575131	NOT_SIGNIFICANT	NO	YES	NONE
30640	f105r	4516	0.312249900	NOT_SIGNIFICANT	NO	YES	NONE
30660	f105r	4518	0.418330013	NOT_SIGNIFICANT	NO	YES	NONE
30680	f105r	4520	0.300000000	NOT_SIGNIFICANT	NO	YES	NONE
30700	f105r	4521	0.458257569	NOT_SIGNIFICANT	NO	YES	NONE
30720	f105r	4523	1.185326959	P99	NO	YES	PAGE
30740	f105v	4526	0.180277564	NOT_SIGNIFICANT	NO	YES	PAGE
30760	f105v	4528	0.180277564	NOT_SIGNIFICANT	NO	YES	NONE
30780	f105v	4530	0.482182538	NOT_SIGNIFICANT	NO	YES	NONE
30800	f105v	4531	0.350000000	NOT_SIGNIFICANT	NO	YES	NONE
30820	f105v	4534	1.411559421	P99	NO	YES	NONE
30840	f105v	4535	0.239791576	NOT_SIGNIFICANT	NO	YES	NONE
30860	f105v	4536	0.563471383	NOT_SIGNIFICANT	NO	YES	NONE
30880	f105v	4538	0.353553391	NOT_SIGNIFICANT	NO	YES	NONE
30900	f105v	4540	0.706449760	NOT_SIGNIFICANT	NO	YES	NONE
30920	f105v	4542	0.699336302	NOT_SIGNIFICANT	NO	YES	NONE
30940	f105v	4544	0.300000000	NOT_SIGNIFICANT	NO	YES	NONE
30960	f105v	4546	0.273861279	NOT_SIGNIFICANT	NO	YES	NONE
30980	f105v	4548	0.476969601	NOT_SIGNIFICANT	NO	YES	NONE
31000	f105v	4550	0.616441400	NOT_SIGNIFICANT	NO	YES	NONE
31020	f105v	4552	0.234520788	NOT_SIGNIFICANT	NO	YES	NONE
31040	f105v	4554	0.278388218	NOT_SIGNIFICANT	NO	YES	NONE
31060	f105v	4556	0.556776436	NOT_SIGNIFICANT	NO	YES	NONE
31080	f105v	4558	1.119151464	P95	NO	YES	NONE
31100	f105v	4560	0.187082869	NOT_SIGNIFICANT	NO	YES	NONE
31120	f105v	4561	0.100000000	NOT_SIGNIFICANT	NO	YES	PAGE
31140	f106r	4564	0.939414711	P95	NO	YES	PAGE
31160	f106r	4565	0.239791576	NOT_SIGNIFICANT	NO	YES	NONE
31180	f106r	4568	0.350000000	NOT_SIGNIFICANT	NO	YES	NONE
31200	f106r	4570	0.173205081	NOT_SIGNIFICANT	NO	YES	NONE
31220	f106r	4572	0.474341649	NOT_SIGNIFICANT	NO	YES	NONE
31240	f106r	4574	0.455521679	NOT_SIGNIFICANT	NO	YES	NONE
31260	f106r	4576	0.517204022	NOT_SIGNIFICANT	NO	YES	NONE
31280	f106r	4579	0.533853913	NOT_SIGNIFICANT	NO	YES	NONE
31300	f106r	4581	0.784219357	NOT_SIGNIFICANT	NO	YES	NONE
31320	f106r	4583	0.287228132	NOT_SIGNIFICANT	NO	YES	NONE
31340	f106r	4585	0.206155281	NOT_SIGNIFICANT	NO	YES	NONE
31360	f106r	4587	0.606217783	NOT_SIGNIFICANT	NO	YES	NONE
31380	f106r	4590	0.667083203	NOT_SIGNIFICANT	NO	YES	NONE
31400	f106r	4592	0.526782688	NOT_SIGNIFICANT	NO	YES	NONE
31420	f106r	4593	1.107925990	P95	NO	YES	NONE
31440	f106r	4596	0.380788655	NOT_SIGNIFICANT	NO	YES	NONE
31460	f106r	4598	0.450000000	NOT_SIGNIFICANT	NO	YES	NONE
31480	f106r	4601	0.473310034	NOT_SIGNIFICANT	NO	YES	NONE
31500	f106r	4603	0.496460988	NOT_SIGNIFICANT	NO	YES	NONE
31520	f106r	4605	0.287228132	NOT_SIGNIFICANT	NO	YES	NONE
31540	f106r	4607	0.380788655	NOT_SIGNIFICANT	NO	YES	NONE
31560	f106r	4609	0.415331193	NOT_SIGNIFICANT	NO	YES	PAGE
31580	f106v	4611	1.106797181	P95	NO	YES	PAGE
31600	f106v	4613	0.122474487	NOT_SIGNIFICANT	NO	YES	NONE
31620	f106v	4615	0.838152731	NOT_SIGNIFICANT	NO	YES	NONE
31640	f106v	4617	0.502493781	NOT_SIGNIFICANT	NO	YES	NONE
31660	f106v	4619	0.845576726	NOT_SIGNIFICANT	NO	YES	NONE
31680	f106v	4621	0.254950976	NOT_SIGNIFICANT	NO	YES	NONE
31700	f106v	4623	0.229128785	NOT_SIGNIFICANT	NO	YES	NONE
31720	f106v	4625	0.427200187	NOT_SIGNIFICANT	NO	YES	NONE
31740	f106v	4628	0.804673847	NOT_SIGNIFICANT	NO	YES	NONE
31760	f106v	4630	0.291547595	NOT_SIGNIFICANT	NO	YES	NONE
31780	f106v	4632	0.193649167	NOT_SIGNIFICANT	NO	YES	NONE
31800	f106v	4634	0.547722558	NOT_SIGNIFICANT	NO	YES	NONE
31820	f106v	4636	1.031988372	P95	NO	YES	NONE
31840	f106v	4639	0.229128785	NOT_SIGNIFICANT	NO	YES	NONE
31860	f106v	4641	0.455521679	NOT_SIGNIFICANT	NO	YES	NONE
31880	f106v	4643	0.552268051	NOT_SIGNIFICANT	NO	YES	NONE
31900	f106v	4645	0.585234996	NOT_SIGNIFICANT	NO	YES	NONE
31920	f106v	4647	0.234520788	NOT_SIGNIFICANT	NO	YES	NONE
31940	f106v	4650	0.200000000	NOT_SIGNIFICANT	NO	YES	NONE
31960	f106v	4652	0.444409721	NOT_SIGNIFICANT	NO	YES	NONE
31980	f106v	4653	0.341210548	NOT_SIGNIFICANT	NO	YES	NONE
32000	f106v	4655	0.491498996	NOT_SIGNIFICANT	NO	YES	PAGE
32020	f107r	4658	0.158113883	NOT_SIGNIFICANT	NO	YES	PAGE
32040	f107r	4660	0.522015325	NOT_SIGNIFICANT	NO	YES	NONE
32060	f107r	4662	0.070710678	NOT_SIGNIFICANT	NO	YES	NONE
32080	f107r	4664	0.165831240	NOT_SIGNIFICANT	NO	YES	NONE
32100	f107r	4666	0.608276253	NOT_SIGNIFICANT	NO	YES	NONE
32120	f107r	4668	0.377491722	NOT_SIGNIFICANT	NO	YES	NONE
32140	f107r	4670	0.447213595	NOT_SIGNIFICANT	NO	YES	NONE
32160	f107r	4672	0.570087713	NOT_SIGNIFICANT	NO	YES	NONE
32180	f107r	4675	1.007472084	P95	NO	YES	NONE
32200	f107r	4676	0.804673847	NOT_SIGNIFICANT	NO	YES	NONE
32220	f107r	4679	0.476969601	NOT_SIGNIFICANT	NO	YES	NONE
32240	f107r	4681	0.300000000	NOT_SIGNIFICANT	NO	YES	NONE
32260	f107r	4683	0.427200187	NOT_SIGNIFICANT	NO	YES	NONE
32280	f107r	4685	0.476969601	NOT_SIGNIFICANT	NO	YES	NONE
32300	f107r	4688	1.569235483	P99	NO	YES	NONE
32320	f107r	4690	0.550000000	NOT_SIGNIFICANT	NO	YES	NONE
32340	f107r	4691	0.254950976	NOT_SIGNIFICANT	NO	YES	NONE
32360	f107r	4693	0.427200187	NOT_SIGNIFICANT	NO	YES	NONE
32380	f107r	4696	0.793725393	NOT_SIGNIFICANT	NO	YES	NONE
32400	f107r	4698	0.576628130	NOT_SIGNIFICANT	NO	YES	NONE
32420	f107r	4700	0.517204022	NOT_SIGNIFICANT	NO	YES	NONE
32440	f107r	4702	0.821583836	NOT_SIGNIFICANT	NO	YES	NONE
32460	f107r	4705	0.427200187	NOT_SIGNIFICANT	NO	YES	NONE
32480	f107r	4706	0.380788655	NOT_SIGNIFICANT	NO	YES	NONE
32500	f107r	4708	0.915150261	NOT_SIGNIFICANT	NO	YES	PAGE
32520	f107v	4710	0.622494980	NOT_SIGNIFICANT	NO	YES	PAGE
32540	f107v	4711	1.106797181	P95	NO	YES	NONE
32560	f107v	4714	0.173205081	NOT_SIGNIFICANT	NO	YES	NONE
32580	f107v	4716	0.421307489	NOT_SIGNIFICANT	NO	YES	NONE
32600	f107v	4718	0.322449241	NOT_SIGNIFICANT	NO	YES	NONE
32620	f107v	4720	0.324037035	NOT_SIGNIFICANT	NO	YES	NONE
32640	f107v	4722	0.348670708	NOT_SIGNIFICANT	NO	YES	NONE
32660	f107v	4724	0.335410197	NOT_SIGNIFICANT	NO	YES	NONE
32680	f107v	4726	0.221299600	NOT_SIGNIFICANT	NO	YES	NONE
32700	f107v	4729	0.754270931	NOT_SIGNIFICANT	NO	YES	NONE
32720	f107v	4731	0.938083152	P95	NO	YES	NONE
32740	f107v	4733	1.171537451	P99	NO	YES	NONE
32760	f107v	4735	1.388344338	P99	NO	YES	NONE
32780	f107v	4737	0.784219357	NOT_SIGNIFICANT	NO	YES	NONE
32800	f107v	4739	0.357071421	NOT_SIGNIFICANT	NO	YES	NONE
32820	f107v	4741	0.504975247	NOT_SIGNIFICANT	NO	YES	NONE
32840	f107v	4744	0.346410162	NOT_SIGNIFICANT	NO	YES	NONE
32860	f107v	4746	0.193649167	NOT_SIGNIFICANT	NO	YES	NONE
32880	f107v	4748	0.764852927	NOT_SIGNIFICANT	NO	YES	NONE
32900	f107v	4751	0.542193243	NOT_SIGNIFICANT	NO	YES	NONE
32920	f107v	4753	0.137566849	NOT_SIGNIFICANT	NO	YES	NONE
32940	f107v	4755	0.483758605	NOT_SIGNIFICANT	NO	YES	NONE
32960	f107v	4757	0.449021311	NOT_SIGNIFICANT	NO	YES	PAGE
32980	f108r	4759	0.998749218	P95	NO	YES	PAGE
33000	f108r	4761	1.033198916	P95	NO	YES	NONE
33020	f108r	4763	0.269258240	NOT_SIGNIFICANT	NO	YES	NONE
33040	f108r	4764	0.452769257	NOT_SIGNIFICANT	NO	YES	NONE
33060	f108r	4766	0.339116499	NOT_SIGNIFICANT	NO	YES	NONE
33080	f108r	4768	0.380788655	NOT_SIGNIFICANT	NO	YES	NONE
33100	f108r	4770	0.287228132	NOT_SIGNIFICANT	NO	YES	NONE
33120	f108r	4772	0.234520788	NOT_SIGNIFICANT	NO	YES	NONE
33140	f108r	4774	0.234520788	NOT_SIGNIFICANT	NO	YES	NONE
33160	f108r	4776	0.587367006	NOT_SIGNIFICANT	NO	YES	NONE
33180	f108r	4779	1.124722188	P95	NO	YES	NONE
33200	f108r	4781	0.367423461	NOT_SIGNIFICANT	NO	YES	NONE
33220	f108r	4782	0.474341649	NOT_SIGNIFICANT	NO	YES	NONE
33240	f108r	4784	0.836660027	NOT_SIGNIFICANT	NO	YES	NONE
33260	f108r	4787	0.350000000	NOT_SIGNIFICANT	NO	YES	NONE
33280	f108r	4789	0.604152299	NOT_SIGNIFICANT	NO	YES	NONE
33300	f108r	4791	0.698212002	NOT_SIGNIFICANT	NO	YES	NONE
33320	f108r	4793	0.589491306	NOT_SIGNIFICANT	NO	YES	NONE
33340	f108r	4796	0.430116263	NOT_SIGNIFICANT	NO	YES	NONE
33360	f108r	4797	0.590863891	NOT_SIGNIFICANT	NO	YES	NONE
33380	f108r	4799	0.760999434	NOT_SIGNIFICANT	NO	YES	NONE
33400	f108r	4802	0.552268051	NOT_SIGNIFICANT	NO	YES	NONE
33420	f108r	4803	0.687386354	NOT_SIGNIFICANT	NO	YES	NONE
33440	f108r	4805	1.630028969	P99	NO	YES	NONE
33460	f108r	4807	1.493079033	P99	NO	YES	PAGE
33480	f108v	4809	0.794714580	NOT_SIGNIFICANT	NO	YES	PAGE
33500	f108v	4811	0.513783527	NOT_SIGNIFICANT	NO	YES	NONE
33520	f108v	4813	0.696419414	NOT_SIGNIFICANT	NO	YES	NONE
33540	f108v	4815	0.832165849	NOT_SIGNIFICANT	NO	YES	NONE
33560	f108v	4817	0.595818764	NOT_SIGNIFICANT	NO	YES	NONE
33580	f108v	4818	0.806225775	NOT_SIGNIFICANT	NO	YES	NONE
33600	f108v	4820	0.724568837	NOT_SIGNIFICANT	NO	YES	NONE
33620	f108v	4822	1.268857754	P99	NO	YES	NONE
33640	f108v	4824	0.771362431	NOT_SIGNIFICANT	NO	YES	NONE
33660	f108v	4825	0.165831240	NOT_SIGNIFICANT	NO	YES	NONE
33680	f108v	4828	0.234520788	NOT_SIGNIFICANT	NO	YES	NONE
33700	f108v	4829	0.628490254	NOT_SIGNIFICANT	NO	YES	NONE
33720	f108v	4831	0.141421356	NOT_SIGNIFICANT	NO	YES	NONE
33740	f108v	4833	0.229128785	NOT_SIGNIFICANT	NO	YES	NONE
33760	f108v	4834	0.150000000	NOT_SIGNIFICANT	NO	YES	NONE
33780	f108v	4836	1.022252415	P95	NO	YES	NONE
33800	f108v	4838	0.150000000	NOT_SIGNIFICANT	NO	YES	NONE
33820	f108v	4840	0.576628130	NOT_SIGNIFICANT	NO	YES	NONE
33840	f108v	4841	0.602079729	NOT_SIGNIFICANT	NO	YES	NONE
33860	f108v	4843	0.266979424	NOT_SIGNIFICANT	NO	YES	NONE
33880	f108v	4845	0.742612626	NOT_SIGNIFICANT	NO	YES	NONE
33900	f108v	4847	0.798435971	NOT_SIGNIFICANT	NO	YES	NONE
33920	f108v	4849	0.565685425	NOT_SIGNIFICANT	NO	YES	NONE
33940	f108v	4851	0.809320703	NOT_SIGNIFICANT	NO	YES	NONE
33960	f108v	4852	0.456975807	NOT_SIGNIFICANT	NO	YES	NONE
33980	f108v	4854	0.651094953	NOT_SIGNIFICANT	NO	YES	NONE
34000	f108v	4856	0.517204022	NOT_SIGNIFICANT	NO	YES	NONE
34020	f108v	4858	0.234520788	NOT_SIGNIFICANT	NO	YES	NONE
34040	f108v	4859	0.618465844	NOT_SIGNIFICANT	NO	YES	PAGE
34060	f111r	4862	0.447213595	NOT_SIGNIFICANT	NO	YES	PAGE
34080	f111r	4864	0.651920241	NOT_SIGNIFICANT	NO	YES	NONE
34100	f111r	4865	0.492442890	NOT_SIGNIFICANT	NO	YES	NONE
34120	f111r	4867	0.320156212	NOT_SIGNIFICANT	NO	YES	NONE
34140	f111r	4869	0.533853913	NOT_SIGNIFICANT	NO	YES	NONE
34160	f111r	4870	0.359060772	NOT_SIGNIFICANT	NO	YES	NONE
34180	f111r	4872	0.521078102	NOT_SIGNIFICANT	NO	YES	NONE
34200	f111r	4874	0.474341649	NOT_SIGNIFICANT	NO	YES	NONE
34220	f111r	4875	0.632455532	NOT_SIGNIFICANT	NO	YES	NONE
34240	f111r	4877	0.455521679	NOT_SIGNIFICANT	NO	YES	NONE
34260	f111r	4879	0.380788655	NOT_SIGNIFICANT	NO	YES	NONE
34280	f111r	4880	2.294558781	P99	NO	YES	NONE
34300	f111r	4881	0.928708781	P95	NO	YES	NONE
34320	f111r	4883	1.534600925	P99	NO	YES	NONE
34340	f111r	4884	1.018577439	P95	NO	YES	NONE
34360	f111r	4886	0.533853913	NOT_SIGNIFICANT	NO	YES	NONE
34380	f111r	4887	0.187082869	NOT_SIGNIFICANT	NO	YES	NONE
34400	f111r	4889	0.514781507	NOT_SIGNIFICANT	NO	YES	NONE
34420	f111r	4891	0.618465844	NOT_SIGNIFICANT	NO	YES	NONE
34440	f111r	4893	0.444409721	NOT_SIGNIFICANT	NO	YES	NONE
34460	f111r	4894	0.618465844	NOT_SIGNIFICANT	NO	YES	NONE
34480	f111r	4897	0.791531672	NOT_SIGNIFICANT	NO	YES	NONE
34500	f111r	4898	0.508846379	NOT_SIGNIFICANT	NO	YES	NONE
34520	f111r	4900	0.833666600	NOT_SIGNIFICANT	NO	YES	NONE
34540	f111r	4902	0.758287544	NOT_SIGNIFICANT	NO	YES	NONE
34560	f111r	4904	1.128051417	P95	NO	YES	NONE
34580	f111r	4906	0.367423461	NOT_SIGNIFICANT	NO	YES	NONE
34600	f111r	4908	0.771362431	NOT_SIGNIFICANT	NO	YES	NONE
34620	f111r	4909	1.168332145	P99	NO	YES	NONE
34640	f111r	4911	0.259807621	NOT_SIGNIFICANT	NO	YES	NONE
34660	f111r	4913	1.159741350	P95	NO	YES	PAGE
34680	f111v	4915	0.504975247	NOT_SIGNIFICANT	NO	YES	PAGE
34700	f111v	4917	0.772981242	NOT_SIGNIFICANT	NO	YES	NONE
34720	f111v	4919	0.316227766	NOT_SIGNIFICANT	NO	YES	NONE
34740	f111v	4920	0.676387463	NOT_SIGNIFICANT	NO	YES	NONE
34760	f111v	4922	0.193649167	NOT_SIGNIFICANT	NO	YES	NONE
34780	f111v	4924	0.273861279	NOT_SIGNIFICANT	NO	YES	NONE
34800	f111v	4925	0.659545298	NOT_SIGNIFICANT	NO	YES	NONE
34820	f111v	4927	0.469041576	NOT_SIGNIFICANT	NO	YES	NONE
34840	f111v	4929	0.759419441	NOT_SIGNIFICANT	NO	YES	NONE
34860	f111v	4930	0.454554879	NOT_SIGNIFICANT	NO	YES	NONE
34880	f111v	4932	0.415331193	NOT_SIGNIFICANT	NO	YES	NONE
34900	f111v	4933	0.745938763	NOT_SIGNIFICANT	NO	YES	NONE
34920	f111v	4935	0.209698624	NOT_SIGNIFICANT	NO	YES	NONE
34940	f111v	4936	0.452769257	NOT_SIGNIFICANT	NO	YES	NONE
34960	f111v	4938	0.254950976	NOT_SIGNIFICANT	NO	YES	NONE
34980	f111v	4941	0.324037035	NOT_SIGNIFICANT	NO	YES	NONE
35000	f111v	4943	0.254950976	NOT_SIGNIFICANT	NO	YES	NONE
35020	f111v	4945	1.263274703	P99	NO	YES	NONE
35040	f111v	4946	0.937210209	P95	NO	YES	NONE
35060	f111v	4948	0.193649167	NOT_SIGNIFICANT	NO	YES	NONE
35080	f111v	4950	0.372725955	NOT_SIGNIFICANT	NO	YES	NONE
35100	f111v	4952	0.800767843	NOT_SIGNIFICANT	NO	YES	NONE
35120	f111v	4954	0.536190265	NOT_SIGNIFICANT	NO	YES	NONE
35140	f111v	4956	0.567890835	NOT_SIGNIFICANT	NO	YES	NONE
35160	f111v	4957	0.364005494	NOT_SIGNIFICANT	NO	YES	NONE
35180	f111v	4960	0.377491722	NOT_SIGNIFICANT	NO	YES	NONE
35200	f111v	4962	0.893028555	NOT_SIGNIFICANT	NO	YES	NONE
35220	f111v	4964	0.392394588	NOT_SIGNIFICANT	NO	YES	PAGE
35240	f112r	4966	0.744326802	NOT_SIGNIFICANT	NO	YES	PAGE
35260	f112r	4968	0.350000000	NOT_SIGNIFICANT	NO	YES	NONE
35280	f112r	4970	0.463680925	NOT_SIGNIFICANT	NO	YES	NONE
35300	f112r	4973	0.460977223	NOT_SIGNIFICANT	NO	YES	NONE
35320	f112r	4976	0.226877749	NOT_SIGNIFICANT	NO	YES	NONE
35340	f112r	4978	0.267345306	NOT_SIGNIFICANT	NO	YES	NONE
35360	f112r	4981	0.668954408	NOT_SIGNIFICANT	NO	YES	NONE
35380	f112r	4982	0.648074070	NOT_SIGNIFICANT	NO	YES	NONE
35400	f112r	4984	0.512347538	NOT_SIGNIFICANT	NO	YES	NONE
35420	f112r	4986	0.689202438	NOT_SIGNIFICANT	NO	YES	NONE
35440	f112r	4989	0.122474487	NOT_SIGNIFICANT	NO	YES	NONE
35460	f112r	4992	0.708872344	NOT_SIGNIFICANT	NO	YES	NONE
35480	f112r	4994	1.083974169	P95	NO	YES	NONE
35500	f112r	4996	0.259807621	NOT_SIGNIFICANT	NO	YES	NONE
35520	f112r	4998	0.657647322	NOT_SIGNIFICANT	NO	YES	NONE
35540	f112r	5000	0.722232745	NOT_SIGNIFICANT	NO	YES	NONE
35560	f112r	5002	0.656978035	NOT_SIGNIFICANT	NO	YES	NONE
35580	f112r	5004	0.187082869	NOT_SIGNIFICANT	NO	YES	NONE
35600	f112r	5006	0.531507291	NOT_SIGNIFICANT	NO	YES	NONE
35620	f112r	5008	0.374165739	NOT_SIGNIFICANT	NO	YES	NONE
35640	f112r	5010	0.492442890	NOT_SIGNIFICANT	NO	YES	PAGE
35660	f112v	5012	0.287228132	NOT_SIGNIFICANT	NO	YES	PAGE
35680	f112v	5014	0.585234996	NOT_SIGNIFICANT	NO	YES	NONE
35700	f112v	5017	0.512347538	NOT_SIGNIFICANT	NO	YES	NONE
35720	f112v	5019	0.239791576	NOT_SIGNIFICANT	NO	YES	NONE
35740	f112v	5022	0.250000000	NOT_SIGNIFICANT	NO	YES	NONE
35760	f112v	5024	0.396862697	NOT_SIGNIFICANT	NO	YES	NONE
35780	f112v	5027	0.665206735	NOT_SIGNIFICANT	NO	YES	NONE
35800	f112v	5029	0.519615242	NOT_SIGNIFICANT	NO	YES	NONE
35820	f112v	5031	0.254950976	NOT_SIGNIFICANT	NO	YES	NONE
35840	f112v	5033	0.193649167	NOT_SIGNIFICANT	NO	YES	NONE
35860	f112v	5035	0.763216876	NOT_SIGNIFICANT	NO	YES	NONE
35880	f112v	5038	0.663324958	NOT_SIGNIFICANT	NO	YES	NONE
35900	f112v	5040	0.610327781	NOT_SIGNIFICANT	NO	YES	NONE
35920	f112v	5042	0.427200187	NOT_SIGNIFICANT	NO	YES	NONE
