position	metadata_type	from	to
21299	line	f84r.32	f84r.33
21314	line	f84r.33	f84r.34
21324	line	f84r.34	f84r.35
21334	line	f84r.35	f84r.36
21348	line	f84r.36	f84r.37
21356	line	f84r.37	f84r.38
21365	line	f84r.38	f84r.39
21371	line	f84r.39	f84r.40
21377	line	f84r.40	f84r.41
21383	line	f84r.41	f84r.42
21389	line	f84r.42	f84r.43
21395	line	f84r.43	f84r.44
21403	line	f84r.44	f84r.45
21409	line	f84r.45	f84r.46
21415	line	f84r.46	f84r.47
21416	line	f84r.47	f84v.1
21421	line	f84v.1	f84v.2
21425	line	f84v.2	f84v.3
21431	line	f84v.3	f84v.4
21438	line	f84v.4	f84v.5
21445	line	f84v.5	f84v.6
21450	line	f84v.6	f84v.7
21457	line	f84v.7	f84v.8
21463	line	f84v.8	f84v.9
21469	line	f84v.9	f84v.10
21476	line	f84v.10	f84v.11
21485	line	f84v.11	f84v.12
21494	line	f84v.12	f84v.13
21504	line	f84v.13	f84v.14
21517	line	f84v.14	f84v.15
21528	line	f84v.15	f84v.16
21541	line	f84v.16	f84v.17
21553	line	f84v.17	f84v.18
21564	line	f84v.18	f84v.19
21576	line	f84v.19	f84v.20
21581	line	f84v.20	f84v.21
21592	line	f84v.21	f84v.22
21603	line	f84v.22	f84v.23
21610	line	f84v.23	f84v.24
21617	line	f84v.24	f84v.25
21623	line	f84v.25	f84v.26
21629	line	f84v.26	f84v.27
21635	line	f84v.27	f84v.28
21641	line	f84v.28	f84v.29
21647	line	f84v.29	f84v.30
21653	line	f84v.30	f84v.31
21660	line	f84v.31	f84v.32
21667	line	f84v.32	f84v.33
21675	line	f84v.33	f84v.34
21686	line	f84v.34	f84v.35
21696	line	f84v.35	f84v.36
21707	line	f84v.36	f84v.37
21716	line	f84v.37	f84v.38
21724	line	f84v.38	f84v.39
21733	line	f84v.39	f84v.40
21741	line	f84v.40	f84v.41
21746	line	f84v.41	f84v.42
21747	line	f84v.42	f84v.43
21748	line	f84v.43	f84v.44
21749	line	f84v.44	f84v.45
21750	line	f84v.45	f84v.46
21751	line	f84v.46	f84v.47
21752	line	f84v.47	f84v.48
21754	line	f84v.48	f84v.49
21755	line	f84v.49	f84v.50
21756	line	f84v.50	f84v.51
21757	line	f84v.51	f85r1.1
21768	line	f85r1.1	f85r1.2
21780	line	f85r1.2	f85r1.3
21791	line	f85r1.3	f85r1.4
21801	line	f85r1.4	f85r1.5
21811	line	f85r1.5	f85r1.6
21818	line	f85r1.6	f85r1.7
21828	line	f85r1.7	f85r1.8
21839	line	f85r1.8	f85r1.9
21850	line	f85r1.9	f85r1.10
21854	line	f85r1.10	f85r1.11
21866	line	f85r1.11	f85r1.12
21877	line	f85r1.12	f85r1.13
21889	line	f85r1.13	f85r1.14
21901	line	f85r1.14	f85r1.15
21913	line	f85r1.15	f85r1.16
21918	line	f85r1.16	f85r1.17
21928	line	f85r1.17	f85r1.18
21938	line	f85r1.18	f85r1.19
21943	line	f85r1.19	f85r1.20
21954	line	f85r1.20	f85r1.21
21965	line	f85r1.21	f85r1.22
21971	line	f85r1.22	f85r1.23
21982	line	f85r1.23	f85r1.24
21992	line	f85r1.24	f85r1.25
21997	line	f85r1.25	f85r1.26
22010	line	f85r1.26	f85r1.27
22019	line	f85r1.27	f85r1.28
22030	line	f85r1.28	f85r1.29
22043	line	f85r1.29	f85r1.30
22053	line	f85r1.30	f85r1.31
22065	line	f85r1.31	f85r1.32
22077	line	f85r1.32	f85r1.33
22088	line	f85r1.33	f85r1.34
22098	line	f85r1.34	f85r1.35
22104	line	f85r1.35	f85r2.1
22139	line	f85r2.1	f85r2.2
22144	line	f85r2.2	f85r2.3
22149	line	f85r2.3	f85r2.4
22154	line	f85r2.4	f85r2.5
22157	line	f85r2.5	f85r2.6
22158	line	f85r2.6	f85r2.7
22163	line	f85r2.7	f85r2.8
22169	line	f85r2.8	f85r2.9
22175	line	f85r2.9	f85r2.10
22181	line	f85r2.10	f85r2.11
22185	line	f85r2.11	f85r2.12
22189	line	f85r2.12	f85r2.13
22194	line	f85r2.13	f85r2.14
22198	line	f85r2.14	f85r2.15
22203	line	f85r2.15	f85r2.16
22208	line	f85r2.16	f85r2.17
22211	line	f85r2.17	f85r2.18
22216	line	f85r2.18	f85r2.19
22221	line	f85r2.19	f85r2.20
22229	line	f85r2.20	f85r2.21
22234	line	f85r2.21	f85r2.22
22242	line	f85r2.22	f85r2.23
22247	line	f85r2.23	f85r2.24
22260	line	f85r2.24	fRos.1
22261	line	fRos.1	fRos.2
22294	line	fRos.2	fRos.3
22296	line	fRos.3	fRos.4
22298	line	fRos.4	fRos.5
22299	line	fRos.5	fRos.6
22300	line	fRos.6	fRos.7
22302	line	fRos.7	fRos.8
22304	line	fRos.8	fRos.9
22306	line	fRos.9	fRos.10
22307	line	fRos.10	fRos.11
22308	line	fRos.11	fRos.12
22309	line	fRos.12	fRos.13
22310	line	fRos.13	fRos.14
22311	line	fRos.14	fRos.15
22312	line	fRos.15	fRos.16
22313	line	fRos.16	fRos.17
22314	line	fRos.17	fRos.18
22315	line	fRos.18	fRos.19
22316	line	fRos.19	fRos.20
22359	line	fRos.20	fRos.21
22360	line	fRos.21	fRos.22
22361	line	fRos.22	fRos.23
22362	line	fRos.23	fRos.24
22363	line	fRos.24	fRos.25
22364	line	fRos.25	fRos.26
22365	line	fRos.26	fRos.27
22366	line	fRos.27	fRos.28
22367	line	fRos.28	fRos.29
22368	line	fRos.29	fRos.30
22369	line	fRos.30	fRos.31
22370	line	fRos.31	fRos.32
22371	line	fRos.32	fRos.33
22373	line	fRos.33	fRos.34
22374	line	fRos.34	fRos.35
22409	line	fRos.35	fRos.36
22425	line	fRos.36	fRos.37
22427	line	fRos.37	fRos.38
22429	line	fRos.38	fRos.39
22432	line	fRos.39	fRos.40
22435	line	fRos.40	fRos.41
22436	line	fRos.41	fRos.42
22437	line	fRos.42	fRos.43
22438	line	fRos.43	fRos.44
22439	line	fRos.44	fRos.45
22441	line	fRos.45	fRos.46
22442	line	fRos.46	fRos.47
22474	line	fRos.47	fRos.48
22475	line	fRos.48	fRos.49
22477	line	fRos.49	fRos.50
22478	line	fRos.50	fRos.51
22479	line	fRos.51	fRos.52
22480	line	fRos.52	fRos.53
22481	line	fRos.53	fRos.54
22482	line	fRos.54	fRos.55
22483	line	fRos.55	fRos.56
22484	line	fRos.56	fRos.57
22485	line	fRos.57	fRos.58
22486	line	fRos.58	fRos.59
22487	line	fRos.59	fRos.60
22489	line	fRos.60	fRos.61
22490	line	fRos.61	fRos.62
22537	line	fRos.62	fRos.63
22538	line	fRos.63	fRos.64
22539	line	fRos.64	fRos.65
22540	line	fRos.65	fRos.66
22541	line	fRos.66	fRos.67
22542	line	fRos.67	fRos.68
22543	line	fRos.68	fRos.69
22544	line	fRos.69	fRos.70
22546	line	fRos.70	fRos.71
22548	line	fRos.71	fRos.72
22550	line	fRos.72	fRos.73
22552	line	fRos.73	fRos.74
22553	line	fRos.74	fRos.75
22554	line	fRos.75	fRos.76
22555	line	fRos.76	fRos.77
22556	line	fRos.77	fRos.78
22557	line	fRos.78	fRos.79
22558	line	fRos.79	fRos.80
22559	line	fRos.80	fRos.81
22560	line	fRos.81	fRos.82
22561	line	fRos.82	fRos.83
22562	line	fRos.83	fRos.84
22563	line	fRos.84	fRos.85
22564	line	fRos.85	fRos.86
22565	line	fRos.86	fRos.87
22597	line	fRos.87	fRos.88
22598	line	fRos.88	fRos.89
22599	line	fRos.89	fRos.90
22601	line	fRos.90	fRos.91
22603	line	fRos.91	fRos.92
22604	line	fRos.92	fRos.93
22605	line	fRos.93	fRos.94
22641	line	fRos.94	fRos.95
22642	line	fRos.95	fRos.96
22643	line	fRos.96	fRos.97
22644	line	fRos.97	fRos.98
22645	line	fRos.98	fRos.99
22646	line	fRos.99	fRos.100
22647	line	fRos.100	fRos.101
22648	line	fRos.101	fRos.102
22649	line	fRos.102	fRos.103
22650	line	fRos.103	fRos.104
22651	line	fRos.104	fRos.105
22652	line	fRos.105	fRos.106
22653	line	fRos.106	fRos.107
22655	line	fRos.107	fRos.108
22656	line	fRos.108	fRos.109
22657	line	fRos.109	fRos.110
22658	line	fRos.110	fRos.111
22659	line	fRos.111	fRos.112
22660	line	fRos.112	fRos.113
22663	line	fRos.113	fRos.114
22666	line	fRos.114	fRos.115
22667	line	fRos.115	fRos.116
22668	line	fRos.116	fRos.117
22669	line	fRos.117	fRos.118
22670	line	fRos.118	fRos.119
22671	line	fRos.119	fRos.120
22672	line	fRos.120	fRos.121
22674	line	fRos.121	fRos.122
22708	line	fRos.122	fRos.123
22709	line	fRos.123	fRos.124
22710	line	fRos.124	fRos.125
22711	line	fRos.125	fRos.126
22712	line	fRos.126	fRos.127
22713	line	fRos.127	fRos.128
22714	line	fRos.128	fRos.129
22715	line	fRos.129	fRos.130
22716	line	fRos.130	fRos.131
22717	line	fRos.131	fRos.132
22718	line	fRos.132	fRos.133
22748	line	fRos.133	fRos.134
22749	line	fRos.134	fRos.135
22750	line	fRos.135	fRos.136
22751	line	fRos.136	fRos.137
22754	line	fRos.137	fRos.138
22759	line	fRos.138	fRos.139
22763	line	fRos.139	fRos.140
22766	line	fRos.140	fRos.141
22771	line	fRos.141	fRos.142
22774	line	fRos.142	fRos.143
22778	line	fRos.143	fRos.144
22782	line	fRos.144	fRos.145
22784	line	fRos.145	fRos.146
22785	line	fRos.146	fRos.147
22786	line	fRos.147	fRos.148
22787	line	fRos.148	fRos.149
22788	line	fRos.149	fRos.150
22789	line	fRos.150	fRos.151
22791	line	fRos.151	fRos.152
22792	line	fRos.152	fRos.153
22793	line	fRos.153	fRos.154
22794	line	fRos.154	fRos.155
22795	line	fRos.155	fRos.156
22796	line	fRos.156	fRos.157
22797	line	fRos.157	fRos.158
22798	line	fRos.158	fRos.159
22799	line	fRos.159	fRos.160
22800	line	fRos.160	f86v4.1
22839	line	f86v4.1	f86v4.2
22871	line	f86v4.2	f86v4.3
22908	line	f86v4.3	f86v4.4
22942	line	f86v4.4	f86v4.5
22951	line	f86v4.5	f86v4.6
22964	line	f86v4.6	f86v4.7
22976	line	f86v4.7	f86v4.8
22987	line	f86v4.8	f86v4.9
22991	line	f86v4.9	f86v6.1
23001	line	f86v6.1	f86v6.2
23013	line	f86v6.2	f86v6.3
23025	line	f86v6.3	f86v6.4
23038	line	f86v6.4	f86v6.5
23050	line	f86v6.5	f86v6.6
23062	line	f86v6.6	f86v6.7
23077	line	f86v6.7	f86v6.8
23088	line	f86v6.8	f86v6.9
23099	line	f86v6.9	f86v6.10
23109	line	f86v6.10	f86v6.11
23120	line	f86v6.11	f86v6.12
23124	line	f86v6.12	f86v6.13
23133	line	f86v6.13	f86v6.14
23145	line	f86v6.14	f86v6.15
23156	line	f86v6.15	f86v6.16
23166	line	f86v6.16	f86v6.17
23179	line	f86v6.17	f86v6.18
23190	line	f86v6.18	f86v6.19
23197	line	f86v6.19	f86v6.20
23207	line	f86v6.20	f86v6.21
23219	line	f86v6.21	f86v6.22
23230	line	f86v6.22	f86v6.23
23243	line	f86v6.23	f86v6.24
23256	line	f86v6.24	f86v6.25
23266	line	f86v6.25	f86v6.26
23276	line	f86v6.26	f86v6.27
23288	line	f86v6.27	f86v6.28
23302	line	f86v6.28	f86v6.29
23312	line	f86v6.29	f86v6.30
23321	line	f86v6.30	f86v6.31
23332	line	f86v6.31	f86v6.32
23344	line	f86v6.32	f86v6.33
23357	line	f86v6.33	f86v6.34
23369	line	f86v6.34	f86v6.35
23380	line	f86v6.35	f86v6.36
23390	line	f86v6.36	f86v6.37
23401	line	f86v6.37	f86v6.38
23411	line	f86v6.38	f86v6.39
23423	line	f86v6.39	f86v6.40
23435	line	f86v6.40	f86v6.41
23444	line	f86v6.41	f86v6.42
23454	line	f86v6.42	f86v6.43
23463	line	f86v6.43	f86v6.44
23473	line	f86v6.44	f86v6.45
23481	line	f86v6.45	f86v5.1
23494	line	f86v5.1	f86v5.2
23506	line	f86v5.2	f86v5.3
23515	line	f86v5.3	f86v5.4
23526	line	f86v5.4	f86v5.5
23537	line	f86v5.5	f86v5.6
23544	line	f86v5.6	f86v5.7
23553	line	f86v5.7	f86v5.8
23564	line	f86v5.8	f86v5.9
23576	line	f86v5.9	f86v5.10
23587	line	f86v5.10	f86v5.11
23597	line	f86v5.11	f86v5.12
23608	line	f86v5.12	f86v5.13
23619	line	f86v5.13	f86v5.14
23630	line	f86v5.14	f86v5.15
23642	line	f86v5.15	f86v5.16
23650	line	f86v5.16	f86v5.17
23659	line	f86v5.17	f86v5.18
23670	line	f86v5.18	f86v5.19
23679	line	f86v5.19	f86v5.20
23689	line	f86v5.20	f86v5.21
23700	line	f86v5.21	f86v5.22
23709	line	f86v5.22	f86v5.23
23720	line	f86v5.23	f86v5.24
23729	line	f86v5.24	f86v5.25
23735	line	f86v5.25	f86v5.26
23746	line	f86v5.26	f86v5.27
23757	line	f86v5.27	f86v5.28
23771	line	f86v5.28	f86v5.29
23780	line	f86v5.29	f86v5.30
23789	line	f86v5.30	f86v5.31
23799	line	f86v5.31	f86v5.32
23811	line	f86v5.32	f86v5.33
23821	line	f86v5.33	f86v5.34
23830	line	f86v5.34	f86v5.35
23841	line	f86v5.35	f86v5.36
23850	line	f86v5.36	f86v5.37
23858	line	f86v5.37	f86v5.38
23866	line	f86v5.38	f86v5.39
23871	line	f86v5.39	f86v3.1
23878	line	f86v3.1	f86v3.2
23886	line	f86v3.2	f86v3.3
23894	line	f86v3.3	f86v3.4
23903	line	f86v3.4	f86v3.5
23910	line	f86v3.5	f86v3.6
23918	line	f86v3.6	f86v3.7
23925	line	f86v3.7	f86v3.8
23929	line	f86v3.8	f86v3.9
23942	line	f86v3.9	f86v3.10
23953	line	f86v3.10	f86v3.11
23965	line	f86v3.11	f86v3.12
23976	line	f86v3.12	f86v3.13
23987	line	f86v3.13	f86v3.14
23994	line	f86v3.14	f86v3.15
24001	line	f86v3.15	f86v3.16
24008	line	f86v3.16	f86v3.17
24014	line	f86v3.17	f86v3.18
24021	line	f86v3.18	f86v3.19
24031	line	f86v3.19	f86v3.20
24040	line	f86v3.20	f86v3.21
24049	line	f86v3.21	f86v3.22
24053	line	f86v3.22	f86v3.23
24061	line	f86v3.23	f86v3.24
24070	line	f86v3.24	f86v3.25
24081	line	f86v3.25	f86v3.26
24090	line	f86v3.26	f86v3.27
24098	line	f86v3.27	f86v3.28
24104	line	f86v3.28	f86v3.29
24109	line	f86v3.29	f86v3.30
24116	line	f86v3.30	f86v3.31
24123	line	f86v3.31	f86v3.32
24129	line	f86v3.32	f86v3.33
24136	line	f86v3.33	f86v3.34
24143	line	f86v3.34	f86v3.35
24148	line	f86v3.35	f86v3.36
24152	line	f86v3.36	f87r.1
24159	line	f87r.1	f87r.2
24165	line	f87r.2	f87r.3
24172	line	f87r.3	f87r.4
24179	line	f87r.4	f87r.5
24188	line	f87r.5	f87r.6
24196	line	f87r.6	f87r.7
24204	line	f87r.7	f87r.8
24209	line	f87r.8	f87r.9
24214	line	f87r.9	f87r.10
24219	line	f87r.10	f87r.11
24225	line	f87r.11	f87r.12
24230	line	f87r.12	f87r.13
24237	line	f87r.13	f87r.14
24244	line	f87r.14	f87r.15
24251	line	f87r.15	f87r.16
24254	line	f87r.16	f87v.1
24262	line	f87v.1	f87v.2
24269	line	f87v.2	f87v.3
24275	line	f87v.3	f87v.4
24279	line	f87v.4	f87v.5
24284	line	f87v.5	f87v.6
24289	line	f87v.6	f87v.7
24294	line	f87v.7	f87v.8
24300	line	f87v.8	f87v.9
24303	line	f87v.9	f87v.10
24309	line	f87v.10	f87v.11
24316	line	f87v.11	f87v.12
24324	line	f87v.12	f87v.13
24331	line	f87v.13	f87v.14
24338	line	f87v.14	f87v.15
24344	line	f87v.15	f87v.16
24346	line	f87v.16	f88r.1
24347	line	f88r.1	f88r.2
24348	line	f88r.2	f88r.3
24349	line	f88r.3	f88r.4
24350	line	f88r.4	f88r.5
24351	line	f88r.5	f88r.6
24352	line	f88r.6	f88r.7
24360	line	f88r.7	f88r.8
24372	line	f88r.8	f88r.9
24383	line	f88r.9	f88r.10
24392	line	f88r.10	f88r.11
24399	line	f88r.11	f88r.12
24400	line	f88r.12	f88r.13
24401	line	f88r.13	f88r.14
24402	line	f88r.14	f88r.15
24403	line	f88r.15	f88r.16
24404	line	f88r.16	f88r.17
24405	line	f88r.17	f88r.18
24412	line	f88r.18	f88r.19
24420	line	f88r.19	f88r.20
24430	line	f88r.20	f88r.21
24438	line	f88r.21	f88r.22
24444	line	f88r.22	f88r.23
24445	line	f88r.23	f88r.24
24447	line	f88r.24	f88r.25
24448	line	f88r.25	f88r.26
24455	line	f88r.26	f88r.27
24464	line	f88r.27	f88r.28
24474	line	f88r.28	f88r.29
24483	line	f88r.29	f88r.30
24490	line	f88r.30	f88r.31
24496	line	f88r.31	f88v.1
24497	line	f88v.1	f88v.2
24498	line	f88v.2	f88v.3
24499	line	f88v.3	f88v.4
24501	line	f88v.4	f88v.5
24502	line	f88v.5	f88v.6
24510	line	f88v.6	f88v.7
24519	line	f88v.7	f88v.8
24528	line	f88v.8	f88v.9
24537	line	f88v.9	f88v.10
24541	line	f88v.10	f88v.11
24542	line	f88v.11	f88v.12
24543	line	f88v.12	f88v.13
24544	line	f88v.13	f88v.14
24545	line	f88v.14	f88v.15
24552	line	f88v.15	f88v.16
24561	line	f88v.16	f88v.17
24569	line	f88v.17	f88v.18
24577	line	f88v.18	f88v.19
24586	line	f88v.19	f88v.20
24591	line	f88v.20	f88v.21
24599	line	f88v.21	f88v.22
24608	line	f88v.22	f88v.23
24617	line	f88v.23	f88v.24
24625	line	f88v.24	f88v.25
24633	line	f88v.25	f88v.26
24637	line	f88v.26	f88v.27
24638	line	f88v.27	f88v.28
24639	line	f88v.28	f88v.29
24640	line	f88v.29	f88v.30
24641	line	f88v.30	f89r1.1
24642	line	f89r1.1	f89r1.2
24643	line	f89r1.2	f89r1.3
24644	line	f89r1.3	f89r1.4
24645	line	f89r1.4	f89r1.5
24646	line	f89r1.5	f89r1.6
24656	line	f89r1.6	f89r1.7
24665	line	f89r1.7	f89r1.8
24674	line	f89r1.8	f89r1.9
24683	line	f89r1.9	f89r1.10
24693	line	f89r1.10	f89r1.11
24694	line	f89r1.11	f89r1.12
24696	line	f89r1.12	f89r1.13
24697	line	f89r1.13	f89r1.14
24699	line	f89r1.14	f89r1.15
24707	line	f89r1.15	f89r1.16
24718	line	f89r1.16	f89r1.17
24727	line	f89r1.17	f89r1.18
24734	line	f89r1.18	f89r1.19
24743	line	f89r1.19	f89r1.20
24752	line	f89r1.20	f89r1.21
24762	line	f89r1.21	f89r1.22
24772	line	f89r1.22	f89r1.23
24778	line	f89r1.23	f89r1.24
24779	line	f89r1.24	f89r1.25
24780	line	f89r1.25	f89r1.26
24781	line	f89r1.26	f89r1.27
24782	line	f89r1.27	f89r2.1
24783	line	f89r2.1	f89r2.2
24784	line	f89r2.2	f89r2.3
24785	line	f89r2.3	f89r2.4
24786	line	f89r2.4	f89r2.5
24787	line	f89r2.5	f89r2.6
24802	line	f89r2.6	f89r2.7
24818	line	f89r2.7	f89r2.8
24831	line	f89r2.8	f89r2.9
24832	line	f89r2.9	f89r2.10
24835	line	f89r2.10	f89r2.11
24836	line	f89r2.11	f89r2.12
24852	line	f89r2.12	f89r2.13
24869	line	f89r2.13	f89r2.14
24887	line	f89r2.14	f89r2.15
24898	line	f89r2.15	f89r2.16
24899	line	f89r2.16	f89r2.17
24900	line	f89r2.17	f89r2.18
24901	line	f89r2.18	f89r2.19
24902	line	f89r2.19	f89r2.20
24903	line	f89r2.20	f89r2.21
24904	line	f89r2.21	f89r2.22
24917	line	f89r2.22	f89r2.23
24934	line	f89r2.23	f89r2.24
24948	line	f89r2.24	f89r2.25
24965	line	f89r2.25	f89r2.26
24980	line	f89r2.26	f89r2.27
24996	line	f89r2.27	f89r2.28
25010	line	f89r2.28	f89r2.29
25011	line	f89r2.29	f89r2.30
25012	line	f89r2.30	f89r2.31
25013	line	f89r2.31	f89r2.32
25014	line	f89r2.32	f89r2.33
25015	line	f89r2.33	f89r2.34
25016	line	f89r2.34	f89v2.1
25017	line	f89v2.1	f89v2.2
25018	line	f89v2.2	f89v2.3
25019	line	f89v2.3	f89v2.4
25020	line	f89v2.4	f89v2.5
25021	line	f89v2.5	f89v2.6
25022	line	f89v2.6	f89v2.7
25038	line	f89v2.7	f89v2.8
25054	line	f89v2.8	f89v2.9
25070	line	f89v2.9	f89v2.10
25082	line	f89v2.10	f89v2.11
25083	line	f89v2.11	f89v2.12
25085	line	f89v2.12	f89v2.13
25086	line	f89v2.13	f89v2.14
25087	line	f89v2.14	f89v2.15
25096	line	f89v2.15	f89v2.16
25110	line	f89v2.16	f89v2.17
25124	line	f89v2.17	f89v2.18
25136	line	f89v2.18	f89v2.19
25149	line	f89v2.19	f89v2.20
25164	line	f89v2.20	f89v2.21
25178	line	f89v2.21	f89v2.22
25192	line	f89v2.22	f89v2.23
25193	line	f89v2.23	f89v2.24
25194	line	f89v2.24	f89v2.25
25195	line	f89v2.25	f89v2.27
25196	line	f89v2.27	f89v2.28
25197	line	f89v2.28	f89v1.1
25198	line	f89v1.1	f89v1.2
25199	line	f89v1.2	f89v1.3
25200	line	f89v1.3	f89v1.4
25201	line	f89v1.4	f89v1.5
25210	line	f89v1.5	f89v1.6
25220	line	f89v1.6	f89v1.7
25231	line	f89v1.7	f89v1.8
25239	line	f89v1.8	f89v1.9
25249	line	f89v1.9	f89v1.10
25259	line	f89v1.10	f89v1.11
25269	line	f89v1.11	f89v1.12
25271	line	f89v1.12	f89v1.13
25281	line	f89v1.13	f89v1.14
25291	line	f89v1.14	f89v1.15
25301	line	f89v1.15	f89v1.16
25310	line	f89v1.16	f89v1.17
25319	line	f89v1.17	f89v1.18
25329	line	f89v1.18	f89v1.19
25339	line	f89v1.19	f89v1.20
25346	line	f89v1.20	f89v1.21
25347	line	f89v1.21	f89v1.22
25348	line	f89v1.22	f89v1.23
25350	line	f89v1.23	f89v1.24
25351	line	f89v1.24	f90r1.1
25356	line	f90r1.1	f90r1.2
25362	line	f90r1.2	f90r1.3
25369	line	f90r1.3	f90r1.4
25376	line	f90r1.4	f90r1.5
25387	line	f90r1.5	f90r1.6
25396	line	f90r1.6	f90r1.7
25406	line	f90r1.7	f90r1.8
25416	line	f90r1.8	f90r1.9
25420	line	f90r1.9	f90r2.1
25426	line	f90r2.1	f90r2.2
25436	line	f90r2.2	f90r2.3
25446	line	f90r2.3	f90r2.4
25456	line	f90r2.4	f90r2.5
25463	line	f90r2.5	f90r2.6
25467	line	f90r2.6	f90v2.1
25475	line	f90v2.1	f90v2.2
25486	line	f90v2.2	f90v2.3
25496	line	f90v2.3	f90v2.4
25500	line	f90v2.4	f90v2.5
25509	line	f90v2.5	f90v2.6
25520	line	f90v2.6	f90v2.7
25530	line	f90v2.7	f90v2.8
25535	line	f90v2.8	f90v1.1
25546	line	f90v1.1	f90v1.2
25555	line	f90v1.2	f90v1.3
25567	line	f90v1.3	f90v1.4
25577	line	f90v1.4	f90v1.5
25587	line	f90v1.5	f90v1.6
25592	line	f90v1.6	f90v1.7
25599	line	f90v1.7	f90v1.8
25608	line	f90v1.8	f90v1.9
25617	line	f90v1.9	f90v1.10
25626	line	f90v1.10	f90v1.11
25631	line	f90v1.11	f93r.1
25639	line	f93r.1	f93r.2
25650	line	f93r.2	f93r.3
25660	line	f93r.3	f93r.4
25668	line	f93r.4	f93r.5
25675	line	f93r.5	f93r.6
25682	line	f93r.6	f93r.7
25687	line	f93r.7	f93r.8
25692	line	f93r.8	f93r.9
25695	line	f93r.9	f93r.10
25700	line	f93r.10	f93r.11
25707	line	f93r.11	f93r.12
25711	line	f93r.12	f93r.13
25715	line	f93r.13	f93r.14
25719	line	f93r.14	f93r.15
25723	line	f93r.15	f93r.16
25726	line	f93r.16	f93r.17
25729	line	f93r.17	f93r.18
25732	line	f93r.18	f93r.19
25736	line	f93r.19	f93r.20
25739	line	f93r.20	f93r.21
25743	line	f93r.21	f93r.22
25747	line	f93r.22	f93r.23
25751	line	f93r.23	f93r.24
25755	line	f93r.24	f93r.25
25758	line	f93r.25	f93r.26
25761	line	f93r.26	f93r.27
25765	line	f93r.27	f93r.28
25769	line	f93r.28	f93r.29
25773	line	f93r.29	f93r.30
25776	line	f93r.30	f93r.31
25780	line	f93r.31	f93r.32
25783	line	f93r.32	f93v.1
25792	line	f93v.1	f93v.2
25801	line	f93v.2	f93v.3
25811	line	f93v.3	f93v.4
25821	line	f93v.4	f93v.5
25830	line	f93v.5	f93v.6
25839	line	f93v.6	f93v.7
25847	line	f93v.7	f93v.8
25857	line	f93v.8	f93v.9
25867	line	f93v.9	f93v.10
25872	line	f93v.10	f94r.1
25880	line	f94r.1	f94r.2
25891	line	f94r.2	f94r.3
25900	line	f94r.3	f94r.4
25911	line	f94r.4	f94r.5
25920	line	f94r.5	f94r.6
25930	line	f94r.6	f94r.7
25940	line	f94r.7	f94r.8
25948	line	f94r.8	f94r.9
25951	line	f94r.9	f94v.1
25959	line	f94v.1	f94v.2
25967	line	f94v.2	f94v.3
25975	line	f94v.3	f94v.4
25982	line	f94v.4	f94v.5
25990	line	f94v.5	f94v.6
26000	line	f94v.6	f94v.7
26003	line	f94v.7	f94v.8
26012	line	f94v.8	f94v.9
26023	line	f94v.9	f94v.10
26033	line	f94v.10	f94v.11
26043	line	f94v.11	f94v.12
26048	line	f94v.12	f95r1.1
26057	line	f95r1.1	f95r1.2
26069	line	f95r1.2	f95r1.3
26077	line	f95r1.3	f95r1.4
26088	line	f95r1.4	f95r1.5
26093	line	f95r1.5	f95r1.6
26103	line	f95r1.6	f95r1.7
26112	line	f95r1.7	f95r1.8
26121	line	f95r1.8	f95r1.9
26131	line	f95r1.9	f95r1.10
26140	line	f95r1.10	f95r1.11
26150	line	f95r1.11	f95r2.1
26158	line	f95r2.1	f95r2.2
26168	line	f95r2.2	f95r2.3
26178	line	f95r2.3	f95r2.4
26184	line	f95r2.4	f95r2.5
26193	line	f95r2.5	f95r2.6
26204	line	f95r2.6	f95r2.7
26213	line	f95r2.7	f95r2.8
26222	line	f95r2.8	f95r2.9
26229	line	f95r2.9	f95v2.1
26238	line	f95v2.1	f95v2.2
26249	line	f95v2.2	f95v2.3
26258	line	f95v2.3	f95v2.4
26267	line	f95v2.4	f95v2.5
26276	line	f95v2.5	f95v2.6
26284	line	f95v2.6	f95v2.7
26289	line	f95v2.7	f95v1.1
26298	line	f95v1.1	f95v1.2
26309	line	f95v1.2	f95v1.3
26320	line	f95v1.3	f95v1.4
26330	line	f95v1.4	f95v1.5
26334	line	f95v1.5	f95v1.6
26344	line	f95v1.6	f95v1.7
26355	line	f95v1.7	f95v1.8
26363	line	f95v1.8	f95v1.9
26374	line	f95v1.9	f95v1.10
26382	line	f95v1.10	f95v1.11
26392	line	f95v1.11	f95v1.12
26402	line	f95v1.12	f95v1.13
26407	line	f95v1.13	f96r.1
26414	line	f96r.1	f96r.2
26421	line	f96r.2	f96r.3
26428	line	f96r.3	f96r.4
26436	line	f96r.4	f96r.5
26443	line	f96r.5	f96r.6
26450	line	f96r.6	f96r.7
26457	line	f96r.7	f96r.8
26463	line	f96r.8	f96r.9
26469	line	f96r.9	f96r.10
26474	line	f96r.10	f96r.11
26481	line	f96r.11	f96r.12
26489	line	f96r.12	f96r.13
26491	line	f96r.13	f96v.1
26498	line	f96v.1	f96v.2
26506	line	f96v.2	f96v.3
26513	line	f96v.3	f96v.4
26517	line	f96v.4	f96v.5
26522	line	f96v.5	f96v.6
26526	line	f96v.6	f96v.7
26528	line	f96v.7	f96v.8
26531	line	f96v.8	f96v.9
